Player,Nation,Pos,Age,90s,CrdY,CrdR,2CrdY,Fls,Fld,Off,Crs,Int,TklW,PKwon,PKcon,OG,Recov,Won,Lost,Won%,Matches
Lorenzo Montipò,it ITA,GK,27-027,25.0,0,0,0,0,4,0,0,0,0,0,0,0,42,2,2,50.0,Matches
Adrien Tameze,cm CMR,MF,29-043,22.4,2,0,0,21,23,1,9,24,15,0,0,0,134,22,22,50.0,Matches
Darko Lazović,rs SRB,"MF,DF",32-185,19.2,0,0,0,7,2,8,94,12,11,0,0,0,110,5,16,23.8,Matches
Isak Hien,se SWE,DF,24-065,19.3,8,0,0,42,12,0,1,20,24,0,0,0,153,54,38,58.7,Matches
Fabio Depaoli,it ITA,DF,25-329,16.3,3,0,0,24,21,2,41,10,17,0,0,0,85,18,30,37.5,Matches
Federico Ceccherini,it ITA,DF,30-312,11.5,7,1,0,26,14,0,4,10,14,0,0,0,74,21,12,63.6,Matches
Kevin Lasagna,it ITA,"FW,MF",30-221,13.7,1,0,0,22,19,13,9,4,4,0,0,0,55,12,50,19.4,Matches
Josh Doig,sct SCO,DF,20-305,13.3,1,0,0,14,7,2,44,9,6,0,0,0,85,12,20,37.5,Matches
Paweł Dawidowicz,pl POL,DF,27-303,11.6,5,1,0,29,9,0,8,14,21,0,0,0,79,26,15,63.4,Matches
Thomas Henry,fr FRA,FW,28-180,11.4,4,0,0,27,16,9,5,0,3,0,0,0,29,46,39,54.1,Matches
Koray Günter,de GER,DF,28-215,11.1,3,0,0,17,10,0,3,30,6,0,0,0,81,22,21,51.2,Matches
Diego Coppola,it ITA,DF,19-081,10.4,4,0,0,8,0,0,3,9,14,0,1,0,57,30,27,52.6,Matches
Miguel Veloso,pt POR,MF,36-312,9.6,4,0,0,13,7,0,45,4,5,0,0,1,91,7,10,41.2,Matches
Ivan Ilić,rs SRB,MF,22-002,9.5,1,0,0,9,9,0,47,8,10,0,0,0,72,10,13,43.5,Matches
Davide Faraoni,it ITA,DF,31-145,7.8,4,0,0,7,1,1,21,9,10,0,0,0,44,5,9,35.7,Matches
Giangiacomo Magnani,it ITA,DF,27-166,8.4,4,1,0,13,4,0,2,16,12,0,0,0,48,17,14,54.8,Matches
Yayah Kallon,sl SLE,"MF,FW",21-262,8.5,1,0,0,13,19,4,29,8,10,0,0,0,30,8,18,30.8,Matches
Milan Đurić,ba BIH,FW,32-301,8.1,3,0,0,16,15,4,0,0,1,0,0,0,18,115,28,80.4,Matches
Simone Verdi,it ITA,MF,30-250,6.8,2,0,0,10,11,1,47,0,7,0,0,0,44,3,6,33.3,Matches
Ondrej Duda,sk SVK,MF,28-104,5.9,2,0,0,7,15,0,6,8,10,0,0,0,51,8,6,57.1,Matches
Martin Hongla,cm CMR,MF,25-003,5.8,4,0,0,11,4,0,8,6,5,0,0,0,48,5,8,38.5,Matches
Cyril Ngonge,be BEL,"MF,FW",22-297,3.5,1,0,0,5,7,2,4,2,2,0,0,0,14,10,21,32.3,Matches
Filippo Terracciano,it ITA,"DF,MF",20-039,5.9,1,0,0,5,12,0,16,6,7,0,0,0,27,14,15,48.3,Matches
Adolfo Gaich,ar ARG,FW,24-021,3.5,0,0,0,8,6,0,0,1,2,0,0,0,8,12,34,26.1,Matches
Ibrahim Sulemana,gh GHA,MF,19-301,4.0,3,0,0,7,3,1,2,7,7,0,0,0,31,6,8,42.9,Matches
Ajdin Hrustic,au AUS,MF,26-257,2.5,0,0,0,7,2,0,7,0,1,0,0,0,11,1,3,25.0,Matches
Roberto Piccoli,it ITA,FW,22-051,2.1,0,0,0,2,3,4,3,0,0,0,0,0,4,3,13,18.8,Matches
Jayden Braaf,nl NED,"MF,FW",20-200,1.6,1,0,0,4,0,2,4,2,2,0,0,0,7,0,3,0.0,Matches
Panagiotis Retsos,gr GRE,DF,24-222,1.4,0,0,0,4,2,0,0,2,4,0,0,0,7,3,3,50.0,Matches
Simone Perilli,it ITA,GK,28-071,1.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,Matches
Bruno Amione,ar ARG,DF,21-075,0.6,1,0,0,3,0,0,0,0,1,0,0,0,5,1,0,100.0,Matches
Juan Cabal,co COL,DF,22-070,1.6,1,0,0,1,2,1,2,3,2,0,0,0,17,7,10,41.2,Matches
Oliver Abildgaard,dk DEN,"MF,DF",26-282,0.9,0,0,0,2,1,0,0,1,2,0,0,0,6,5,2,71.4,Matches
Antonín Barák,cz CZE,MF,28-106,0.3,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,,Matches
Deyovaisio Zeefuik,nl NED,DF,25-008,0.1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,,Matches
Alessandro Cortinovis,it ITA,MF,22-053,0.1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,0.0,Matches
Squad Total,,,27.1,26.0,71,3,0,384,260,55,467,225,236,0,1,1,1571,510,519,49.6,
Opponent Total,,,27.4,26.0,50,4,0,278,371,27,429,189,243,1,0,2,1453,519,510,50.4,
