Player,Nation,Pos,Age,MP,Min,Mn/MP,Min%,90s,Starts,Mn/Start,Compl,Subs,Mn/Sub,unSub,PPM,onG,onGA,+/-,+/-90,On-Off,onxG,onxGA,xG+/-,xG+/-90,On-Off.1,Matches
Lorenzo Montipò,it ITA,GK,27-027,25,2250.0,90.0,96.2,25.0,25,90.0,25,0,,0,0.72,21.0,38.0,-17.0,-0.68,-0.68,24.7,31.6,-6.9,-0.28,-0.28,Matches
Adrien Tameze,cm CMR,MF,29-043,25,2012.0,80.0,86.0,22.4,23,84.0,16,2,37.0,1,0.76,18.0,34.0,-16.0,-0.72,-0.44,21.2,28.9,-7.7,-0.35,-0.57,Matches
Darko Lazović,rs SRB,"MF,DF",32-185,22,1728.0,79.0,73.8,19.2,21,81.0,11,1,26.0,0,0.86,17.0,24.0,-7.0,-0.36,1.11,19.1,22.4,-3.4,-0.17,0.34,Matches
Isak Hien,se SWE,DF,24-065,22,1736.0,79.0,74.2,19.3,18,88.0,17,4,40.0,0,0.77,15.0,26.0,-11.0,-0.57,0.32,20.2,24.2,-4.0,-0.21,0.22,Matches
Fabio Depaoli,it ITA,DF,25-329,20,1469.0,73.0,62.8,16.3,16,87.0,12,4,21.0,2,0.85,13.0,22.0,-9.0,-0.55,0.28,15.2,21.4,-6.2,-0.38,-0.31,Matches
Federico Ceccherini,it ITA,DF,30-312,15,1033.0,69.0,44.1,11.5,14,73.0,6,1,11.0,4,0.67,11.0,13.0,-2.0,-0.17,0.86,9.1,11.6,-2.5,-0.22,0.08,Matches
Kevin Lasagna,it ITA,"FW,MF",30-221,21,1236.0,59.0,52.8,13.7,13,77.0,6,8,29.0,0,0.67,10.0,23.0,-13.0,-0.95,-0.62,14.0,18.2,-4.2,-0.3,-0.08,Matches
Josh Doig,sct SCO,DF,20-305,18,1195.0,66.0,51.1,13.3,13,82.0,7,5,25.0,4,0.89,13.0,16.0,-3.0,-0.23,0.87,12.5,12.2,0.4,0.03,0.6,Matches
Paweł Dawidowicz,pl POL,DF,27-303,15,1041.0,69.0,44.5,11.6,13,75.0,8,2,36.0,4,1.0,11.0,18.0,-7.0,-0.61,0.09,10.9,13.1,-2.2,-0.19,0.13,Matches
Thomas Henry,fr FRA,FW,28-180,16,1029.0,64.0,44.0,11.4,13,75.0,3,3,17.0,3,0.5,10.0,17.0,-7.0,-0.61,0.07,10.9,15.5,-4.6,-0.41,-0.25,Matches
Koray Günter,de GER,DF,28-215,13,1003.0,77.0,42.9,11.1,11,86.0,10,2,29.0,5,0.31,9.0,22.0,-13.0,-1.17,-0.9,12.3,17.9,-5.6,-0.5,-0.42,Matches
Diego Coppola,it ITA,DF,19-081,12,934.0,78.0,39.9,10.4,10,84.0,8,2,45.0,6,1.0,7.0,9.0,-2.0,-0.19,0.77,10.8,11.4,-0.6,-0.06,0.34,Matches
Miguel Veloso,pt POR,MF,36-312,16,860.0,54.0,36.8,9.6,10,70.0,3,6,26.0,2,0.38,9.0,12.0,-3.0,-0.31,0.54,10.4,11.4,-1.0,-0.1,0.25,Matches
Ivan Ilić,rs SRB,MF,22-002,11,851.0,77.0,36.4,9.5,10,83.0,7,1,20.0,2,1.09,10.0,14.0,-4.0,-0.42,0.36,9.0,10.6,-1.7,-0.18,0.14,Matches
Davide Faraoni,it ITA,DF,31-145,12,701.0,58.0,30.0,7.8,10,69.0,4,2,5.0,3,0.58,7.0,18.0,-11.0,-1.41,-1.08,9.5,14.4,-4.9,-0.63,-0.53,Matches
Giangiacomo Magnani,it ITA,DF,27-166,14,760.0,54.0,32.5,8.4,9,68.0,4,5,30.0,4,0.93,6.0,9.0,-3.0,-0.36,0.44,9.1,11.1,-2.0,-0.23,0.05,Matches
Yayah Kallon,sl SLE,"MF,FW",21-262,19,765.0,40.0,32.7,8.5,7,57.0,0,12,31.0,5,0.68,5.0,12.0,-7.0,-0.82,-0.25,9.2,10.5,-1.3,-0.15,0.17,Matches
