Player,Nation,Pos,Age,90s,Cmp,Att,Cmp%,TotDist,PrgDist,Cmp.1,Att.1,Cmp%.1,Cmp.2,Att.2,Cmp%.2,Cmp.3,Att.3,Cmp%.3,Ast,xAG,xA,A-xAG,KP,1/3,PPA,CrsPA,PrgP,Matches
Lorenzo Montipò,it ITA,GK,27-042,27.0,556,876,63.5,20594,16982,60,61,98.4,206,210,98.1,287,600,47.8,0,0.0,0.1,0.0,0,41,1,0,0,Matches
Adrien Tameze,cm CMR,MF,29-058,24.3,622,815,76.3,10983,3495,272,343,79.3,275,324,84.9,61,98,62.2,0,0.7,0.9,-0.7,17,71,11,1,87,Matches
Darko Lazović,rs SRB,"MF,DF",32-200,19.9,425,670,63.4,7017,2913,216,273,79.1,153,219,69.9,42,115,36.5,4,4.7,4.1,-0.7,33,40,27,12,66,Matches
Isak Hien,se SWE,DF,24-080,19.3,546,742,73.6,11481,4448,145,196,74.0,307,370,83.0,86,141,61.0,0,0.1,0.1,-0.1,2,34,2,1,45,Matches
Fabio Depaoli,it ITA,DF,25-344,17.3,363,549,66.1,6554,3780,156,197,79.2,156,225,69.3,43,90,47.8,2,1.0,1.2,1.0,13,36,19,12,55,Matches
Paweł Dawidowicz,pl POL,DF,27-318,13.6,503,664,75.8,9113,3343,210,240,87.5,233,293,79.5,51,107,47.7,1,0.8,0.3,0.2,6,40,2,0,45,Matches
Federico Ceccherini,it ITA,DF,30-327,12.2,386,508,76.0,6902,2722,165,186,88.7,177,215,82.3,38,78,48.7,0,0.1,0.2,-0.1,4,38,4,0,45,Matches
Kevin Lasagna,it ITA,"FW,MF",30-236,15.1,138,230,60.0,2121,465,69,103,67.0,47,71,66.2,8,17,47.1,2,1.6,0.3,0.4,15,9,7,0,17,Matches
Josh Doig,sct SCO,DF,20-320,14.0,332,497,66.8,5686,2697,164,201,81.6,132,194,68.0,30,68,44.1,3,1.0,1.3,2.0,11,28,11,7,25,Matches
Thomas Henry,fr FRA,FW,28-195,11.4,115,226,50.9,1405,437,71,124,57.3,19,46,41.3,7,12,58.3,0,1.1,0.5,-1.1,13,14,6,0,18,Matches
Davide Faraoni,it ITA,DF,31-160,9.7,246,368,66.8,4448,2039,106,127,83.5,110,155,71.0,25,60,41.7,2,0.7,0.4,1.3,6,22,10,3,39,Matches
Diego Coppola,it ITA,DF,19-096,11.4,363,501,72.5,6822,2949,127,153,83.0,203,248,81.9,29,74,39.2,0,0.0,0.2,0.0,0,27,3,1,37,Matches
Koray Günter,de GER,DF,28-230,11.1,323,422,76.5,6871,3172,102,126,81.0,160,183,87.4,58,101,57.4,0,0.9,0.3,-0.9,8,31,1,1,36,Matches
Miguel Veloso,pt POR,MF,36-327,10.8,371,509,72.9,7446,2886,139,161,86.3,163,192,84.9,62,128,48.4,0,2.0,1.6,-2.0,18,39,9,4,73,Matches
Giangiacomo Magnani,it ITA,DF,27-181,10.0,220,307,71.7,4720,1595,64,81,79.0,113,134,84.3,39,82,47.6,0,0.1,0.1,-0.1,3,17,3,0,19,Matches
Ivan Ilić,rs SRB,MF,22-017,9.5,279,401,69.6,5107,1432,113,138,81.9,128,168,76.2,29,66,43.9,1,1.0,1.0,0.0,16,19,10,1,39,Matches
Milan Đurić,ba BIH,FW,32-316,8.5,165,307,53.7,1911,434,113,199,56.8,34,70,48.6,3,5,60.0,0,0.9,0.7,-0.9,12,15,3,0,18,Matches
Ondrej Duda,sk SVK,MF,28-119,7.9,238,316,75.3,4060,1165,114,132,86.4,92,116,79.3,23,39,59.0,0,0.3,0.4,-0.3,5,29,5,1,33,Matches
Yayah Kallon,sl SLE,"MF,FW",21-277,8.6,138,216,63.9,1995,578,77,101,76.2,43,72,59.7,8,15,53.3,1,1.4,0.9,-0.4,12,9,13,5,20,Matches
Simone Verdi,it ITA,MF,30-265,7.0,162,255,63.5,3058,1166,77,96,80.2,51,73,69.9,27,57,47.4,0,1.2,1.0,-1.2,14,27,7,2,32,Matches
Martin Hongla,cm CMR,MF,25-018,5.8,166,212,78.3,3239,992,62,74,83.8,75,89,84.3,24,41,58.5,0,0.3,0.4,-0.3,3,18,2,1,24,Matches
Adolfo Gaich,ar ARG,FW,24-036,5.1,73,121,60.3,802,152,49,75,65.3,16,27,59.3,0,2,0.0,0,0.2,0.1,-0.2,4,6,0,0,8,Matches
Cyril Ngonge,be BEL,"MF,FW",22-312,3.7,52,82,63.4,854,327,25,36,69.4,22,26,84.6,5,11,45.5,0,0.3,0.4,-0.3,4,6,6,4,11,Matches
