Rk,Squad,MP,W,D,L,GF,GA,GD,Pts,Pts/MP,xG,xGA,xGD,xGD/90,MP.1,W.1,D.1,L.1,GF.1,GA.1,GD.1,Pts.1,Pts/MP.1,xG.1,xGA.1,xGD.1,xGD/90.1
1,Bayern Munich,13,9,4,0,43,13,30,31,2.38,33.4,12.8,20.6,1.58,13,7,3,3,33,16,17,24,1.85,22.2,16.0,6.2,0.48
2,Dortmund,12,10,1,1,36,12,24,31,2.58,23.5,12.3,11.2,0.93,14,7,1,6,21,23,-2,22,1.57,23.7,22.2,1.4,0.1
3,Union Berlin,13,9,4,0,24,8,16,31,2.38,15.9,13.8,2.0,0.16,13,6,2,5,17,20,-3,20,1.54,13.2,17.2,-4.0,-0.3
