Player,Nation,Pos,Age,90s,Gls,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,Dist,FK,PK,PKatt,xG,npxG,npxG/Sh,G-xG,np:G-xG,Matches
Joshua Kimmich,de GER,MF,28-054,23.6,4,25,11,44.0,1.06,0.47,0.16,0.36,25.4,3,0,0,1.4,1.4,0.06,2.6,2.6,Matches
Dayot Upamecano,fr FRA,DF,24-158,23.0,0,7,1,14.3,0.3,0.04,0.0,0.0,9.0,0,0,0,0.7,0.7,0.1,-0.7,-0.7,Matches
Alphonso Davies,ca CAN,DF,22-152,21.3,1,15,8,53.3,0.71,0.38,0.07,0.13,17.1,0,0,0,1.5,1.5,0.1,-0.5,-0.5,Matches
Benjamin Pavard,fr FRA,DF,27-006,20.0,3,21,8,38.1,1.05,0.4,0.14,0.38,19.6,0,0,0,1.4,1.4,0.07,1.6,1.6,Matches
Jamal Musiala,de GER,"MF,FW",20-036,18.8,11,50,21,42.0,2.66,1.12,0.22,0.52,14.5,0,0,0,6.8,6.8,0.14,4.2,4.2,Matches
Matthijs de Ligt,nl NED,DF,23-234,18.8,2,16,7,43.8,0.85,0.37,0.13,0.29,16.0,0,0,0,0.9,0.9,0.05,1.1,1.1,Matches
Leon Goretzka,de GER,MF,28-056,15.6,3,37,12,32.4,2.37,0.77,0.08,0.25,16.9,0,0,0,4.6,4.6,0.12,-1.6,-1.6,Matches
Leroy Sané,de GER,"MF,FW",27-082,17.5,7,60,25,41.7,3.42,1.42,0.12,0.28,20.9,4,0,0,5.4,5.4,0.09,1.6,1.6,Matches
Serge Gnabry,de GER,"FW,MF",27-263,14.9,9,56,25,44.6,3.76,1.68,0.14,0.32,16.4,1,1,1,6.9,6.1,0.11,2.1,1.9,Matches
Thomas Müller,de GER,"FW,MF",33-202,12.5,6,30,18,60.0,2.4,1.44,0.2,0.33,12.2,0,0,0,6.1,6.1,0.2,-0.1,-0.1,Matches
Sadio Mané,sn SEN,FW,30-358,12.2,6,45,18,40.0,3.69,1.48,0.11,0.28,13.6,0,1,2,6.7,5.1,0.12,-0.7,-0.1,Matches
Eric Maxim Choupo-Moting,cm CMR,FW,34-011,12.1,10,29,15,51.7,2.39,1.24,0.34,0.67,12.4,0,0,1,6.0,5.2,0.18,4.0,4.8,Matches
Manuel Neuer,de GER,GK,37-007,12.0,0,2,1,50.0,0.17,0.08,0.0,0.0,9.0,0,0,0,0.2,0.2,0.11,-0.2,-0.2,Matches
Yann Sommer,ch SUI,GK,34-107,11.0,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
Kingsley Coman,fr FRA,"FW,MF",26-294,11.1,6,34,11,32.4,3.07,0.99,0.18,0.55,18.5,0,0,0,3.2,3.2,0.09,2.8,2.8,Matches
Marcel Sabitzer,at AUT,MF,29-017,7.0,1,15,5,33.3,2.15,0.72,0.07,0.2,21.7,0,0,0,1.1,1.1,0.07,-0.1,-0.1,Matches
Noussair Mazraoui,ma MAR,DF,25-140,6.3,0,4,0,0.0,0.63,0.0,0.0,,19.6,0,0,0,0.3,0.3,0.08,-0.3,-0.3,Matches
Lucas Hernández,fr FRA,DF,27-048,5.3,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
João Cancelo,pt POR,"DF,FW",28-311,4.1,1,6,2,33.3,1.46,0.49,0.17,0.5,16.8,0,0,0,0.4,0.4,0.07,0.6,0.6,Matches
Josip Stanišić,hr CRO,DF,23-001,5.2,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
Sven Ulreich,de GER,GK,34-243,3.0,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
Ryan Gravenberch,nl NED,MF,20-322,3.6,0,8,1,12.5,2.23,0.28,0.0,0.0,19.3,0,0,0,0.7,0.7,0.08,-0.7,-0.7,Matches
Mathys Tel,fr FRA,FW,17-341,3.5,4,15,7,46.7,4.23,1.97,0.27,0.57,16.2,0,0,0,1.6,1.6,0.11,2.4,2.4,Matches
Daley Blind,nl NED,"DF,MF",33-025,1.5,0,1,1,100.0,0.67,0.67,0.0,0.0,24.8,0,0,0,0.1,0.1,0.06,-0.1,-0.1,Matches
Paul Wanner,de GER,MF,17-101,0.3,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
Gabriel Vidovic,hr CRO,FW,19-123,0.2,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
Arijon Ibrahimović,de GER,MF,17-113,0.2,0,2,2,100.0,12.86,12.86,0.0,0.0,6.9,0,0,0,0.5,0.5,0.26,-0.5,-0.5,Matches
Squad Total,,,27.3,26.0,74,478,199,41.6,18.38,7.65,0.15,0.36,16.9,8,2,4,55.4,52.2,0.11,18.6,19.8,
Opponent Total,,,27.1,26.0,29,234,81,34.6,9.0,3.12,0.1,0.28,17.4,6,6,7,28.8,23.5,0.1,0.2,-0.5,
