Player,Nation,Pos,Age,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,Gls.1,Ast.1,G+A.1,G-PK.1,G+A-PK,xG.1,xAG.1,xG+xAG,npxG.1,npxG+xAG.1,Matches
Joshua Kimmich,de GER,MF,28-054,25,24,2126.0,23.6,4.0,4.0,8.0,4.0,0.0,0.0,5.0,1.0,1.4,1.4,4.2,5.6,28.0,230.0,44.0,0.17,0.17,0.34,0.17,0.34,0.06,0.18,0.24,0.06,0.24,Matches
Dayot Upamecano,fr FRA,DF,24-158,24,24,2067.0,23.0,0.0,1.0,1.0,0.0,0.0,0.0,5.0,1.0,0.7,0.7,0.3,1.0,28.0,156.0,7.0,0.0,0.04,0.04,0.0,0.04,0.03,0.01,0.04,0.03,0.04,Matches
Alphonso Davies,ca CAN,DF,22-152,23,22,1913.0,21.3,1.0,4.0,5.0,1.0,0.0,0.0,0.0,0.0,1.5,1.5,3.4,4.9,109.0,118.0,145.0,0.05,0.19,0.24,0.05,0.24,0.07,0.16,0.23,0.07,0.23,Matches
Benjamin Pavard,fr FRA,DF,27-006,23,20,1801.0,20.0,3.0,1.0,4.0,3.0,0.0,0.0,4.0,0.0,1.4,1.4,2.3,3.7,27.0,139.0,58.0,0.15,0.05,0.2,0.15,0.2,0.07,0.11,0.18,0.07,0.18,Matches
Jamal Musiala,de GER,"MF,FW",20-036,25,20,1691.0,18.8,11.0,8.0,19.0,11.0,0.0,0.0,1.0,0.0,6.8,6.8,5.1,11.9,64.0,87.0,155.0,0.59,0.43,1.01,0.59,1.01,0.36,0.27,0.63,0.36,0.63,Matches
Matthijs de Ligt,nl NED,DF,23-234,23,19,1689.0,18.8,2.0,1.0,3.0,2.0,0.0,0.0,4.0,0.0,0.9,0.9,0.3,1.2,13.0,89.0,8.0,0.11,0.05,0.16,0.11,0.16,0.05,0.02,0.06,0.05,0.06,Matches
Leon Goretzka,de GER,MF,28-056,20,18,1408.0,15.6,3.0,2.0,5.0,3.0,0.0,0.0,4.0,0.0,4.6,4.6,2.0,6.6,35.0,92.0,49.0,0.19,0.13,0.32,0.19,0.32,0.29,0.13,0.42,0.29,0.42,Matches
Leroy Sané,de GER,"MF,FW",27-082,24,16,1579.0,17.5,7.0,5.0,12.0,7.0,0.0,0.0,4.0,0.0,5.4,5.4,3.5,8.9,60.0,110.0,146.0,0.4,0.28,0.68,0.4,0.68,0.31,0.2,0.51,0.31,0.51,Matches
Serge Gnabry,de GER,"FW,MF",27-263,26,15,1342.0,14.9,9.0,4.0,13.0,8.0,1.0,1.0,0.0,0.0,6.9,6.1,3.6,9.7,55.0,67.0,158.0,0.6,0.27,0.87,0.54,0.8,0.46,0.24,0.7,0.41,0.65,Matches
Thomas Müller,de GER,"FW,MF",33-202,19,15,1127.0,12.5,6.0,7.0,13.0,6.0,0.0,0.0,0.0,0.0,6.1,6.1,5.3,11.4,25.0,66.0,138.0,0.48,0.56,1.04,0.48,1.04,0.49,0.43,0.91,0.49,0.91,Matches
Sadio Mané,sn SEN,FW,30-358,19,14,1098.0,12.2,6.0,4.0,10.0,5.0,1.0,2.0,1.0,0.0,6.7,5.1,2.7,7.8,49.0,35.0,136.0,0.49,0.33,0.82,0.41,0.74,0.55,0.22,0.77,0.41,0.64,Matches
Eric Maxim Choupo-Moting,cm CMR,FW,34-011,18,14,1092.0,12.1,10.0,2.0,12.0,10.0,0.0,1.0,0.0,0.0,6.0,5.2,1.8,7.0,10.0,42.0,76.0,0.82,0.16,0.99,0.82,0.99,0.49,0.15,0.64,0.43,0.58,Matches
Manuel Neuer,de GER,GK,37-007,12,12,1080.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.0,0.2,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.02,0.02,0.02,Matches
Yann Sommer,ch SUI,GK,34-107,11,11,990.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Kingsley Coman,fr FRA,"FW,MF",26-294,18,10,998.0,11.1,6.0,4.0,10.0,6.0,0.0,0.0,2.0,1.0,3.2,3.2,3.7,7.0,72.0,47.0,213.0,0.54,0.36,0.9,0.54,0.9,0.29,0.34,0.63,0.29,0.63,Matches
Marcel Sabitzer,at AUT,MF,29-017,15,7,628.0,7.0,1.0,1.0,2.0,1.0,0.0,0.0,2.0,0.0,1.1,1.1,0.4,1.4,7.0,52.0,19.0,0.14,0.14,0.29,0.14,0.29,0.15,0.05,0.2,0.15,0.2,Matches
Noussair Mazraoui,ma MAR,DF,25-140,12,6,569.0,6.3,0.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.3,0.3,0.8,1.1,14.0,43.0,25.0,0.0,0.47,0.47,0.0,0.47,0.05,0.12,0.17,0.05,0.17,Matches
Lucas Hernández,fr FRA,DF,27-048,7,6,476.0,5.3,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.2,0.2,3.0,34.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.03,0.0,0.03,Matches
João Cancelo,pt POR,"DF,FW",28-311,7,4,371.0,4.1,1.0,2.0,3.0,1.0,0.0,0.0,1.0,0.0,0.4,0.4,0.7,1.2,10.0,17.0,35.0,0.24,0.49,0.73,0.24,0.73,0.1,0.18,0.28,0.1,0.28,Matches
Josip Stanišić,hr CRO,DF,23-001,11,3,470.0,5.2,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.4,0.4,10.0,59.0,31.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07,0.07,0.0,0.07,Matches
Sven Ulreich,de GER,GK,34-243,3,3,270.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Ryan Gravenberch,nl NED,MF,20-322,16,1,323.0,3.6,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.7,0.7,0.3,1.0,7.0,22.0,18.0,0.0,0.0,0.0,0.0,0.0,0.19,0.09,0.28,0.19,0.28,Matches
Mathys Tel,fr FRA,FW,17-341,16,1,319.0,3.5,4.0,0.0,4.0,4.0,0.0,0.0,2.0,0.0,1.6,1.6,0.4,2.1,12.0,9.0,42.0,1.13,0.0,1.13,1.13,1.13,0.46,0.12,0.59,0.46,0.59,Matches
Daley Blind,nl NED,"DF,MF",33-025,4,1,134.0,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.1,0.1,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.04,0.08,0.04,0.08,Matches
Paul Wanner,de GER,MF,17-101,2,0,25.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.1,0.1,1.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.25,0.0,0.25,Matches
Gabriel Vidovic,hr CRO,FW,19-123,1,0,19.0,0.2,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,1.0,2.0,0.0,4.74,4.74,0.0,4.74,0.0,0.39,0.39,0.0,0.39,Matches
Arijon Ibrahimović,de GER,MF,17-113,1,0,14.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.1,0.6,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,3.31,0.37,3.68,3.31,3.68,Matches
Gabriel Marušić,hr CRO,DF,20-031,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches
Tanguy Nianzou,fr FRA,DF,20-300,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches
Bouna Sarr,sn SEN,"DF,MF",31-062,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches
Johannes Schenk,de GER,GK,20-080,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches
