Player,Nation,Pos,Age,90s,Cmp,Att,Cmp%,TotDist,PrgDist,Cmp.1,Att.1,Cmp%.1,Cmp.2,Att.2,Cmp%.2,Cmp.3,Att.3,Cmp%.3,Ast,xAG,xA,A-xAG,KP,1/3,PPA,CrsPA,PrgP,Matches
Joshua Kimmich,de GER,MF,28-054,23.6,1706,2022,84.4,31712,10394,731,781,93.6,718,803,89.4,227,373,60.9,4,4.2,6.2,-0.2,53,204,49,2,230,Matches
Dayot Upamecano,fr FRA,DF,24-158,23.0,1819,2013,90.4,37201,13713,503,544,92.5,1087,1142,95.2,220,299,73.6,1,0.3,0.9,0.7,6,189,6,0,156,Matches
Alphonso Davies,ca CAN,DF,22-152,21.3,1264,1457,86.8,20147,5377,672,733,91.7,502,555,90.5,69,107,64.5,4,3.4,3.8,0.6,40,105,32,4,118,Matches
Benjamin Pavard,fr FRA,DF,27-006,20.0,1525,1741,87.6,26354,9988,661,719,91.9,724,799,90.6,111,168,66.1,1,2.3,2.7,-1.3,17,123,17,7,139,Matches
Jamal Musiala,de GER,"MF,FW",20-036,18.8,636,767,82.9,8820,1881,379,433,87.5,209,234,89.3,17,29,58.6,8,5.1,3.6,2.9,43,44,26,1,87,Matches
Matthijs de Ligt,nl NED,DF,23-234,18.8,1320,1452,90.9,26029,8722,400,427,93.7,797,842,94.7,119,159,74.8,1,0.3,0.5,0.7,5,101,5,1,89,Matches
Leon Goretzka,de GER,MF,28-056,15.6,645,789,81.7,9423,3088,362,405,89.4,217,267,81.3,34,57,59.6,2,2.0,2.3,0.0,20,63,15,0,92,Matches
Leroy Sané,de GER,"MF,FW",27-082,17.5,727,893,81.4,9958,2505,446,516,86.4,218,256,85.2,32,54,59.3,5,3.5,4.3,1.5,28,50,36,0,110,Matches
Serge Gnabry,de GER,"FW,MF",27-263,14.9,528,662,79.8,7436,2016,339,392,86.5,150,180,83.3,27,48,56.3,4,3.6,3.8,0.4,25,35,29,5,67,Matches
Thomas Müller,de GER,"FW,MF",33-202,12.5,435,575,75.7,6079,1745,239,280,85.4,152,201,75.6,16,35,45.7,7,5.3,5.1,1.7,28,25,28,2,66,Matches
Sadio Mané,sn SEN,FW,30-358,12.2,239,323,74.0,3509,944,145,174,83.3,73,90,81.1,14,20,70.0,4,2.7,2.8,1.3,17,11,23,3,35,Matches
Eric Maxim Choupo-Moting,cm CMR,FW,34-011,12.1,216,282,76.6,2845,775,131,161,81.4,55,66,83.3,9,15,60.0,2,1.8,2.1,0.2,15,22,12,1,42,Matches
Manuel Neuer,de GER,GK,37-007,12.0,449,504,89.1,10571,7280,96,96,100.0,234,238,98.3,118,169,69.8,0,0.0,0.0,0.0,0,1,0,0,1,Matches
Yann Sommer,ch SUI,GK,34-107,11.0,404,460,87.8,9389,6132,88,88,100.0,228,231,98.7,87,138,63.0,0,0.0,0.0,0.0,0,5,0,0,1,Matches
Kingsley Coman,fr FRA,"FW,MF",26-294,11.1,460,582,79.0,7385,1642,255,288,88.5,155,193,80.3,39,63,61.9,4,3.7,4.6,0.3,32,19,33,15,47,Matches
Marcel Sabitzer,at AUT,MF,29-017,7.0,402,466,86.3,6205,1668,210,230,91.3,159,181,87.8,19,32,59.4,1,0.4,0.6,0.6,6,36,5,0,52,Matches
Noussair Mazraoui,ma MAR,DF,25-140,6.3,394,457,86.2,5552,2015,243,271,89.7,132,150,88.0,10,19,52.6,3,0.8,0.7,2.2,10,27,6,2,43,Matches
Lucas Hernández,fr FRA,DF,27-048,5.3,337,377,89.4,6346,2535,133,140,95.0,153,170,90.0,43,51,84.3,0,0.2,0.1,-0.2,1,29,2,0,34,Matches
João Cancelo,pt POR,"DF,FW",28-311,4.1,224,277,80.9,3360,931,138,149,92.6,75,93,80.6,9,22,40.9,2,0.7,1.3,1.3,5,9,7,3,17,Matches
Josip Stanišić,hr CRO,DF,23-001,5.2,456,503,90.7,7405,2190,230,245,93.9,188,202,93.1,31,45,68.9,0,0.4,0.7,-0.4,3,30,10,3,59,Matches
Sven Ulreich,de GER,GK,34-243,3.0,110,131,84.0,2282,1531,41,41,100.0,53,54,98.1,16,35,45.7,0,0.0,0.0,0.0,0,0,0,0,0,Matches
Ryan Gravenberch,nl NED,MF,20-322,3.6,174,203,85.7,2494,605,102,113,90.3,56,64,87.5,7,11,63.6,0,0.3,0.4,-0.3,4,18,5,0,22,Matches
Mathys Tel,fr FRA,FW,17-341,3.5,110,134,82.1,1572,222,64,73,87.7,42,50,84.0,3,3,100.0,0,0.4,0.2,-0.4,5,6,3,1,9,Matches
Daley Blind,nl NED,"DF,MF",33-025,1.5,87,100,87.0,1659,659,30,33,90.9,50,55,90.9,7,9,77.8,0,0.1,0.3,-0.1,2,8,1,0,10,Matches
Paul Wanner,de GER,MF,17-101,0.3,7,9,77.8,86,27,4,5,80.0,2,3,66.7,0,0,,0,0.1,0.1,-0.1,1,0,1,0,1,Matches
Gabriel Vidovic,hr CRO,FW,19-123,0.2,10,13,76.9,102,23,7,8,87.5,2,3,66.7,0,0,,1,0.1,0.1,0.9,2,0,1,0,1,Matches
Arijon Ibrahimović,de GER,MF,17-113,0.2,7,8,87.5,120,9,4,4,100.0,2,3,66.7,1,1,100.0,0,0.1,0.0,-0.1,1,0,0,0,0,Matches
Squad Total,,,27.3,26.0,14691,17200,85.4,254041,88617,6653,7349,90.5,6433,7125,90.3,1285,1962,65.5,54,41.4,47.0,12.6,369,1160,352,50,1528,
Opponent Total,,,27.1,26.0,7383,9980,74.0,138447,59139,3239,3832,84.5,2974,3680,80.8,980,1824,53.7,19,18.4,18.4,0.6,170,523,140,32,672,
