Player,Nation,Pos,Age,90s,GA,PKA,FK,CK,OG,PSxG,PSxG/SoT,PSxG+/-,/90,Cmp,Att,Cmp%,Att.1,Thr,Launch%,AvgLen,Att.2,Launch%.1,AvgLen.1,Opp,Stp,Stp%,#OPA,#OPA/90,AvgDist,Matches
Manuel Neuer,de GER,GK,37-010,12.0,11,2,0,0,0,14.7,0.29,3.7,0.31,39,79,49.4,435,81,16.6,26.8,69,10.1,23.8,103,4,3.9,23,1.92,19.5,Matches
Yann Sommer,ch SUI,GK,34-110,11.0,16,4,0,1,0,15.6,0.33,-0.4,-0.03,36,68,52.9,404,47,13.4,25.1,56,25.0,29.2,121,10,8.3,15,1.36,15.8,Matches
Sven Ulreich,de GER,GK,34-246,3.0,2,0,0,1,0,2.4,0.18,0.4,0.13,9,26,34.6,112,21,20.5,26.0,18,16.7,23.4,34,2,5.9,4,1.33,17.5,Matches
Squad Total,,,27.3,26.0,29,6,0,2,0,32.7,0.3,3.7,0.14,84,173,48.6,951,149,15.7,26.0,143,16.8,25.9,258,16,6.2,42,1.62,17.6,
Opponent Total,,,27.1,26.0,76,2,1,6,2,62.9,0.3,-11.1,-0.43,210,446,47.1,830,109,40.4,36.1,210,52.9,43.5,362,13,3.6,30,1.15,15.3,
