Player,Nation,Pos,Age,90s,SCA,SCA90,PassLive,PassDead,TO,Sh,Fld,Def,GCA,GCA90,PassLive.1,PassDead.1,TO.1,Sh.1,Fld.1,Def.1,Matches
Santiago Bueno,uy URU,DF,24-130,24.9,18,0.72,13,0,1,3,1,0,2,0.08,2,0,0,0,0,0,Matches
Aleix García,es ESP,MF,25-264,23.8,115,4.83,61,45,3,3,0,3,14,0.59,8,3,1,0,0,2,Matches
Valentín Castellanos,ar ARG,FW,24-167,21.2,31,1.46,20,0,3,4,4,0,5,0.24,3,0,0,2,0,0,Matches
Oriol Romeu,es ESP,MF,31-176,21.8,32,1.47,28,0,0,2,1,1,2,0.09,2,0,0,0,0,0,Matches
Arnau Martinez,es ESP,DF,19-328,19.5,47,2.41,39,0,1,3,4,0,4,0.21,3,0,0,0,1,0,Matches
Miguel Gutiérrez,es ESP,DF,21-235,19.3,41,2.12,31,3,4,1,2,0,4,0.21,4,0,0,0,0,0,Matches
Rodrigo Riquelme,es ESP,"MF,FW",22-351,18.0,42,2.34,35,0,4,1,2,0,3,0.17,3,0,0,0,0,0,Matches
Paulo Gazzaniga,ar ARG,GK,31-076,16.0,1,0.06,1,0,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches
David López,es ESP,DF,33-161,12.9,7,0.54,6,0,0,0,0,1,1,0.08,1,0,0,0,0,0,Matches
Juanpe,es ESP,DF,31-323,10.3,12,1.16,11,0,1,0,0,0,0,0.0,0,0,0,0,0,0,Matches
Juan Carlos,es ESP,GK,35-058,10.0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches
Bernardo Espinosa,co COL,DF,33-251,9.4,6,0.64,4,0,0,2,0,0,2,0.21,1,0,0,1,0,0,Matches
Yangel Herrera,ve VEN,"MF,FW",25-071,8.6,19,2.2,15,0,0,1,1,2,3,0.35,2,0,0,0,0,1,Matches
Toni Villa,es ESP,"MF,FW",28-071,7.9,34,4.31,22,3,3,0,6,0,6,0.76,5,1,0,0,0,0,Matches
Iván Martín,es ESP,MF,24-033,7.7,15,1.94,13,0,1,0,1,0,3,0.39,2,0,0,0,1,0,Matches
Yan Couto,br BRA,"DF,MF",20-289,7.6,29,3.82,19,2,4,1,2,1,2,0.26,1,1,0,0,0,0,Matches
Javi,es ESP,DF,24-321,7.0,13,1.85,11,0,1,1,0,0,3,0.43,3,0,0,0,0,0,Matches
Borja García,es ESP,"MF,FW",32-137,5.9,13,2.21,9,0,2,1,1,0,2,0.34,2,0,0,0,0,0,Matches
Cristhian Stuani,uy URU,FW,36-158,7.9,15,1.9,7,0,0,5,2,1,1,0.13,0,0,0,0,1,0,Matches
Valery,es ESP,"MF,DF",23-116,7.4,22,2.97,18,1,1,0,2,0,4,0.54,3,0,0,0,1,0,Matches
Viktor Tsyhankov,ua UKR,MF,25-124,5.0,19,3.8,16,2,1,0,0,0,3,0.6,3,0,0,0,0,0,Matches
Reinier,br BRA,"MF,FW",21-059,3.9,11,2.84,9,0,1,1,0,0,0,0.0,0,0,0,0,0,0,Matches
Ramón Terrats,es ESP,MF,22-152,2.4,3,1.27,3,0,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches
Manu Vallejo,es ESP,"FW,MF",26-033,2.3,10,4.37,6,0,0,1,3,0,4,1.75,1,0,0,0,3,0,Matches
Samuel Sáiz,es ESP,MF,32-056,2.7,6,2.23,6,0,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches
Oscar Ureña,es ESP,MF,20-077,1.1,2,1.8,1,0,0,1,0,0,0,0.0,0,0,0,0,0,0,Matches
Joel Roca,es ESP,"MF,FW",17-285,0.7,3,3.97,2,0,0,0,1,0,0,0.0,0,0,0,0,0,0,Matches
Alexander Callens,pe PER,DF,30-319,0.6,1,1.7,1,0,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches
Ricard Artero,es ESP,FW,20-042,0.1,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches
Squad Total,,,26.7,26.0,567,21.81,407,56,31,31,33,9,68,2.62,49,5,1,3,7,3,
Opponent Total,,,28.1,26.0,545,20.96,411,40,31,23,25,15,66,2.54,49,3,5,3,5,1,
