Player,Nation,Pos,Age,90s,CrdY,CrdR,2CrdY,Fls,Fld,Off,Crs,Int,TklW,PKwon,PKcon,OG,Recov,Won,Lost,Won%,Matches
Santiago Bueno,uy URU,DF,24-148,25.9,6,1,1,27,29,2,4,27,26,2,0,0,112,56,32,63.6,Matches
Aleix García,es ESP,MF,25-282,23.8,1,0,0,13,26,0,162,30,17,0,0,0,122,12,5,70.6,Matches
Valentín Castellanos,ar ARG,FW,24-185,22.2,8,0,0,32,36,26,9,5,4,0,0,0,44,42,54,43.8,Matches
Oriol Romeu,es ESP,MF,31-194,22.8,7,0,0,45,21,0,12,24,28,0,1,0,142,29,33,46.8,Matches
Arnau Martinez,es ESP,DF,19-346,20.5,9,0,0,23,46,5,42,16,28,0,1,0,126,23,19,54.8,Matches
Miguel Gutiérrez,es ESP,DF,21-253,19.5,6,0,0,17,17,1,73,14,15,0,0,0,108,6,15,28.6,Matches
Rodrigo Riquelme,es ESP,"MF,FW",23-004,18.2,1,0,0,21,29,5,49,9,6,0,0,0,85,7,12,36.8,Matches
Paulo Gazzaniga,ar ARG,GK,31-094,17.0,3,0,0,0,5,0,0,0,0,0,0,0,24,2,0,100.0,Matches
David López,es ESP,DF,33-179,13.9,4,0,0,12,12,3,0,7,15,0,0,0,75,25,27,48.1,Matches
Juanpe,es ESP,DF,31-341,10.3,3,0,0,8,1,0,1,7,8,0,1,0,36,16,6,72.7,Matches
Juan Carlos,es ESP,GK,35-076,10.0,0,0,0,0,0,0,0,1,0,0,0,0,16,1,0,100.0,Matches
Bernardo Espinosa,co COL,DF,33-269,9.4,3,0,0,7,6,0,0,5,0,0,1,0,48,36,12,75.0,Matches
Yangel Herrera,ve VEN,"MF,FW",25-089,8.6,2,0,0,29,18,1,16,2,8,0,0,0,36,17,25,40.5,Matches
Toni Villa,es ESP,"MF,FW",28-089,8.6,2,0,0,7,18,7,24,6,17,0,0,0,44,1,5,16.7,Matches
Iván Martín,es ESP,MF,24-051,8.7,1,0,0,11,5,3,6,2,3,1,0,0,37,7,11,38.9,Matches
Javi,es ESP,DF,24-339,7.9,2,0,0,6,12,1,11,4,7,0,1,0,46,8,4,66.7,Matches
Borja García,es ESP,"MF,FW",32-155,6.9,1,0,0,4,17,3,15,5,3,0,0,0,30,6,6,50.0,Matches
Yan Couto,br BRA,"DF,MF",20-307,7.6,1,0,0,7,9,1,35,4,13,0,0,0,50,1,4,20.0,Matches
Viktor Tsyhankov,ua UKR,MF,25-142,6.0,0,0,0,6,8,1,15,7,1,0,0,0,30,3,8,27.3,Matches
Cristhian Stuani,uy URU,FW,36-176,8.0,6,0,0,25,16,5,2,1,2,0,0,0,17,9,14,39.1,Matches
Valery,es ESP,"MF,DF",23-134,7.4,1,0,0,3,10,3,15,8,5,1,1,0,37,5,3,62.5,Matches
Reinier,br BRA,"MF,FW",21-077,3.9,1,1,0,3,10,1,2,2,4,0,0,0,16,2,8,20.0,Matches
Ramón Terrats,es ESP,MF,22-170,2.4,0,0,0,3,3,0,2,3,2,0,0,0,9,0,7,0.0,Matches
Manu Vallejo,es ESP,"FW,MF",26-051,2.3,0,0,0,1,6,1,7,1,1,2,0,0,8,0,5,0.0,Matches
Samuel Sáiz,es ESP,MF,32-074,2.7,1,0,0,3,4,2,6,0,2,0,0,0,15,2,3,40.0,Matches
Oscar Ureña,es ESP,MF,20-095,1.1,0,0,0,2,1,0,4,1,2,0,0,0,3,0,1,0.0,Matches
Joel Roca,es ESP,"MF,FW",17-303,0.7,1,0,0,1,4,0,0,0,2,0,0,0,5,0,0,,Matches
Alexander Callens,pe PER,DF,30-337,0.6,0,0,0,1,0,0,0,1,2,0,0,0,4,0,0,,Matches
Ricard Artero,es ESP,FW,20-060,0.1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,,Matches
Squad Total,,,26.8,27.0,70,2,1,317,369,71,512,192,221,6,6,0,1327,316,319,49.8,
Opponent Total,,,28.1,27.0,75,4,1,392,305,41,503,216,294,4,8,3,1325,319,316,50.2,
