Player,Nation,Pos,Age,MP,Min,Mn/MP,Min%,90s,Starts,Mn/Start,Compl,Subs,Mn/Sub,unSub,PPM,onG,onGA,+/-,+/-90,On-Off,onxG,onxGA,xG+/-,xG+/-90,On-Off.1,Matches
Santiago Bueno,uy URU,DF,24-130,25,2237.0,89.0,95.6,24.9,25,89.0,24,0,,0,1.24,40.0,39.0,1.0,0.04,1.79,34.3,32.5,1.8,0.07,1.55,Matches
Aleix García,es ESP,MF,25-264,25,2142.0,86.0,91.5,23.8,25,86.0,18,0,,0,1.2,36.0,36.0,0.0,0.0,0.45,32.5,29.8,2.7,0.11,1.25,Matches
Valentín Castellanos,ar ARG,FW,24-167,25,1911.0,76.0,81.7,21.2,24,79.0,6,1,27.0,0,1.12,29.0,33.0,-4.0,-0.19,-0.82,24.8,25.7,-1.0,-0.04,-0.27,Matches
Oriol Romeu,es ESP,MF,31-176,22,1964.0,89.0,83.9,21.8,22,89.0,21,0,,0,1.23,35.0,35.0,0.0,0.0,0.24,31.9,29.5,2.5,0.11,0.67,Matches
Arnau Martinez,es ESP,DF,19-328,22,1756.0,80.0,75.0,19.5,21,83.0,15,1,9.0,3,1.09,30.0,35.0,-5.0,-0.26,-0.87,26.7,28.5,-1.8,-0.09,-0.38,Matches
Miguel Gutiérrez,es ESP,DF,21-235,24,1738.0,72.0,74.3,19.3,20,81.0,10,4,30.0,0,1.04,23.0,28.0,-5.0,-0.26,-0.86,24.1,23.0,1.2,0.06,0.22,Matches
Rodrigo Riquelme,es ESP,"MF,FW",22-351,25,1619.0,65.0,69.2,18.0,19,75.0,4,6,32.0,0,1.24,25.0,31.0,-6.0,-0.33,-0.96,21.9,27.0,-5.0,-0.28,-0.92,Matches
Paulo Gazzaniga,ar ARG,GK,31-076,16,1440.0,90.0,61.5,16.0,16,90.0,16,0,,7,1.44,26.0,23.0,3.0,0.19,0.59,22.2,22.4,-0.2,-0.01,-0.04,Matches
David López,es ESP,DF,33-161,14,1157.0,83.0,49.4,12.9,13,86.0,10,1,45.0,5,1.29,19.0,16.0,3.0,0.23,0.54,16.4,15.3,1.1,0.09,0.16,Matches
Juanpe,es ESP,DF,31-323,12,930.0,78.0,39.7,10.3,11,84.0,8,1,10.0,6,1.08,19.0,20.0,-1.0,-0.1,-0.1,11.5,15.0,-3.6,-0.34,-0.58,Matches
Juan Carlos,es ESP,GK,35-058,10,900.0,90.0,38.5,10.0,10,90.0,10,0,,16,0.8,14.0,18.0,-4.0,-0.4,-0.59,13.3,12.9,0.3,0.03,0.04,Matches
Bernardo Espinosa,co COL,DF,33-251,14,846.0,60.0,36.2,9.4,10,81.0,7,4,9.0,10,1.0,11.0,19.0,-8.0,-0.85,-1.27,13.4,15.4,-2.0,-0.21,-0.34,Matches
Yangel Herrera,ve VEN,"MF,FW",25-071,16,776.0,49.0,33.2,8.6,10,63.0,2,6,24.0,1,1.19,10.0,15.0,-5.0,-0.58,-0.81,10.2,12.8,-2.6,-0.3,-0.46,Matches
Toni Villa,es ESP,"MF,FW",28-071,20,708.0,35.0,30.3,7.9,8,61.0,0,12,18.0,2,1.25,14.0,10.0,4.0,0.51,0.78,14.9,8.7,6.2,0.79,1.12,Matches
Iván Martín,es ESP,MF,24-033,13,696.0,54.0,29.7,7.7,7,76.0,2,6,27.0,7,1.62,12.0,14.0,-2.0,-0.26,-0.31,11.9,10.9,1.0,0.13,0.18,Matches
Yan Couto,br BRA,"DF,MF",20-289,14,684.0,49.0,29.2,7.6,7,78.0,3,7,20.0,3,0.93,10.0,9.0,1.0,0.13,0.24,8.6,8.6,-0.1,-0.01,-0.02,Matches
Javi,es ESP,DF,24-321,14,631.0,45.0,27.0,7.0,7,74.0,1,7,16.0,8,1.64,16.0,13.0,3.0,0.43,0.64,11.2,10.6,0.6,0.08,0.1,Matches
