Player,Nation,Pos,Age,90s,Touches,Def Pen,Def 3rd,Mid 3rd,Att 3rd,Att Pen,Live,Att,Succ,Succ%,Tkld,Tkld%,Carries,TotDist,PrgDist,PrgC,1/3,CPA,Mis,Dis,Rec,PrgR,Matches
Santiago Bueno,uy URU,DF,24-145,25.9,1649,147,803,816,38,13,1649,4,2,50.0,0,0.0,1045,5457,3385,15,7,0,4,1,1151,3,Matches
Aleix García,es ESP,MF,25-279,23.8,1719,64,362,933,436,21,1719,24,13,54.2,8,33.3,964,4560,2105,39,31,7,18,11,1200,66,Matches
Valentín Castellanos,ar ARG,FW,24-182,22.2,540,23,50,222,280,94,539,30,12,40.0,13,43.3,283,1559,792,27,25,8,37,17,384,109,Matches
Oriol Romeu,es ESP,MF,31-191,22.8,1344,62,385,792,176,24,1344,13,12,92.3,0,0.0,788,3074,1483,12,20,1,19,19,917,15,Matches
Arnau Martinez,es ESP,DF,19-343,20.5,1289,65,424,577,302,38,1289,36,16,44.4,15,41.7,632,3402,1932,46,24,7,31,13,731,75,Matches
Miguel Gutiérrez,es ESP,DF,21-250,19.5,1176,43,344,483,361,29,1176,46,18,39.1,24,52.2,694,4033,1743,52,30,13,28,15,755,118,Matches
Rodrigo Riquelme,es ESP,"MF,FW",23-001,18.2,767,11,111,288,382,61,767,101,36,35.6,53,52.5,539,4462,2407,85,70,28,47,19,571,122,Matches
Paulo Gazzaniga,ar ARG,GK,31-091,17.0,686,594,684,2,0,0,686,1,1,100.0,0,0.0,407,2050,1005,0,0,0,3,1,299,0,Matches
David López,es ESP,DF,33-176,13.9,1028,142,557,445,30,13,1028,4,4,100.0,0,0.0,628,3394,1988,18,4,0,4,0,725,1,Matches
Juanpe,es ESP,DF,31-338,10.3,647,103,352,279,20,11,647,1,1,100.0,0,0.0,377,1836,968,4,1,0,0,2,453,2,Matches
Juan Carlos,es ESP,GK,35-073,10.0,356,324,355,1,0,0,356,0,0,,0,,212,903,476,0,0,0,0,0,188,0,Matches
Bernardo Espinosa,co COL,DF,33-266,9.4,649,107,344,293,18,9,649,3,2,66.7,1,33.3,372,2070,1162,4,2,0,3,4,431,2,Matches
Yangel Herrera,ve VEN,"MF,FW",25-086,8.6,436,11,60,228,151,29,436,14,6,42.9,6,42.9,266,1245,484,15,12,3,20,17,323,47,Matches
Toni Villa,es ESP,"MF,FW",28-086,8.6,437,3,52,145,252,42,437,66,23,34.8,40,60.6,296,2077,1109,37,24,20,18,20,315,85,Matches
Iván Martín,es ESP,MF,24-048,8.7,399,9,54,209,139,21,399,23,13,56.5,8,34.8,261,1494,454,9,9,3,20,21,316,50,Matches
Javi,es ESP,DF,24-336,7.9,547,34,174,277,99,9,547,7,5,71.4,2,28.6,304,1706,1143,24,11,1,5,5,340,17,Matches
Borja García,es ESP,"MF,FW",32-152,6.9,312,6,57,173,82,10,312,11,6,54.5,2,18.2,201,909,357,7,8,0,6,10,225,29,Matches
Yan Couto,br BRA,"DF,MF",20-304,7.6,470,10,115,199,164,8,470,38,20,52.6,14,36.8,286,2099,1145,33,24,4,17,6,310,49,Matches
Viktor Tsyhankov,ua UKR,MF,25-139,6.0,278,7,55,119,111,28,278,9,4,44.4,2,22.2,171,1061,503,20,10,10,7,3,189,53,Matches
Cristhian Stuani,uy URU,FW,36-173,8.0,179,5,18,79,82,38,174,3,0,0.0,2,66.7,94,266,98,1,1,1,12,4,125,17,Matches
Valery,es ESP,"MF,DF",23-131,7.4,329,14,62,131,137,22,329,16,5,31.3,9,56.3,191,1052,368,12,4,7,14,9,207,59,Matches
Reinier,br BRA,"MF,FW",21-074,3.9,182,3,26,83,75,11,182,10,5,50.0,5,50.0,113,557,187,5,7,0,14,9,141,10,Matches
Ramón Terrats,es ESP,MF,22-167,2.4,129,8,38,70,23,2,129,5,2,40.0,3,60.0,73,414,191,4,4,0,2,5,87,4,Matches
Manu Vallejo,es ESP,"FW,MF",26-048,2.3,110,1,12,45,54,8,110,4,1,25.0,3,75.0,67,341,209,7,4,2,3,4,85,25,Matches
Samuel Sáiz,es ESP,MF,32-071,2.7,192,0,21,98,75,7,190,10,4,40.0,6,60.0,131,713,244,5,5,2,10,4,154,18,Matches
Oscar Ureña,es ESP,MF,20-092,1.1,41,0,7,14,22,4,41,5,4,80.0,0,0.0,28,150,45,1,0,1,4,4,29,10,Matches
Joel Roca,es ESP,"MF,FW",17-300,0.7,56,2,10,21,25,3,56,9,3,33.3,6,66.7,37,189,62,1,1,1,4,2,38,12,Matches
Alexander Callens,pe PER,DF,30-334,0.6,55,4,21,31,3,0,55,0,0,,0,,41,191,136,3,1,0,1,1,39,1,Matches
Ricard Artero,es ESP,FW,20-057,0.1,7,0,3,4,1,0,7,1,1,100.0,0,0.0,4,11,4,0,1,0,0,0,4,0,Matches
Squad Total,,,26.8,27.0,16009,1802,5556,7057,3538,555,16001,494,219,44.3,222,44.9,9505,51275,26185,486,340,119,351,226,10732,999,
Opponent Total,,,28.1,27.0,15288,1563,4713,6657,4066,520,15282,408,185,45.3,166,40.7,8638,45747,23431,453,350,107,322,227,9944,975,
