Player,Nation,Pos,Age,90s,Gls,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,Dist,FK,PK,PKatt,xG,npxG,npxG/Sh,G-xG,np:G-xG,Matches
Santiago Bueno,uy URU,DF,24-145,25.9,0,12,3,25.0,0.46,0.12,0.0,0.0,12.0,0,0,0,1.2,1.2,0.1,-1.2,-1.2,Matches
Aleix García,es ESP,MF,25-279,23.8,1,29,14,48.3,1.22,0.59,0.03,0.07,23.7,3,0,0,1.5,1.5,0.05,-0.5,-0.5,Matches
Valentín Castellanos,ar ARG,FW,24-182,22.2,6,61,20,32.8,2.74,0.9,0.08,0.25,16.3,0,1,1,7.2,6.4,0.1,-1.2,-1.4,Matches
Oriol Romeu,es ESP,MF,31-191,22.8,1,18,3,16.7,0.79,0.13,0.06,0.33,17.4,0,0,0,1.4,1.4,0.08,-0.4,-0.4,Matches
Arnau Martinez,es ESP,DF,19-343,20.5,3,16,3,18.8,0.78,0.15,0.19,1.0,12.5,0,0,0,1.6,1.6,0.1,1.4,1.4,Matches
Miguel Gutiérrez,es ESP,DF,21-250,19.5,1,12,2,16.7,0.62,0.1,0.08,0.5,19.7,0,0,0,0.5,0.5,0.05,0.5,0.5,Matches
Rodrigo Riquelme,es ESP,"MF,FW",23-001,18.2,4,45,18,40.0,2.47,0.99,0.09,0.22,19.8,2,0,0,3.5,3.5,0.08,0.5,0.5,Matches
Paulo Gazzaniga,ar ARG,GK,31-091,17.0,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
David López,es ESP,DF,33-176,13.9,2,9,6,66.7,0.65,0.43,0.22,0.33,19.1,0,0,0,0.6,0.6,0.06,1.4,1.4,Matches
Juanpe,es ESP,DF,31-338,10.3,0,2,0,0.0,0.19,0.0,0.0,,10.5,0,0,0,0.1,0.1,0.06,-0.1,-0.1,Matches
Juan Carlos,es ESP,GK,35-073,10.0,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
Bernardo Espinosa,co COL,DF,33-266,9.4,0,6,3,50.0,0.64,0.32,0.0,0.0,10.1,0,0,0,0.5,0.5,0.09,-0.5,-0.5,Matches
Yangel Herrera,ve VEN,"MF,FW",25-086,8.6,2,19,8,42.1,2.2,0.93,0.11,0.25,16.6,0,0,0,2.1,2.1,0.11,-0.1,-0.1,Matches
Toni Villa,es ESP,"MF,FW",28-086,8.6,1,17,3,17.6,1.97,0.35,0.06,0.33,22.4,0,0,0,1.0,1.0,0.06,0.0,0.0,Matches
Iván Martín,es ESP,MF,24-048,8.7,3,11,4,36.4,1.27,0.46,0.27,0.75,13.7,0,0,0,1.6,1.6,0.15,1.4,1.4,Matches
Javi,es ESP,DF,24-336,7.9,1,7,3,42.9,0.89,0.38,0.14,0.33,22.1,0,0,0,0.6,0.6,0.09,0.4,0.4,Matches
Borja García,es ESP,"MF,FW",32-152,6.9,1,8,3,37.5,1.16,0.43,0.13,0.33,20.9,0,0,0,0.7,0.7,0.09,0.3,0.3,Matches
Yan Couto,br BRA,"DF,MF",20-304,7.6,0,5,0,0.0,0.66,0.0,0.0,,22.8,0,0,0,0.3,0.3,0.06,-0.3,-0.3,Matches
Viktor Tsyhankov,ua UKR,MF,25-139,6.0,3,7,5,71.4,1.17,0.83,0.43,0.6,12.3,0,0,0,2.2,2.2,0.31,0.8,0.8,Matches
Cristhian Stuani,uy URU,FW,36-173,8.0,7,21,12,57.1,2.64,1.51,0.14,0.25,13.7,0,4,5,7.5,3.6,0.17,-0.5,-0.6,Matches
Valery,es ESP,"MF,DF",23-131,7.4,0,4,0,0.0,0.54,0.0,0.0,,15.7,0,0,0,0.4,0.4,0.09,-0.4,-0.4,Matches
Reinier,br BRA,"MF,FW",21-074,3.9,1,5,2,40.0,1.29,0.52,0.2,0.5,8.2,0,0,0,1.0,1.0,0.2,0.0,0.0,Matches
Ramón Terrats,es ESP,MF,22-167,2.4,0,4,0,0.0,1.7,0.0,0.0,,25.2,0,0,0,0.2,0.2,0.05,-0.2,-0.2,Matches
Manu Vallejo,es ESP,"FW,MF",26-048,2.3,0,1,1,100.0,0.44,0.44,0.0,0.0,12.6,0,0,0,0.0,0.0,0.03,0.0,0.0,Matches
Samuel Sáiz,es ESP,MF,32-071,2.7,2,2,1,50.0,0.75,0.37,0.0,0.0,26.2,0,2,2,1.7,0.1,0.07,0.3,-0.1,Matches
Oscar Ureña,es ESP,MF,20-092,1.1,0,1,1,100.0,0.9,0.9,0.0,0.0,16.9,0,0,0,0.2,0.2,0.18,-0.2,-0.2,Matches
Joel Roca,es ESP,"MF,FW",17-300,0.7,0,2,0,0.0,2.69,0.0,0.0,,17.0,0,0,0,0.2,0.2,0.09,-0.2,-0.2,Matches
Alexander Callens,pe PER,DF,30-334,0.6,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
Ricard Artero,es ESP,FW,20-057,0.1,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
Squad Total,,,26.8,27.0,39,324,115,35.5,12.0,4.26,0.1,0.28,17.6,5,7,8,37.0,30.9,0.1,2.0,1.1,
Opponent Total,,,28.1,27.0,42,316,107,33.9,11.7,3.96,0.12,0.36,18.3,10,4,6,36.3,31.6,0.1,5.7,6.4,
