Player,Nation,Pos,Age,90s,Att,Live,Dead,FK,TB,Sw,Crs,TI,CK,In,Out,Str,Cmp,Off,Blocks,Matches
Santiago Bueno,uy URU,DF,24-130,24.9,1393,1326,64,51,1,15,3,13,0,0,0,0,1200,3,10,Matches
Aleix García,es ESP,MF,25-264,23.8,1526,1326,188,95,3,41,162,11,82,31,40,1,1273,12,20,Matches
Valentín Castellanos,ar ARG,FW,24-167,21.2,310,277,30,0,2,1,8,1,0,0,0,0,190,3,13,Matches
Oriol Romeu,es ESP,MF,31-176,21.8,1095,1059,31,29,2,7,12,2,0,0,0,0,934,5,15,Matches
Arnau Martinez,es ESP,DF,19-328,19.5,1005,795,203,33,0,5,41,170,0,0,0,0,807,7,23,Matches
Miguel Gutiérrez,es ESP,DF,21-235,19.3,985,815,166,15,2,0,72,149,2,0,0,0,791,4,22,Matches
Rodrigo Riquelme,es ESP,"MF,FW",22-351,18.0,510,491,16,8,3,2,49,4,1,0,0,0,360,3,18,Matches
Paulo Gazzaniga,ar ARG,GK,31-076,16.0,618,424,191,52,0,1,0,0,0,0,0,0,446,3,0,Matches
David López,es ESP,DF,33-161,12.9,830,788,39,29,0,5,0,2,0,0,0,0,746,3,3,Matches
Juanpe,es ESP,DF,31-323,10.3,578,539,35,28,0,5,1,1,0,0,0,0,488,4,3,Matches
Juan Carlos,es ESP,GK,35-058,10.0,340,265,75,13,0,0,0,0,0,0,0,0,288,0,0,Matches
Bernardo Espinosa,co COL,DF,33-251,9.4,566,548,16,13,0,3,0,1,0,0,0,0,499,2,0,Matches
Yangel Herrera,ve VEN,"MF,FW",25-071,8.6,324,317,5,1,3,4,16,0,0,0,0,0,252,2,4,Matches
Toni Villa,es ESP,"MF,FW",28-071,7.9,275,264,9,0,0,0,21,7,1,0,1,0,210,2,11,Matches
Iván Martín,es ESP,MF,24-033,7.7,289,278,11,1,0,1,6,3,0,0,0,0,238,0,14,Matches
Yan Couto,br BRA,"DF,MF",20-289,7.6,392,344,47,4,0,3,35,43,0,0,0,0,296,1,8,Matches
Javi,es ESP,DF,24-321,7.0,422,359,60,14,0,2,11,46,0,0,0,0,347,3,9,Matches
Borja García,es ESP,"MF,FW",32-137,5.9,206,201,4,1,2,0,7,0,2,2,0,0,164,1,4,Matches
Cristhian Stuani,uy URU,FW,36-158,7.9,107,96,11,0,0,0,2,0,0,0,0,0,80,0,1,Matches
Valery,es ESP,"MF,DF",23-116,7.4,253,224,29,2,0,0,15,24,2,0,0,0,217,0,6,Matches
Viktor Tsyhankov,ua UKR,MF,25-124,5.0,180,172,7,3,0,0,9,0,4,2,1,0,132,1,9,Matches
Reinier,br BRA,"MF,FW",21-059,3.9,134,128,5,2,1,1,2,1,0,0,0,0,103,1,7,Matches
Ramón Terrats,es ESP,MF,22-152,2.4,96,93,3,0,0,0,2,3,0,0,0,0,77,0,3,Matches
Manu Vallejo,es ESP,"FW,MF",26-033,2.3,89,87,1,0,1,0,7,0,0,0,0,0,68,1,2,Matches
Samuel Sáiz,es ESP,MF,32-056,2.7,162,150,7,0,2,1,6,1,1,0,1,0,122,5,6,Matches
Oscar Ureña,es ESP,MF,20-077,1.1,22,22,0,0,0,0,4,0,0,0,0,0,15,0,2,Matches
Joel Roca,es ESP,"MF,FW",17-285,0.7,32,27,5,1,0,0,0,4,0,0,0,0,23,0,0,Matches
Alexander Callens,pe PER,DF,30-319,0.6,48,45,3,0,0,0,0,3,0,0,0,0,41,0,0,Matches
Ricard Artero,es ESP,FW,20-042,0.1,7,7,0,0,0,0,0,0,0,0,0,0,5,0,0,Matches
Squad Total,,,26.7,26.0,12794,11467,1261,395,22,97,491,489,95,35,43,1,10412,66,213,
Opponent Total,,,28.1,26.0,12282,11032,1211,352,23,107,490,486,112,44,45,1,9817,39,217,
