Player,Nation,Pos,Age,MP,Starts,Min,90s,GA,GA90,SoTA,Saves,Save%,W,D,L,CS,CS%,PKatt,PKA,PKsv,PKm,Save%.1,Matches
Paulo Gazzaniga,ar ARG,GK,31-076,16,16,1440,16.0,23,1.44,68,44,69.1,6,5,5,1,6.3,4,2,1,1,33.3,Matches
Juan Carlos,es ESP,GK,35-058,10,10,900,10.0,18,1.8,43,25,62.8,2,2,6,0,0.0,2,2,0,0,0.0,Matches
Squad Total,,,26.7,26,26,2340,26.0,41,1.58,111,69,66.7,8,7,11,1,3.8,6,4,1,1,20.0,
Opponent Total,,,28.1,26,26,2340,26.0,40,1.54,119,81,71.4,11,7,8,6,23.1,7,6,1,0,14.3,
