Player,Nation,Pos,Age,MP,Min,Mn/MP,Min%,90s,Starts,Mn/Start,Compl,Subs,Mn/Sub,unSub,PPM,onG,onGA,+/-,+/-90,On-Off,onxG,onxGA,xG+/-,xG+/-90,On-Off.1,Matches
Pedro Malheiro,pt POR,"DF,MF",22-075,25,2239.0,90.0,95.7,24.9,25,90.0,23,0,,0,1.16,30.0,44.0,-14.0,-0.56,-0.56,26.4,36.7,-10.3,-0.42,-0.55,Matches
Gaius Makouta,cg CGO,MF,25-255,25,2117.0,85.0,90.5,23.5,24,87.0,20,1,25.0,0,1.08,25.0,39.0,-14.0,-0.6,-0.6,23.1,35.0,-11.9,-0.51,-1.21,Matches
Bruno Onyemaechi,ng NGA,DF,24-003,22,1966.0,89.0,84.0,21.8,22,89.0,21,0,,0,1.09,26.0,39.0,-13.0,-0.6,-0.35,22.8,31.9,-9.1,-0.42,-0.15,Matches
Rafael Bracalli,br BRA,GK,41-336,21,1890.0,90.0,80.8,21.0,21,90.0,21,0,,3,1.0,25.0,35.0,-10.0,-0.48,0.32,23.0,31.2,-8.2,-0.39,0.01,Matches
Sebastián Pérez Cardona,co COL,MF,30-008,21,1813.0,86.0,77.5,20.1,21,86.0,9,0,,0,1.38,23.0,26.0,-3.0,-0.15,1.73,24.0,23.0,1.0,0.05,1.96,Matches
Rodrigo Abascal,uy URU,DF,29-082,21,1755.0,84.0,75.0,19.5,21,84.0,16,0,,3,1.38,23.0,27.0,-4.0,-0.21,1.33,21.8,24.9,-3.1,-0.16,0.92,Matches
Vincent Sasso,fr FRA,DF,32-049,20,1611.0,81.0,68.8,17.9,19,84.0,16,1,13.0,2,1.0,20.0,33.0,-13.0,-0.73,-0.6,17.0,26.5,-9.5,-0.53,-0.44,Matches
Yusupha Njie,gm GAM,FW,29-093,21,1687.0,80.0,72.1,18.7,18,87.0,11,3,41.0,0,1.0,22.0,29.0,-7.0,-0.37,0.59,21.1,25.0,-3.9,-0.21,0.66,Matches
Reggie Cannon,us USA,DF,24-299,22,1611.0,73.0,68.8,17.9,18,85.0,14,4,22.0,0,1.27,21.0,32.0,-11.0,-0.61,-0.24,18.7,29.1,-10.5,-0.58,-0.62,Matches
Ricardo Mangas,pt POR,"MF,FW",25-018,20,1308.0,65.0,55.9,14.5,16,77.0,6,4,18.0,2,1.15,16.0,21.0,-5.0,-0.34,0.44,15.3,20.3,-5.0,-0.34,0.11,Matches
Bruno Lourenço,pt POR,"MF,FW",25-063,22,1288.0,59.0,55.0,14.3,14,76.0,0,8,29.0,0,0.82,14.0,24.0,-10.0,-0.7,-0.36,14.0,22.4,-8.4,-0.59,-0.43,Matches
Salvador Agra,pt POR,"FW,MF",31-146,23,1176.0,51.0,50.3,13.1,14,66.0,0,9,28.0,1,1.0,11.0,21.0,-10.0,-0.77,-0.46,11.0,19.3,-8.3,-0.64,-0.49,Matches
Kenji Gorré,cw CUW,"FW,MF",28-189,25,1147.0,46.0,49.0,12.7,12,67.0,1,13,26.0,0,1.2,18.0,23.0,-5.0,-0.39,0.29,11.9,19.3,-7.4,-0.58,-0.37,Matches
Ibrahima Camará,gn GUI,MF,24-071,17,822.0,48.0,35.1,9.1,10,70.0,3,7,18.0,3,1.24,13.0,21.0,-8.0,-0.88,-0.52,9.3,14.2,-4.9,-0.54,-0.23,Matches
Róbert Boženík,sk SVK,FW,23-139,16,644.0,40.0,27.5,7.2,6,71.0,0,10,22.0,8,0.94,10.0,13.0,-3.0,-0.42,0.16,8.5,10.0,-1.5,-0.22,0.24,Matches
Masaki Watai,jp JPN,"MF,FW",23-262,12,470.0,39.0,20.1,5.2,5,68.0,1,7,18.0,11,0.5,4.0,11.0,-7.0,-1.34,-1.0,5.9,8.7,-2.7,-0.52,-0.16,Matches
César,br BRA,GK,31-069,5,450.0,90.0,19.2,5.0,5,90.0,5,0,,12,1.8,5.0,9.0,-4.0,-0.8,-0.32,4.4,6.4,-2.0,-0.4,-0.01,Matches
