Player,Nation,Pos,Age,90s,GA,PKA,FK,CK,OG,PSxG,PSxG/SoT,PSxG+/-,/90,Cmp,Att,Cmp%,Att.1,Thr,Launch%,AvgLen,Att.2,Launch%.1,AvgLen.1,Opp,Stp,Stp%,#OPA,#OPA/90,AvgDist,Matches
Rafael Bracalli,br BRA,GK,41-318,19.0,29,1,0,3,1,32.7,0.34,4.7,0.25,110,300,36.7,378,69,52.1,39.0,171,60.2,44.9,315,18,5.7,14,0.74,11.9,Matches
César,br BRA,GK,31-051,5.0,9,1,0,1,0,6.0,0.34,-3.0,-0.59,15,50,30.0,92,25,40.2,35.4,32,40.6,39.7,64,7,10.9,4,0.8,10.7,Matches
Squad Total,,,27.7,24.0,38,2,0,4,1,38.8,0.34,1.8,0.07,125,350,35.7,470,94,49.8,38.3,203,57.1,44.1,379,25,6.6,18,0.75,11.7,
Opponent Total,,,26.7,24.0,27,2,1,4,0,22.0,0.26,-5.0,-0.21,124,265,46.8,654,127,27.7,31.0,170,49.4,40.6,355,16,4.5,20,0.83,14.6,
