Player,Nation,Pos,Age,90s,Tkl,TklW,Def 3rd,Mid 3rd,Att 3rd,Tkl.1,Att,Tkl%,Lost,Blocks,Sh,Pass,Int,Tkl+Int,Clr,Err,Matches
Pedro Malheiro,pt POR,"DF,MF",22-057,22.9,70,40,47,22,1,31,51,60.8,20,30,2,28,26,96,58,0,Matches
Gaius Makouta,cg CGO,MF,25-237,21.5,25,12,10,13,2,11,25,44.0,14,14,3,11,31,56,35,0,Matches
Bruno Onyemaechi,ng NGA,DF,23-350,19.8,38,26,29,8,1,25,38,65.8,13,12,3,9,30,68,54,1,Matches
Sebastián Pérez Cardona,co COL,MF,29-355,19.2,45,26,10,31,4,23,60,38.3,37,17,3,14,27,72,14,0,Matches
Rafael Bracalli,br BRA,GK,41-318,19.0,0,0,0,0,0,0,1,0.0,1,0,0,0,0,0,9,0,Matches
Rodrigo Abascal,uy URU,DF,29-064,17.5,33,23,21,12,0,21,38,55.3,17,21,4,17,24,57,79,1,Matches
Vincent Sasso,fr FRA,DF,32-031,17.6,27,18,21,5,1,13,19,68.4,6,12,9,3,19,46,72,0,Matches
Yusupha Njie,gm GAM,FW,29-075,16.8,16,9,2,9,5,4,14,28.6,10,16,3,13,6,22,10,0,Matches
Reggie Cannon,us USA,DF,24-281,15.9,27,18,20,7,0,15,26,57.7,11,21,11,10,36,63,66,0,Matches
Ricardo Mangas,pt POR,"MF,FW",25-000,13.9,13,4,8,4,1,6,12,50.0,6,2,0,2,11,24,19,0,Matches
Bruno Lourenço,pt POR,"MF,FW",25-045,13.4,21,14,9,10,2,10,22,45.5,12,15,1,14,9,30,5,0,Matches
Salvador Agra,pt POR,"FW,MF",31-128,12.2,18,14,6,10,2,7,13,53.8,6,3,1,2,4,22,6,0,Matches
Kenji Gorré,cw CUW,"FW,MF",28-171,11.7,9,3,4,5,0,4,10,40.0,6,13,0,13,6,15,4,0,Matches
Ibrahima Camará,gn GUI,MF,24-053,8.6,12,7,6,4,2,7,16,43.8,9,8,3,5,6,18,12,0,Matches
Róbert Boženík,sk SVK,FW,23-121,6.4,3,1,0,3,0,0,5,0.0,5,3,0,3,0,3,1,0,Matches
César,br BRA,GK,31-051,5.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,3,0,Matches
Ilija Vukotić,me MNE,MF,24-071,4.3,7,4,2,4,1,0,4,0.0,4,6,3,3,5,12,11,0,Matches
Masaki Watai,jp JPN,"MF,FW",23-244,3.7,5,3,1,3,1,1,6,16.7,5,2,0,2,0,5,2,1,Matches
Filipe Ferreira,pt POR,"DF,MF",32-173,2.5,2,2,1,1,0,1,2,50.0,1,1,1,0,1,3,11,0,Matches
Martim Tavares,pt POR,"FW,DF",19-129,3.8,2,2,1,0,1,0,3,0.0,3,1,0,1,5,7,3,0,Matches
Luís Santos,pt POR,"FW,MF",23-058,2.5,3,2,1,2,0,0,4,0.0,4,2,0,2,2,5,2,0,Matches
Yanis Hamache,dz ALG,MF,23-249,2.0,2,1,1,1,0,0,2,0.0,2,2,0,2,1,3,8,0,Matches
Robson,br BRA,DF,22-302,1.4,2,0,1,1,0,0,2,0.0,2,3,1,2,2,4,12,0,Matches
Tiago Fonseca Morais,pt POR,FW,19-197,0.3,3,2,1,1,1,3,3,100.0,0,0,0,0,1,4,0,0,Matches
Júlio Dabo,pt POR,"DF,FW",19-006,0.1,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,Matches
Miguel Reisinho,pt POR,DF,23-344,0.1,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,Matches
Joel silva,pt POR,MF,20-036,0.1,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,Matches
Squad Total,,,27.7,24.0,383,231,202,156,25,182,376,48.4,194,204,48,156,252,635,496,3,
Opponent Total,,,26.7,24.0,408,253,172,186,50,207,388,53.4,181,231,59,172,243,651,433,7,
