Player,Nation,Pos,Age,90s,Att,Live,Dead,FK,TB,Sw,Crs,TI,CK,In,Out,Str,Cmp,Off,Blocks,Matches
Pedro Malheiro,pt POR,"DF,MF",22-075,24.9,1401,1126,271,33,0,16,82,234,4,4,0,0,1075,4,41,Matches
Gaius Makouta,cg CGO,MF,25-255,23.5,1008,963,43,22,3,7,20,12,0,0,0,0,799,2,24,Matches
Bruno Onyemaechi,ng NGA,DF,24-003,21.8,1069,888,178,25,1,3,92,138,15,15,0,0,750,3,26,Matches
Rafael Bracalli,br BRA,GK,41-336,21.0,602,340,260,73,0,2,0,0,0,0,0,0,383,2,0,Matches
Sebastián Pérez Cardona,co COL,MF,30-008,20.1,1219,1135,79,62,5,9,1,0,0,0,0,0,1061,5,15,Matches
Rodrigo Abascal,uy URU,DF,29-082,19.5,1095,1000,92,50,1,7,14,40,0,0,0,0,853,3,8,Matches
Vincent Sasso,fr FRA,DF,32-049,17.9,761,741,20,18,1,1,1,2,0,0,0,0,668,0,1,Matches
Yusupha Njie,gm GAM,FW,29-093,18.7,333,306,26,2,1,6,5,1,0,0,0,0,260,1,10,Matches
Reggie Cannon,us USA,DF,24-299,17.9,828,778,49,24,0,1,6,25,0,0,0,0,707,1,9,Matches
Ricardo Mangas,pt POR,"MF,FW",25-018,14.5,395,344,48,4,0,5,17,44,0,0,0,0,289,3,10,Matches
Bruno Lourenço,pt POR,"MF,FW",25-063,14.3,492,438,53,11,2,15,45,7,35,21,5,0,356,1,18,Matches
Salvador Agra,pt POR,"FW,MF",31-146,13.1,491,411,78,21,2,7,89,13,43,23,12,0,325,2,20,Matches
Kenji Gorré,cw CUW,"FW,MF",28-189,12.7,380,343,35,2,8,1,45,9,23,15,0,0,273,2,12,Matches
Ibrahima Camará,gn GUI,MF,24-071,9.1,340,322,16,5,3,2,17,3,6,2,1,0,251,2,7,Matches
Róbert Boženík,sk SVK,FW,23-139,7.2,122,109,11,0,0,1,1,0,0,0,0,0,90,2,3,Matches
Masaki Watai,jp JPN,"MF,FW",23-262,5.2,202,186,14,1,1,0,18,5,7,2,3,0,159,2,7,Matches
César,br BRA,GK,31-069,5.0,125,76,48,16,0,1,0,0,0,0,0,0,88,1,0,Matches
Ilija Vukotić,me MNE,MF,24-089,4.3,159,139,19,6,0,0,13,2,10,8,0,0,116,1,2,Matches
Filipe Ferreira,pt POR,"DF,MF",32-191,2.5,130,119,11,3,0,0,6,8,0,0,0,0,102,0,4,Matches
Martim Tavares,pt POR,"FW,DF",19-147,3.8,65,61,4,0,0,0,5,1,0,0,0,0,46,0,4,Matches
Luís Santos,pt POR,"FW,MF",23-076,2.5,76,72,3,0,1,0,5,3,0,0,0,0,51,1,5,Matches
Yanis Hamache,dz ALG,MF,23-267,2.0,121,94,26,4,0,0,24,19,3,1,1,0,80,1,1,Matches
Robson,br BRA,DF,22-320,1.4,71,69,2,2,0,1,0,0,0,0,0,0,65,0,0,Matches
Joel silva,pt POR,MF,20-054,0.5,16,15,1,0,0,0,0,1,0,0,0,0,14,0,0,Matches
Tiago Fonseca Morais,pt POR,FW,19-215,0.3,10,10,0,0,0,0,0,0,0,0,0,0,9,0,0,Matches
Júlio Dabo,pt POR,"DF,FW",19-024,0.1,7,6,1,0,0,0,0,1,0,0,0,0,7,0,0,Matches
Miguel Reisinho,pt POR,DF,23-362,0.1,3,3,0,0,0,0,0,0,0,0,0,0,1,0,0,Matches
Squad Total,,,27.8,26.0,11521,10094,1388,384,29,85,506,568,146,91,22,0,8878,39,227,
Opponent Total,,,26.7,26.0,12818,11436,1322,390,51,102,515,557,130,62,42,1,10173,60,210,
