Player,Nation,Pos,Age,90s,Cmp,Att,Cmp%,TotDist,PrgDist,Cmp.1,Att.1,Cmp%.1,Cmp.2,Att.2,Cmp%.2,Cmp.3,Att.3,Cmp%.3,Ast,xAG,xA,A-xAG,KP,1/3,PPA,CrsPA,PrgP,Matches
Pedro Malheiro,pt POR,"DF,MF",22-075,24.9,1075,1401,76.7,17737,6204,552,625,88.3,412,506,81.4,81,180,45.0,6,2.7,2.4,3.3,16,74,16,15,78,Matches
Gaius Makouta,cg CGO,MF,25-255,23.5,799,1008,79.3,13231,3596,399,468,85.3,311,378,82.3,68,98,69.4,3,0.9,1.2,2.1,11,73,7,3,88,Matches
Bruno Onyemaechi,ng NGA,DF,24-003,21.8,750,1069,70.2,12349,4786,381,441,86.4,298,413,72.2,55,154,35.7,1,2.0,2.1,-1.0,15,64,12,9,80,Matches
Rafael Bracalli,br BRA,GK,41-336,21.0,383,602,63.6,12096,9374,60,60,100.0,148,151,98.0,175,389,45.0,0,0.0,0.0,0.0,0,2,0,0,0,Matches
Sebastián Pérez Cardona,co COL,MF,30-008,20.1,1061,1219,87.0,20646,6115,380,413,92.0,493,532,92.7,159,219,72.6,0,0.8,0.9,-0.8,14,91,12,0,118,Matches
Rodrigo Abascal,uy URU,DF,29-082,19.5,853,1095,77.9,17867,8188,260,284,91.5,461,518,89.0,125,261,47.9,1,0.5,0.9,0.5,7,61,6,2,63,Matches
Vincent Sasso,fr FRA,DF,32-049,17.9,668,761,87.8,12089,4387,240,261,92.0,374,410,91.2,50,78,64.1,0,0.0,0.1,0.0,1,16,0,0,27,Matches
Yusupha Njie,gm GAM,FW,29-093,18.7,260,333,78.1,4119,637,127,153,83.0,101,120,84.2,17,22,77.3,1,1.5,0.6,-0.5,16,20,10,1,36,Matches
Reggie Cannon,us USA,DF,24-299,17.9,707,828,85.4,13022,3962,243,261,93.1,418,456,91.7,41,93,44.1,0,0.0,0.1,0.0,0,21,2,0,22,Matches
Ricardo Mangas,pt POR,"MF,FW",25-018,14.5,289,395,73.2,4343,1375,161,192,83.9,89,124,71.8,19,37,51.4,0,0.8,0.8,-0.8,8,15,9,2,31,Matches
