2,Ajax,27,16,8,3,72,28,+44,56,2.07,61.8,22.5,+39.2,+1.45,W W W L D,"49,240","Brian Brobbey, Kudus Mohammed - 11",Remko Pasveer,Unnamed: 19
3,PSV Eindhoven,27,17,5,5,71,33,38,56,2.07,63.3,26.0,37.3,1.38,W W W D W,28751,Xavi Simons - 13,Walter Benítez,
4,AZ Alkmaar,27,16,6,5,53,31,22,54,2.0,43.8,31.4,12.3,0.46,W W W L D,14095,Vangelis Pavlidis - 11,Hobie Verhulst,
5,Twente,27,13,9,5,44,22,22,48,1.78,44.7,29.1,15.5,0.58,L D W W D,26892,Václav Černý - 9,Lars Unnerstall,
6,Sparta R'dam,27,13,7,7,42,30,12,46,1.7,31.0,35.7,-4.7,-0.18,L W W W L,9530,Vito van Crooy - 9,Nick Olij,
