Player,Nation,Pos,Age,90s,GA,PKA,FK,CK,OG,PSxG,PSxG/SoT,PSxG+/-,/90,Cmp,Att,Cmp%,Att.1,Thr,Launch%,AvgLen,Att.2,Launch%.1,AvgLen.1,Opp,Stp,Stp%,#OPA,#OPA/90,AvgDist,Matches
Hobie Verhulst,nl NED,GK,29-351,16.0,17,1,0,2,0,17.0,0.3,0.0,0.0,103,295,34.9,443,69,50.1,39.1,107,68.2,53.2,242,2,0.8,14,0.88,14.5,Matches
Mathew Ryan,au AUS,GK,30-345,9.0,11,3,0,1,0,10.1,0.32,-0.9,-0.09,38,122,31.1,221,43,31.2,32.7,75,70.7,50.9,125,9,7.2,4,0.44,11.4,Matches
Squad Total,,,24.8,25.0,28,4,0,3,0,27.2,0.31,-0.8,-0.03,141,417,33.8,664,112,43.8,37.0,182,69.2,52.3,367,11,3.0,18,0.72,13.6,
Opponent Total,,,25.5,25.0,51,1,0,5,2,46.4,0.32,-2.6,-0.1,181,452,40.0,906,118,37.3,34.2,197,57.9,48.1,321,26,8.1,47,1.88,16.9,
