Rk,Squad,MP,W,D,L,GF,GA,GD,Pts,Pts/MP,xG,xGA,xGD,xGD/90,MP.1,W.1,D.1,L.1,GF.1,GA.1,GD.1,Pts.1,Pts/MP.1,xG.1,xGA.1,xGD.1,xGD/90.1
2,Ajax,13,7,4,2,37,12,25,25,1.92,35.3,9.0,26.3,2.02,14,9,4,1,35,16,19,31,2.21,26.5,13.5,12.9,0.92
3,PSV Eindhoven,13,11,1,1,42,10,32,34,2.62,32.7,10.8,22.0,1.69,14,6,4,4,29,23,6,22,1.57,30.6,15.2,15.4,1.1
4,AZ Alkmaar,13,7,5,1,27,16,11,26,2.0,23.3,15.7,7.5,0.58,14,9,1,4,26,15,11,28,2.0,20.5,15.7,4.8,0.34
5,Twente,13,10,3,0,32,7,25,33,2.54,24.7,11.5,13.2,1.02,14,3,6,5,12,15,-3,15,1.07,20.0,17.6,2.3,0.17
6,Sparta R'dam,14,8,2,4,24,16,8,26,1.86,18.2,17.8,0.4,0.03,13,5,5,3,18,14,4,20,1.54,12.8,17.9,-5.1,-0.39
