Player,Nation,Pos,Age,90s,Touches,Def Pen,Def 3rd,Mid 3rd,Att 3rd,Att Pen,Live,Att,Succ,Succ%,Tkld,Tkld%,Carries,TotDist,PrgDist,PrgC,1/3,CPA,Mis,Dis,Rec,PrgR,Matches
Tijjani Reijnders,nl NED,MF,24-248,26.9,1841,45,310,926,634,62,1841,63,32,50.8,22,34.9,1155,7279,3278,75,69,23,43,31,1266,76,Matches
Pantelis Hatzidiakos,gr GRE,DF,26-075,25.1,1840,148,761,848,242,24,1840,10,4,40.0,4,40.0,1111,5483,3218,35,26,3,20,4,1208,50,Matches
Jordy Clasie,nl NED,MF,31-280,25.5,1821,79,412,1108,311,5,1821,16,9,56.3,3,18.8,1050,4674,2136,22,34,0,16,17,1181,20,Matches
Milos Kerkez,hu HUN,DF,19-147,22.7,1408,70,376,585,457,48,1408,44,24,54.5,12,27.3,713,4070,2033,58,41,9,39,11,807,157,Matches
Jens Odgaard,dk DEN,FW,24-003,20.6,877,28,106,388,393,90,877,69,25,36.2,41,59.4,554,3359,1364,43,30,20,73,47,623,157,Matches
Yukinari Sugawara,jp JPN,"DF,FW",22-279,20.1,1270,60,373,505,403,33,1270,13,6,46.2,5,38.5,653,2998,1331,36,17,5,12,4,770,121,Matches
Jesper Karlsson,se SWE,FW,24-252,17.5,809,13,74,276,469,60,808,31,10,32.3,17,54.8,504,2994,1278,44,35,19,27,21,571,205,Matches
Sam Beukema,nl NED,DF,24-137,17.6,1378,189,618,702,66,19,1378,5,4,80.0,1,20.0,892,5629,3718,35,9,0,6,1,965,4,Matches
Vangelis Pavlidis,gr GRE,FW,24-133,16.0,716,16,53,328,345,109,715,55,21,38.2,30,54.5,381,1874,783,31,14,22,52,40,515,120,Matches
Hobie Verhulst,nl NED,GK,30-001,16.0,584,546,582,2,0,0,584,0,0,,0,,351,1426,719,0,0,0,1,0,298,0,Matches
Dani de Wit,nl NED,MF,25-065,12.4,534,17,88,226,222,51,534,5,3,60.0,2,40.0,232,692,196,4,9,0,16,8,346,37,Matches
Mathew Ryan,au AUS,GK,30-360,11.0,384,344,381,2,1,1,384,0,0,,0,,226,1146,561,0,0,0,0,0,192,1,Matches
Maxim Dekker,nl NED,DF,18-347,9.4,570,53,264,295,11,3,570,0,0,,0,,372,1950,1259,11,5,0,2,1,416,3,Matches
Myron van Brederode,nl NED,FW,19-271,8.2,429,5,33,141,265,46,429,47,27,57.4,18,38.3,306,1940,1013,36,28,13,28,18,314,99,Matches
Sven Mijnans,nl NED,"MF,FW",23-025,7.2,375,8,58,182,137,26,375,14,8,57.1,6,42.9,214,720,252,2,5,2,8,14,252,39,Matches
Wouter Goes,nl NED,DF,18-297,6.3,427,35,202,220,6,3,427,6,5,83.3,0,0.0,291,1942,1376,8,3,0,4,2,305,0,Matches
Håkon Evjen,no NOR,FW,23-048,5.7,264,7,29,86,151,17,264,12,5,41.7,6,50.0,163,913,329,13,8,4,10,7,176,37,Matches
Djordje Mihailovic,us USA,"MF,FW",24-144,4.3,214,6,33,102,83,14,214,2,1,50.0,1,50.0,109,566,241,6,5,4,16,5,131,22,Matches
Bruno Martins Indi,nl NED,DF,31-054,3.5,298,21,100,170,28,4,298,0,0,,0,,199,996,680,8,8,0,0,0,220,0,Matches
Mees de Wit,nl NED,"DF,FW",24-351,5.7,436,24,123,204,113,12,436,10,6,60.0,2,20.0,237,1169,498,12,5,3,12,7,250,28,Matches
Zinho Vanheusden,be BEL,DF,23-248,2.4,145,19,81,62,2,0,145,0,0,,0,,94,533,265,4,0,0,0,0,93,0,Matches
Riechedly Bazoer,nl NED,"MF,FW",26-173,2.6,187,8,27,103,59,7,187,5,3,60.0,2,40.0,108,413,129,2,3,0,7,2,126,16,Matches
Fedde de Jong,nl NED,DF,19-294,0.8,51,2,17,23,12,2,51,2,2,100.0,0,0.0,33,224,70,2,1,0,1,2,33,4,Matches
Mayckel Lahdo,se SWE,FW,20-094,3.7,221,2,31,62,134,21,221,20,9,45.0,10,50.0,158,1121,527,19,7,8,21,8,164,50,Matches
Yusuf Barasi,tr TUR,"FW,MF",20-003,2.1,103,4,8,31,65,17,103,7,2,28.6,4,57.1,64,302,103,4,3,1,6,3,76,18,Matches
Peer Koopmeiners,nl NED,"MF,FW",22-334,1.1,79,6,18,43,19,2,79,1,0,0.0,1,100.0,40,112,38,0,1,0,0,2,45,4,Matches
Mexx Meerdink,nl NED,"FW,MF",19-253,0.6,16,0,0,6,10,3,16,1,0,0.0,0,0.0,8,29,10,0,0,0,1,1,14,5,Matches
Aslak Witry,no NOR,DF,27-024,0.6,64,1,13,29,23,1,64,1,0,0.0,1,100.0,33,115,44,1,2,0,1,0,46,3,Matches
Zico Buurmeester,nl NED,MF,20-300,0.5,48,2,13,21,14,2,48,3,0,0.0,3,100.0,33,80,15,0,1,0,1,1,35,1,Matches
Squad Total,,,24.8,27.0,17389,1758,5184,7676,4675,682,17387,442,206,46.6,191,43.2,10284,54749,27464,511,369,136,423,257,11438,1277,
Opponent Total,,,25.6,27.0,15834,2077,5850,6683,3448,492,15829,446,187,41.9,200,44.8,8591,44944,21755,344,275,76,414,238,9809,928,
