Player,Nation,Pos,Age,90s,Tkl,TklW,Def 3rd,Mid 3rd,Att 3rd,Tkl.1,Att,Tkl%,Lost,Blocks,Sh,Pass,Int,Tkl+Int,Clr,Err,Matches
Tijjani Reijnders,nl NED,MF,24-251,26.9,27,14,5,20,2,10,28,35.7,18,22,14,8,44,71,23,0,Matches
Pantelis Hatzidiakos,gr GRE,DF,26-078,25.1,47,27,36,8,3,25,38,65.8,13,28,16,12,19,66,74,0,Matches
Jordy Clasie,nl NED,MF,31-283,25.5,55,34,23,29,3,24,48,50.0,24,32,9,23,33,88,37,1,Matches
Milos Kerkez,hu HUN,DF,19-150,22.7,41,26,21,15,5,22,37,59.5,15,32,8,24,26,67,47,0,Matches
Jens Odgaard,dk DEN,FW,24-006,20.6,39,21,11,19,9,18,45,40.0,27,24,5,19,11,50,27,0,Matches
Yukinari Sugawara,jp JPN,"DF,FW",22-282,20.1,42,24,29,12,1,26,39,66.7,13,14,7,7,14,56,38,0,Matches
Jesper Karlsson,se SWE,FW,24-255,17.5,14,8,6,6,2,7,25,28.0,18,10,0,10,7,21,7,0,Matches
Sam Beukema,nl NED,DF,24-140,17.6,18,9,10,6,2,11,16,68.8,5,20,18,2,27,45,85,0,Matches
Vangelis Pavlidis,gr GRE,FW,24-136,16.0,17,8,2,9,6,5,14,35.7,9,14,1,13,4,21,13,0,Matches
Hobie Verhulst,nl NED,GK,30-004,16.0,0,0,0,0,0,0,2,0.0,2,0,0,0,0,0,7,2,Matches
Dani de Wit,nl NED,MF,25-068,12.4,26,18,6,8,12,6,12,50.0,6,19,2,17,11,37,11,0,Matches
Mathew Ryan,au AUS,GK,30-363,11.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,1,1,Matches
Maxim Dekker,nl NED,DF,18-350,9.4,11,6,6,5,0,1,4,25.0,3,3,3,0,8,19,30,0,Matches
Myron van Brederode,nl NED,FW,19-274,8.2,13,9,3,9,1,9,13,69.2,4,7,0,7,7,20,4,0,Matches
Sven Mijnans,nl NED,"MF,FW",23-028,7.2,11,6,5,4,2,5,16,31.3,11,10,2,8,10,21,5,0,Matches
Wouter Goes,nl NED,DF,18-300,6.3,5,4,3,2,0,3,4,75.0,1,4,2,2,7,12,20,0,Matches
Håkon Evjen,no NOR,FW,23-051,5.7,10,7,1,7,2,3,6,50.0,3,6,0,6,3,13,3,0,Matches
Djordje Mihailovic,us USA,"MF,FW",24-147,4.3,21,12,8,13,0,7,8,87.5,1,4,0,4,3,24,4,0,Matches
Bruno Martins Indi,nl NED,DF,31-057,3.5,2,1,2,0,0,1,2,50.0,1,2,2,0,1,3,11,0,Matches
Mees de Wit,nl NED,"DF,FW",24-354,5.7,14,8,8,5,1,6,14,42.9,8,10,2,8,5,19,15,0,Matches
Zinho Vanheusden,be BEL,DF,23-251,2.4,2,0,1,1,0,0,0,,0,2,1,1,2,4,14,0,Matches
Riechedly Bazoer,nl NED,"MF,FW",26-176,2.6,6,6,3,3,0,1,2,50.0,1,3,1,2,1,7,9,0,Matches
Fedde de Jong,nl NED,DF,19-297,0.8,1,1,1,0,0,1,1,100.0,0,0,0,0,0,1,3,0,Matches
Mayckel Lahdo,se SWE,FW,20-097,3.7,9,6,3,2,4,4,6,66.7,2,3,0,3,3,12,1,0,Matches
Yusuf Barasi,tr TUR,"FW,MF",20-006,2.1,3,2,1,1,1,2,3,66.7,1,2,0,2,0,3,3,0,Matches
Peer Koopmeiners,nl NED,"MF,FW",22-337,1.1,6,2,3,3,0,4,4,100.0,0,5,2,3,1,7,4,0,Matches
Mexx Meerdink,nl NED,"FW,MF",19-256,0.6,0,0,0,0,0,0,1,0.0,1,1,0,1,1,1,0,0,Matches
Aslak Witry,no NOR,DF,27-027,0.6,1,0,0,1,0,0,0,,0,1,0,1,0,1,1,0,Matches
Zico Buurmeester,nl NED,MF,20-303,0.5,0,0,0,0,0,0,1,0.0,1,1,0,1,0,0,3,0,Matches
Squad Total,,,24.8,27.0,441,259,197,188,56,201,389,51.7,188,279,95,184,248,689,500,4,
Opponent Total,,,25.6,27.0,447,266,217,174,56,191,397,48.1,206,305,97,208,256,703,529,13,
