Player,Nation,Pos,Age,MP,Min,Mn/MP,Min%,90s,Starts,Mn/Start,Compl,Subs,Mn/Sub,unSub,PPM,onG,onGA,+/-,+/-90,On-Off,onxG,onxGA,xG+/-,xG+/-90,On-Off.1,Matches
Tijjani Reijnders,nl NED,MF,24-248,27,2423.0,90.0,99.7,26.9,27,90.0,26,0,,0,2.0,53.0,30.0,23.0,0.85,13.71,43.7,31.1,12.6,0.47,3.82,Matches
Pantelis Hatzidiakos,gr GRE,DF,26-075,27,2263.0,84.0,93.1,25.1,27,84.0,20,0,,0,2.0,49.0,30.0,19.0,0.76,-0.86,39.2,30.2,8.9,0.36,-1.49,Matches
Jordy Clasie,nl NED,MF,31-280,26,2298.0,88.0,94.6,25.5,26,88.0,22,0,,0,1.96,52.0,31.0,21.0,0.82,0.14,41.7,30.3,11.4,0.45,-0.21,Matches
Milos Kerkez,hu HUN,DF,19-147,26,2041.0,79.0,84.0,22.7,26,79.0,9,0,,0,2.04,46.0,24.0,22.0,0.97,0.97,35.9,25.9,10.0,0.44,-0.1,Matches
Jens Odgaard,dk DEN,FW,24-003,24,1851.0,77.0,76.2,20.6,23,79.0,6,1,45.0,0,1.88,39.0,22.0,17.0,0.83,0.05,32.7,23.7,9.0,0.44,-0.09,Matches
Yukinari Sugawara,jp JPN,"DF,FW",22-279,24,1805.0,75.0,74.3,20.1,19,87.0,16,5,30.0,1,1.88,42.0,25.0,17.0,0.85,0.13,32.5,26.8,5.7,0.28,-0.68,Matches
Jesper Karlsson,se SWE,FW,24-252,20,1577.0,79.0,64.9,17.5,19,81.0,6,1,30.0,0,1.85,34.0,24.0,10.0,0.57,-0.7,27.3,21.2,6.1,0.35,-0.32,Matches
Sam Beukema,nl NED,DF,24-137,19,1582.0,83.0,65.1,17.6,17,89.0,16,2,36.0,0,1.95,30.0,18.0,12.0,0.68,-0.38,29.1,19.6,9.5,0.54,0.24,Matches
Vangelis Pavlidis,gr GRE,FW,24-133,19,1441.0,76.0,59.3,16.0,17,81.0,8,2,34.0,0,2.11,31.0,18.0,13.0,0.81,-0.01,25.7,18.1,7.6,0.48,0.04,Matches
Hobie Verhulst,nl NED,GK,30-001,16,1440.0,90.0,59.3,16.0,16,90.0,16,0,,11,2.06,28.0,17.0,11.0,0.69,-0.31,25.0,18.1,6.8,0.43,-0.07,Matches
Dani de Wit,nl NED,MF,25-065,15,1119.0,75.0,46.0,12.4,15,75.0,7,0,,0,2.33,24.0,10.0,14.0,1.13,0.58,20.5,12.5,8.1,0.65,0.35,Matches
Mathew Ryan,au AUS,GK,30-360,11,990.0,90.0,40.7,11.0,11,90.0,11,0,,0,1.91,25.0,14.0,11.0,1.0,0.31,18.8,13.2,5.5,0.5,0.07,Matches
Maxim Dekker,nl NED,DF,18-347,13,844.0,65.0,34.7,9.4,10,74.0,6,3,36.0,6,1.85,21.0,14.0,7.0,0.75,-0.1,14.4,11.8,2.6,0.27,-0.28,Matches
Myron van Brederode,nl NED,FW,19-271,19,738.0,39.0,30.4,8.2,10,65.0,1,9,9.0,7,1.89,17.0,10.0,7.0,0.85,0.06,13.0,6.9,6.1,0.74,0.4,Matches
Sven Mijnans,nl NED,"MF,FW",23-025,8,645.0,81.0,26.5,7.2,7,88.0,6,1,28.0,0,1.75,13.0,6.0,7.0,0.98,0.22,12.5,7.1,5.3,0.74,0.39,Matches
Wouter Goes,nl NED,DF,18-297,7,567.0,81.0,23.3,6.3,7,81.0,5,0,,3,1.86,10.0,6.0,4.0,0.63,-0.23,9.1,6.0,3.1,0.49,0.04,Matches
Håkon Evjen,no NOR,FW,23-048,8,513.0,64.0,21.1,5.7,6,79.0,3,2,20.0,1,2.25,9.0,4.0,5.0,0.88,0.08,11.6,4.6,7.0,1.23,0.98,Matches
Djordje Mihailovic,us USA,"MF,FW",24-144,9,386.0,43.0,15.9,4.3,4,67.0,0,5,24.0,2,1.67,8.0,4.0,4.0,0.93,0.14,7.5,4.8,2.7,0.63,0.21,Matches
Bruno Martins Indi,nl NED,DF,31-054,4,314.0,79.0,12.9,3.5,4,79.0,3,0,,0,3.0,7.0,3.0,4.0,1.15,0.38,6.4,3.5,2.9,0.82,0.42,Matches
Mees de Wit,nl NED,"DF,FW",24-351,20,517.0,26.0,21.3,5.7,2,87.0,1,18,19.0,6,2.15,9.0,9.0,0.0,0.0,-1.04,9.7,8.3,1.4,0.24,-0.27,Matches
Zinho Vanheusden,be BEL,DF,23-248,6,215.0,36.0,8.8,2.4,2,59.0,0,4,25.0,5,2.67,7.0,4.0,3.0,1.26,0.48,3.8,2.9,0.9,0.39,-0.07,Matches
Riechedly Bazoer,nl NED,"MF,FW",26-173,10,230.0,23.0,9.5,2.6,1,53.0,0,9,20.0,4,1.7,4.0,6.0,-2.0,-0.78,-1.76,2.7,5.1,-2.4,-0.92,-1.52,Matches
Fedde de Jong,nl NED,DF,19-294,2,76.0,38.0,3.1,0.8,1,63.0,0,1,13.0,20,3.0,1.0,0.0,1.0,1.18,0.38,0.4,0.5,-0.1,-0.12,-0.59,Matches
Mayckel Lahdo,se SWE,FW,20-094,19,334.0,18.0,13.7,3.7,0,,0,19,18.0,8,2.11,10.0,4.0,6.0,1.62,0.93,7.3,5.1,2.2,0.6,0.16,Matches
Yusuf Barasi,tr TUR,"FW,MF",20-003,11,187.0,17.0,7.7,2.1,0,,0,11,17.0,13,2.18,5.0,4.0,1.0,0.48,-0.36,5.2,3.3,1.9,0.91,0.49,Matches
Peer Koopmeiners,nl NED,"MF,FW",22-334,6,100.0,17.0,4.1,1.1,0,,0,6,17.0,8,2.5,1.0,2.0,-1.0,-0.9,-1.79,1.2,1.4,-0.2,-0.18,-0.66,Matches
Mexx Meerdink,nl NED,"FW,MF",19-253,2,57.0,29.0,2.3,0.6,0,,0,2,29.0,3,0.5,2.0,0.0,2.0,3.16,2.4,1.1,0.3,0.8,1.18,0.74,Matches
Aslak Witry,no NOR,DF,27-024,2,53.0,27.0,2.2,0.6,0,,0,2,27.0,0,3.0,2.0,0.0,2.0,3.4,2.64,1.9,0.3,1.6,2.66,2.26,Matches
Zico Buurmeester,nl NED,MF,20-300,5,47.0,9.0,1.9,0.5,0,,0,5,9.0,20,3.0,2.0,1.0,1.0,1.91,1.12,0.5,0.9,-0.4,-0.85,-1.34,Matches
Daniel Deen,nl NED,GK,20-049,0,,,,,0,,0,0,,4,,,,,,,,,,,,Matches
Jelle Duin,nl NED,FW,24-066,0,,,,,0,,0,0,,2,,,,,,,,,,,,Matches
Iman Griffith,nl NED,MF,21-122,0,,,,,0,,0,0,,4,,,,,,,,,,,,Matches
Rome-Jayden Owusu-Oduro,nl NED,GK,18-275,0,,,,,0,,0,0,,11,,,,,,,,,,,,Matches
Lewis Schouten,nl NED,MF,19-058,0,,,,,0,,0,0,,3,,,,,,,,,,,,Matches
