Player,Nation,Pos,Age,MP,Starts,Min,90s,GA,GA90,SoTA,Saves,Save%,W,D,L,CS,CS%,PKatt,PKA,PKsv,PKm,Save%.1,Matches
Gauthier Gallon,fr FRA,GK,29-330,20,20,1800,20.0,45,2.25,106,63,61.3,3,5,12,0,0.0,4,4,0,0,0.0,Matches
Mateusz Lis,pl POL,GK,26-020,7,7,630,7.0,14,2.0,46,31,73.9,1,3,3,1,14.3,3,2,1,0,33.3,Matches
Squad Total,,,26.6,27,27,2430,27.0,59,2.19,152,94,65.1,4,8,15,1,3.7,7,6,1,0,14.3,
Opponent Total,,,27.0,27,27,2430,27.0,36,1.33,103,69,68.9,15,8,4,7,25.9,4,4,0,0,0.0,
