Player,Nation,Pos,Age,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,Gls.1,Ast.1,G+A.1,G-PK.1,G+A-PK,xG.1,xAG.1,xG+xAG,npxG.1,npxG+xAG.1,Matches
Erik Palmer-Brown,us USA,DF,25-347,29,27,2381.0,26.5,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.9,0.9,0.4,1.3,6.0,60.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.02,0.05,0.03,0.05,Matches
Yoann Salmier,gf GUF,DF,30-136,27,27,2327.0,25.9,1.0,0.0,1.0,1.0,0.0,0.0,4.0,1.0,1.1,1.1,0.4,1.5,20.0,105.0,8.0,0.04,0.0,0.04,0.04,0.04,0.04,0.01,0.06,0.04,0.06,Matches
Rominigue Kouamé,ml MLI,MF,26-110,24,24,2024.0,22.5,1.0,1.0,2.0,1.0,0.0,0.0,5.0,0.0,1.1,1.1,1.7,2.8,52.0,139.0,28.0,0.04,0.04,0.09,0.04,0.09,0.05,0.07,0.12,0.05,0.12,Matches
Mama Samba Baldé,gw GNB,FW,27-151,26,23,2004.0,22.3,10.0,3.0,13.0,9.0,1.0,1.0,5.0,2.0,8.9,8.1,2.0,10.1,39.0,41.0,135.0,0.45,0.13,0.58,0.4,0.54,0.4,0.09,0.49,0.36,0.45,Matches
Rony Lopes,pt POR,"MF,FW",27-099,25,23,1817.0,20.2,5.0,5.0,10.0,5.0,0.0,0.0,2.0,0.0,4.4,4.4,4.4,8.8,45.0,73.0,93.0,0.25,0.25,0.5,0.25,0.5,0.22,0.22,0.44,0.22,0.44,Matches
Gauthier Gallon,fr FRA,GK,29-348,22,22,1980.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Thierno Balde,fr FRA,DF,20-300,24,20,1707.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.3,0.3,0.9,1.3,48.0,51.0,90.0,0.0,0.0,0.0,0.0,0.0,0.02,0.05,0.07,0.02,0.07,Matches
Xavier Chavalerin,fr FRA,MF,32-030,27,19,1841.0,20.5,2.0,2.0,4.0,2.0,0.0,0.0,3.0,0.0,1.0,1.0,2.0,3.0,15.0,77.0,39.0,0.1,0.1,0.2,0.1,0.2,0.05,0.1,0.15,0.05,0.15,Matches
Jackson Porozo,ec ECU,DF,22-245,19,16,1472.0,16.4,2.0,0.0,2.0,2.0,0.0,0.0,3.0,0.0,2.7,2.7,0.1,2.8,5.0,25.0,3.0,0.12,0.0,0.12,0.12,0.12,0.16,0.01,0.17,0.16,0.17,Matches
Renaud Ripart,fr FRA,"FW,MF",30-023,26,15,1320.0,14.7,4.0,1.0,5.0,4.0,0.0,0.0,4.0,0.0,3.5,3.5,1.9,5.4,28.0,47.0,104.0,0.27,0.07,0.34,0.27,0.34,0.24,0.13,0.37,0.24,0.37,Matches
