Player,Nation,Pos,Age,90s,Touches,Def Pen,Def 3rd,Mid 3rd,Att 3rd,Att Pen,Live,Att,Succ,Succ%,Tkld,Tkld%,Carries,TotDist,PrgDist,PrgC,1/3,CPA,Mis,Dis,Rec,PrgR,Matches
Erik Palmer-Brown,us USA,DF,25-347,26.5,1378,275,815,540,34,13,1378,12,5,41.7,4,33.3,974,5245,2555,6,7,2,7,7,846,0,Matches
Yoann Salmier,gf GUF,DF,30-136,25.9,1558,220,758,733,83,19,1558,13,6,46.2,5,38.5,1103,6511,3254,20,21,3,6,5,970,8,Matches
Rominigue Kouamé,ml MLI,MF,26-110,22.5,1295,87,366,772,189,15,1295,52,34,65.4,13,25.0,1020,6556,2931,52,40,4,32,22,896,28,Matches
Mama Samba Baldé,gw GNB,FW,27-151,22.3,714,14,72,345,316,108,713,76,33,43.4,35,46.1,462,3034,1130,39,13,20,88,45,468,135,Matches
Rony Lopes,pt POR,"MF,FW",27-099,20.2,886,17,117,421,368,45,886,70,38,54.3,26,37.1,630,4051,1701,45,40,9,33,28,588,93,Matches
Gauthier Gallon,fr FRA,GK,29-348,22.0,732,653,731,1,0,0,732,0,0,,0,,430,2038,1051,0,1,1,0,0,279,0,Matches
Thierno Balde,fr FRA,DF,20-300,19.0,954,72,335,358,280,27,954,53,25,47.2,20,37.7,636,4719,2332,48,40,5,30,10,539,90,Matches
Xavier Chavalerin,fr FRA,MF,32-030,20.5,1060,48,324,551,191,33,1060,15,7,46.7,5,33.3,756,3604,1239,15,17,4,16,9,672,39,Matches
Jackson Porozo,ec ECU,DF,22-245,16.4,775,105,417,321,43,19,775,11,7,63.6,4,36.4,503,2616,1134,5,4,1,8,5,449,3,Matches
Renaud Ripart,fr FRA,"FW,MF",30-023,14.7,689,13,85,336,278,55,689,42,11,26.2,26,61.9,471,2766,1121,28,17,8,31,20,481,104,Matches
Andreas Bruus,dk DEN,"DF,FW",24-080,14.3,616,23,138,250,233,16,616,28,12,42.9,12,42.9,404,2477,969,38,19,6,19,3,364,94,Matches
Yasser Larouci,dz ALG,"DF,FW",22-095,13.2,717,39,202,331,199,18,717,56,23,41.1,27,48.2,518,3740,1847,53,38,11,27,28,448,83,Matches
Wilson Odobert,fr FRA,"MF,FW",18-129,14.3,569,9,74,237,276,44,569,71,22,31.0,45,63.4,444,3812,1770,55,38,21,35,22,416,104,Matches
Abdu Conté,pt POR,DF,25-013,13.1,801,46,259,352,196,16,801,15,1,6.7,13,86.7,546,3073,1512,30,20,5,9,6,502,87,Matches
Florian Tardieu,fr FRA,MF,30-349,11.2,870,36,218,503,158,11,867,12,7,58.3,3,25.0,650,3120,1385,20,22,4,12,12,584,17,Matches
Adil Rami,fr FRA,DF,37-100,11.1,559,87,290,247,26,6,559,4,1,25.0,2,50.0,395,1941,880,3,7,0,4,0,347,2,Matches
Lucien Agoume,fr FRA,MF,21-056,8.1,617,28,167,346,109,11,617,11,4,36.4,4,36.4,442,2213,870,8,7,0,5,8,407,7,Matches
Mateusz Lis,pl POL,GK,26-038,7.0,287,223,284,3,0,0,287,0,0,,0,,178,964,626,0,0,0,0,0,109,0,Matches
Papa Ndiaga Yade,sn SEN,DF,23-091,5.3,350,14,76,157,120,9,350,13,5,38.5,6,46.2,245,1626,901,26,19,3,8,5,228,36,Matches
Ike Ugbo,ca CAN,"FW,MF",24-197,4.9,101,4,9,48,44,13,101,6,3,50.0,3,50.0,58,303,99,4,2,3,10,3,65,18,Matches
Jeff Reine-Adélaïde,fr FRA,MF,25-079,1.1,89,1,21,58,14,1,89,9,5,55.6,4,44.4,68,536,302,5,7,0,0,4,62,5,Matches
Tristan Dingomé,cm CMR,MF,32-048,1.1,88,0,9,41,38,5,88,2,1,50.0,1,50.0,66,263,123,1,1,1,1,1,61,4,Matches
Alexis Tibidi,fr FRA,"FW,MF",19-154,0.8,25,0,2,13,11,0,25,3,2,66.7,0,0.0,20,121,46,1,1,0,1,1,23,4,Matches
Mathis Hamdi,fr FRA,DF,19-170,0.8,44,2,14,16,14,0,44,1,0,0.0,1,100.0,28,186,28,0,0,0,2,0,27,7,Matches
Kyliane Dong,fr FRA,"DF,MF",18-191,0.6,23,0,1,7,16,2,23,2,0,0.0,2,100.0,16,111,75,3,2,0,3,1,16,7,Matches
Banhie Zoukrou,fr FRA,DF,19-334,0.6,49,3,21,20,9,0,49,0,0,,0,,38,141,82,0,1,0,0,0,33,2,Matches
Amar Ahmed,se SWE,FW,19-046,0.2,18,0,3,8,7,0,18,1,1,100.0,0,0.0,12,74,21,0,1,0,4,2,12,2,Matches
Jordan Dongmo,cm CMR,MF,22-066,0.2,13,0,0,9,4,0,13,1,0,0.0,1,100.0,11,37,7,0,0,0,1,1,11,0,Matches
Marlos Moreno,co COL,"MF,DF",26-198,0.1,8,0,4,3,1,0,8,1,0,0.0,0,0.0,5,30,0,0,0,0,0,2,5,0,Matches
Ante Palaversa,hr CRO,MF,23-000,0.1,10,1,2,5,3,1,10,0,0,,0,,6,23,3,0,0,0,0,0,3,0,Matches
Squad Total,,,26.6,29.0,15895,2020,5814,7032,3260,487,15891,580,253,43.6,262,45.2,11135,65931,29994,505,385,111,392,250,9911,979,
Opponent Total,,,27.0,29.0,19529,1482,4962,9724,5031,805,19521,537,249,46.4,220,41.0,14786,83691,39596,566,570,143,394,267,13609,1462,
