Player,Nation,Pos,Age,90s,Gls,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,Dist,FK,PK,PKatt,xG,npxG,npxG/Sh,G-xG,np:G-xG,Matches
Fabijan Buntić,hr CRO,GK,26-023,25.0,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
Kiko Bondoso,pt POR,FW,27-122,23.3,2,25,11,44.0,1.07,0.47,0.08,0.18,17.3,0,0,0,2.6,2.6,0.1,-0.6,-0.6,Matches
Samu,pt POR,MF,26-332,22.1,3,39,12,30.8,1.77,0.54,0.05,0.17,20.0,2,1,1,4.3,3.5,0.09,-1.3,-1.5,Matches
Christian Neiva Afonso,pt POR,DF,28-099,20.3,1,17,3,17.6,0.84,0.15,0.06,0.33,19.3,0,0,0,1.1,1.1,0.06,-0.1,-0.1,Matches
Anderson Jesus,br BRA,DF,28-017,20.6,3,9,5,55.6,0.44,0.24,0.33,0.6,14.5,0,0,0,1.8,1.8,0.2,1.2,1.2,Matches
Raphael Guzzo,pt POR,MF,28-072,18.4,2,18,5,27.8,0.98,0.27,0.11,0.4,17.6,1,0,0,2.3,2.3,0.13,-0.3,-0.3,Matches
Bruno Wilson,pt POR,DF,26-082,17.8,0,12,3,25.0,0.68,0.17,0.0,0.0,9.4,0,0,0,1.2,1.2,0.1,-1.2,-1.2,Matches
Nuno Gonçalo Moreira,pt POR,FW,23-276,17.3,1,48,15,31.3,2.77,0.86,0.02,0.07,23.3,1,0,0,2.6,2.6,0.06,-1.6,-1.6,Matches
Milutin Osmajić,me MNE,FW,23-237,16.5,6,38,17,44.7,2.31,1.03,0.16,0.35,15.2,0,0,1,7.8,7.1,0.19,-1.8,-1.1,Matches
Claudemir de Souza,br BRA,MF,34-357,12.4,0,8,3,37.5,0.65,0.24,0.0,0.0,15.3,0,0,0,0.4,0.4,0.06,-0.4,-0.4,Matches
Igor Julião,br BRA,DF,28-208,12.1,1,7,1,14.3,0.58,0.08,0.14,1.0,18.7,0,0,0,0.3,0.3,0.04,0.7,0.7,Matches
Ivanildo Fernandes,pt POR,DF,26-358,11.8,0,6,1,16.7,0.51,0.08,0.0,0.0,13.3,0,0,0,0.5,0.5,0.08,-0.5,-0.5,Matches
Alexis Méndez,us USA,MF,22-194,12.6,1,22,9,40.9,1.75,0.71,0.05,0.11,23.8,2,0,0,1.2,1.2,0.06,-0.2,-0.2,Matches
Tomás Costa Silva,pt POR,DF,23-155,9.7,1,5,3,60.0,0.52,0.31,0.2,0.33,16.6,0,0,0,0.3,0.3,0.07,0.7,0.7,Matches
Kévin Zohi,ml MLI,FW,26-090,7.4,2,16,5,31.3,2.17,0.68,0.13,0.4,18.3,0,0,0,1.6,1.6,0.1,0.4,0.4,Matches
Matheus Pereira,br BRA,DF,22-088,4.4,1,2,1,50.0,0.46,0.23,0.5,1.0,18.0,0,0,0,0.2,0.2,0.1,0.8,0.8,Matches
Carlos Isaac,es ESP,DF,24-323,3.9,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
Alexander Schmidt,at AUT,FW,25-059,2.9,0,12,6,50.0,4.08,2.04,0.0,0.0,14.5,0,0,0,1.1,1.1,0.09,-1.1,-1.1,Matches
Diego Rosa,br BRA,"MF,FW",20-158,2.9,0,6,1,16.7,2.1,0.35,0.0,0.0,32.1,1,0,0,0.2,0.2,0.03,-0.2,-0.2,Matches
Osama Rashid,iq IRQ,MF,31-065,2.0,0,4,1,25.0,1.99,0.5,0.0,0.0,24.5,0,0,0,0.2,0.2,0.04,-0.2,-0.2,Matches
Matías Lacava,ve VEN,"FW,MF",20-146,2.2,0,7,1,14.3,3.21,0.46,0.0,0.0,20.8,0,0,0,0.8,0.8,0.11,-0.8,-0.8,Matches
Pedro Ortiz,es ESP,MF,22-212,1.9,0,1,0,0.0,0.53,0.0,0.0,,24.3,0,0,0,0.0,0.0,0.03,0.0,0.0,Matches
Mohamed Aidara,ci CIV,DF,26-133,1.8,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
Monsuru Opeyemi,ng NGA,FW,19-220,0.5,0,1,1,100.0,2.0,2.0,0.0,0.0,13.5,0,0,0,0.1,0.1,0.12,-0.1,-0.1,Matches
Friday Etim,ng NGA,"FW,MF",20-302,2.4,1,14,8,57.1,5.89,3.36,0.07,0.13,14.0,0,0,0,1.4,1.4,0.1,-0.4,-0.4,Matches
Alejandro Alvarado Jr.,us USA,"FW,MF",19-233,0.8,0,3,2,66.7,3.8,2.54,0.0,0.0,9.2,0,0,0,0.8,0.8,0.27,-0.8,-0.8,Matches
Francis Cann,gh GHA,FW,25-040,0.4,0,1,1,100.0,2.5,2.5,0.0,0.0,15.3,0,0,0,0.0,0.0,0.04,0.0,0.0,Matches
Andrés Sarmiento,co COL,"FW,MF",25-063,0.4,0,1,0,0.0,2.81,0.0,0.0,,15.7,0,0,0,0.1,0.1,0.09,-0.1,-0.1,Matches
Squad Total,,,26.5,25.0,25,322,115,35.7,12.88,4.6,0.07,0.21,18.5,7,1,2,32.1,30.6,0.1,-7.1,-6.6,
Opponent Total,,,26.8,25.0,27,340,94,27.6,13.6,3.76,0.06,0.22,19.4,9,6,8,30.5,24.5,0.07,-3.5,-3.5,
