Player,Nation,Pos,Age,90s,Tkl,TklW,Def 3rd,Mid 3rd,Att 3rd,Tkl.1,Att,Tkl%,Lost,Blocks,Sh,Pass,Int,Tkl+Int,Clr,Err,Matches
Fabijan Buntić,hr CRO,GK,26-023,25.0,0,0,0,0,0,0,0,,0,1,0,1,0,0,12,1,Matches
Kiko Bondoso,pt POR,FW,27-122,23.3,28,17,10,12,6,14,34,41.2,20,13,1,12,9,37,6,0,Matches
Samu,pt POR,MF,26-332,22.1,59,35,28,22,9,25,52,48.1,27,30,5,25,33,92,36,0,Matches
Christian Neiva Afonso,pt POR,DF,28-099,20.3,44,34,26,15,3,23,33,69.7,10,19,11,8,35,79,71,0,Matches
Anderson Jesus,br BRA,DF,28-017,20.6,19,12,12,7,0,4,9,44.4,5,18,13,5,32,51,129,1,Matches
Raphael Guzzo,pt POR,MF,28-072,18.4,47,27,15,27,5,24,36,66.7,12,28,8,20,29,76,20,0,Matches
Bruno Wilson,pt POR,DF,26-082,17.8,19,10,12,6,1,10,14,71.4,4,31,25,6,31,50,107,1,Matches
Nuno Gonçalo Moreira,pt POR,FW,23-276,17.3,17,12,8,5,4,8,21,38.1,13,17,3,14,20,37,25,0,Matches
Milutin Osmajić,me MNE,FW,23-237,16.5,2,2,0,1,1,2,4,50.0,2,8,0,8,1,3,9,0,Matches
Claudemir de Souza,br BRA,MF,34-357,12.4,24,13,10,11,3,20,33,60.6,13,22,10,12,15,39,25,0,Matches
Igor Julião,br BRA,DF,28-208,12.1,18,12,13,3,2,10,13,76.9,3,5,1,4,15,33,31,0,Matches
Ivanildo Fernandes,pt POR,DF,26-358,11.8,11,5,9,2,0,5,9,55.6,4,13,8,5,13,24,74,0,Matches
Alexis Méndez,us USA,MF,22-194,12.6,28,13,9,15,4,10,18,55.6,8,12,1,11,11,39,14,0,Matches
Tomás Costa Silva,pt POR,DF,23-155,9.7,35,24,25,8,2,21,34,61.8,13,12,2,10,15,50,40,0,Matches
Kévin Zohi,ml MLI,FW,26-090,7.4,15,6,4,7,4,8,13,61.5,5,10,0,10,4,19,7,0,Matches
Matheus Pereira,br BRA,DF,22-088,4.4,15,6,8,6,1,13,16,81.3,3,3,1,2,6,21,11,0,Matches
Carlos Isaac,es ESP,DF,24-323,3.9,12,7,3,7,2,11,11,100.0,0,3,2,1,5,17,14,0,Matches
Alexander Schmidt,at AUT,FW,25-059,2.9,2,2,0,2,0,2,2,100.0,0,3,0,3,2,4,4,0,Matches
Diego Rosa,br BRA,"MF,FW",20-158,2.9,10,5,5,4,1,6,12,50.0,6,6,2,4,5,15,7,0,Matches
Osama Rashid,iq IRQ,MF,31-065,2.0,0,0,0,0,0,0,1,0.0,1,4,1,3,2,2,4,0,Matches
Matías Lacava,ve VEN,"FW,MF",20-146,2.2,4,3,2,1,1,0,5,0.0,5,2,0,2,1,5,1,0,Matches
Pedro Ortiz,es ESP,MF,22-212,1.9,7,4,1,6,0,3,5,60.0,2,2,1,1,3,10,2,0,Matches
Mohamed Aidara,ci CIV,DF,26-133,1.8,2,1,2,0,0,2,2,100.0,0,2,2,0,2,4,5,0,Matches
Monsuru Opeyemi,ng NGA,FW,19-220,0.5,0,0,0,0,0,0,0,,0,2,0,2,0,0,0,0,Matches
Friday Etim,ng NGA,"FW,MF",20-302,2.4,2,1,0,1,1,1,1,100.0,0,2,0,2,2,4,1,0,Matches
Alejandro Alvarado Jr.,us USA,"FW,MF",19-233,0.8,2,0,1,1,0,0,2,0.0,2,3,1,2,0,2,1,0,Matches
Francis Cann,gh GHA,FW,25-040,0.4,0,0,0,0,0,0,1,0.0,1,2,0,2,1,1,0,0,Matches
Andrés Sarmiento,co COL,"FW,MF",25-063,0.4,2,1,0,2,0,2,3,66.7,1,1,0,1,1,3,0,0,Matches
Squad Total,,,26.5,25.0,424,252,203,171,50,224,384,58.3,160,274,98,176,293,717,656,3,
Opponent Total,,,26.8,25.0,323,202,138,155,30,155,310,50.0,155,272,69,203,272,595,428,9,
