Player,Nation,Pos,Age,90s,Touches,Def Pen,Def 3rd,Mid 3rd,Att 3rd,Att Pen,Live,Att,Succ,Succ%,Tkld,Tkld%,Carries,TotDist,PrgDist,PrgC,1/3,CPA,Mis,Dis,Rec,PrgR,Matches
Fabijan Buntić,hr CRO,GK,26-038,26.0,761,672,757,5,0,0,761,0,0,,0,,302,1845,1117,0,0,0,0,0,159,0,Matches
Kiko Bondoso,pt POR,FW,27-137,24.3,956,7,112,452,415,72,956,66,29,43.9,28,42.4,537,3600,1911,59,44,17,54,21,706,158,Matches
Samu,pt POR,MF,26-347,23.1,1373,58,293,697,398,54,1372,28,12,42.9,12,42.9,639,2882,1397,39,21,8,40,23,865,86,Matches
Anderson Jesus,br BRA,DF,28-032,21.6,950,217,620,305,28,17,950,3,2,66.7,1,33.3,400,1784,805,1,3,1,8,2,513,5,Matches
Christian Neiva Afonso,pt POR,DF,28-114,20.3,1233,81,437,514,298,22,1233,30,12,40.0,12,40.0,445,2034,1004,20,17,1,15,6,561,69,Matches
Raphael Guzzo,pt POR,MF,28-087,19.3,1337,67,331,757,261,25,1337,18,7,38.9,8,44.4,625,3043,1460,19,13,4,24,18,900,49,Matches
Nuno Gonçalo Moreira,pt POR,FW,23-291,18.0,836,23,140,328,378,50,836,48,22,45.8,21,43.8,459,2712,1271,41,28,9,44,20,535,127,Matches
Milutin Osmajić,me MNE,FW,23-252,17.2,438,10,20,189,235,61,437,26,9,34.6,15,57.7,223,1272,634,20,11,11,55,10,336,88,Matches
Bruno Wilson,pt POR,DF,26-097,17.8,904,208,570,305,33,22,904,2,2,100.0,0,0.0,397,1895,959,4,7,1,3,1,507,2,Matches
Ivanildo Fernandes,cv CPV,DF,27-008,12.5,566,127,356,197,15,11,566,3,3,100.0,0,0.0,230,871,393,0,0,0,6,1,318,2,Matches
Claudemir de Souza,br BRA,MF,35-007,12.4,797,44,236,472,93,7,797,7,4,57.1,3,42.9,351,1210,579,4,5,0,8,6,487,7,Matches
Igor Julião,br BRA,DF,28-223,12.1,571,35,204,238,138,14,571,15,7,46.7,4,26.7,287,1961,855,23,19,1,12,7,321,44,Matches
Tomás Costa Silva,pt POR,DF,23-170,10.7,671,37,208,273,199,13,671,14,7,50.0,5,35.7,281,1414,751,20,14,3,20,7,350,57,Matches
Alexis Méndez,us USA,MF,22-209,12.6,654,20,124,361,173,11,654,19,10,52.6,8,42.1,294,1329,592,11,10,1,21,11,382,33,Matches
Kévin Zohi,ml MLI,FW,26-105,7.4,268,4,38,105,129,28,268,22,12,54.5,10,45.5,151,813,387,14,7,4,18,9,172,47,Matches
Matheus Pereira,br BRA,DF,22-103,5.4,413,19,127,187,102,3,413,12,3,25.0,7,58.3,204,1293,724,19,11,0,5,2,235,22,Matches
Carlos Isaac,es ESP,DF,24-338,3.9,217,15,73,109,37,2,217,1,0,0.0,1,100.0,68,346,199,8,2,1,5,1,79,9,Matches
Alexander Schmidt,at AUT,FW,25-074,2.9,103,5,8,43,53,16,103,3,1,33.3,2,66.7,37,117,40,0,3,0,7,8,67,16,Matches
Diego Rosa,br BRA,"MF,FW",20-173,2.9,151,10,40,82,31,1,151,4,1,25.0,2,50.0,59,316,173,4,1,1,5,0,73,2,Matches
Osama Rashid,iq IRQ,"MF,FW",31-080,2.3,127,6,30,76,21,1,127,0,0,,0,,55,287,75,1,0,0,1,1,65,1,Matches
Pedro Ortiz,es ESP,MF,22-227,2.9,209,5,58,142,11,2,209,7,4,57.1,3,42.9,108,454,204,3,1,0,1,2,147,1,Matches
Matías Lacava,ve VEN,"FW,MF",20-161,2.3,98,1,12,39,51,6,98,16,7,43.8,5,31.3,61,523,269,11,6,1,3,4,67,15,Matches
Mohamed Aidara,ci CIV,DF,26-148,2.1,96,22,69,27,1,1,96,0,0,,0,,54,231,132,1,0,0,0,0,58,0,Matches
Monsuru Opeyemi,ng NGA,FW,19-235,0.5,16,0,2,8,6,2,16,1,0,0.0,1,100.0,8,53,30,0,0,0,3,1,11,2,Matches
Friday Etim,ng NGA,"FW,MF",20-317,2.7,129,1,4,54,72,24,129,18,6,33.3,11,61.1,69,423,135,3,4,1,10,7,89,20,Matches
Alejandro Alvarado Jr.,us USA,"FW,MF",19-248,0.8,36,1,7,14,17,4,36,8,4,50.0,4,50.0,21,161,74,3,2,0,3,0,23,4,Matches
Francis Cann,gh GHA,FW,25-055,0.4,26,1,7,9,10,2,26,1,0,0.0,1,100.0,16,71,29,0,0,0,2,2,10,5,Matches
Andrés Sarmiento,co COL,"FW,MF",25-078,0.4,18,0,0,11,7,2,18,3,2,66.7,1,33.3,11,123,41,2,1,0,2,1,10,2,Matches
Squad Total,,,26.5,26.0,13954,1696,4883,5999,3212,473,13952,375,166,44.3,165,44.0,6392,33063,16240,330,230,65,375,171,8046,873,
Opponent Total,,,26.9,26.0,16812,1712,5239,7501,4204,514,16804,477,170,35.6,234,49.1,9259,48638,25136,494,380,80,370,200,11000,1196,
