Player,Nation,Pos,Age,90s,Att,Live,Dead,FK,TB,Sw,Crs,TI,CK,In,Out,Str,Cmp,Off,Blocks,Matches
Fabijan Buntić,hr CRO,GK,26-023,25.0,683,355,325,58,1,2,0,0,0,0,0,0,480,3,0,Matches
Kiko Bondoso,pt POR,FW,27-122,23.3,711,699,8,3,11,8,34,0,1,1,0,0,515,4,28,Matches
Samu,pt POR,MF,26-332,22.1,1016,924,85,31,3,8,48,15,20,13,2,0,768,7,31,Matches
Christian Neiva Afonso,pt POR,DF,28-099,20.3,995,755,235,24,2,4,81,199,12,10,1,0,696,5,25,Matches
Anderson Jesus,br BRA,DF,28-017,20.6,645,623,22,22,0,4,0,0,0,0,0,0,484,0,4,Matches
Raphael Guzzo,pt POR,MF,28-072,18.4,1091,989,99,55,4,3,40,15,24,19,3,0,884,3,28,Matches
Bruno Wilson,pt POR,DF,26-082,17.8,683,640,38,34,0,13,3,3,0,0,0,0,499,5,4,Matches
Nuno Gonçalo Moreira,pt POR,FW,23-276,17.3,577,534,38,9,6,2,47,2,25,16,3,0,385,5,22,Matches
Milutin Osmajić,me MNE,FW,23-237,16.5,256,242,12,0,0,0,5,0,0,0,0,0,156,2,10,Matches
Claudemir de Souza,br BRA,MF,34-357,12.4,671,605,63,33,1,3,5,29,1,0,0,0,554,3,7,Matches
Igor Julião,br BRA,DF,28-208,12.1,470,377,91,9,1,4,21,82,0,0,0,0,337,2,15,Matches
Ivanildo Fernandes,pt POR,DF,26-358,11.8,367,350,17,17,0,0,0,0,0,0,0,0,294,0,1,Matches
Alexis Méndez,us USA,MF,22-194,12.6,519,470,48,25,1,3,40,5,17,14,3,0,385,1,10,Matches
Tomás Costa Silva,pt POR,DF,23-155,9.7,466,366,96,5,0,0,33,91,0,0,0,0,319,4,11,Matches
Kévin Zohi,ml MLI,FW,26-090,7.4,166,162,2,0,2,0,10,2,0,0,0,0,110,2,8,Matches
Matheus Pereira,br BRA,DF,22-088,4.4,272,225,47,2,0,0,14,45,0,0,0,0,195,0,9,Matches
Carlos Isaac,es ESP,DF,24-323,3.9,176,129,46,1,1,0,9,44,1,1,0,0,118,1,5,Matches
Alexander Schmidt,at AUT,FW,25-059,2.9,61,56,3,0,1,0,0,0,0,0,0,0,32,2,3,Matches
Diego Rosa,br BRA,"MF,FW",20-158,2.9,108,89,17,7,2,2,17,2,7,4,2,0,73,2,1,Matches
Osama Rashid,iq IRQ,MF,31-065,2.0,92,82,9,2,0,0,8,0,7,7,0,0,70,1,0,Matches
Matías Lacava,ve VEN,"FW,MF",20-146,2.2,50,48,2,1,0,0,5,1,0,0,0,0,37,0,3,Matches
Pedro Ortiz,es ESP,MF,22-212,1.9,104,100,4,2,0,1,0,2,0,0,0,0,94,0,1,Matches
Mohamed Aidara,ci CIV,DF,26-133,1.8,65,64,1,1,0,0,0,0,0,0,0,0,57,0,0,Matches
Monsuru Opeyemi,ng NGA,FW,19-220,0.5,9,8,1,0,0,0,0,0,0,0,0,0,5,0,0,Matches
Friday Etim,ng NGA,"FW,MF",20-302,2.4,66,60,5,0,2,0,0,1,0,0,0,0,47,1,1,Matches
Alejandro Alvarado Jr.,us USA,"FW,MF",19-233,0.8,19,19,0,0,0,0,1,0,0,0,0,0,10,0,2,Matches
Francis Cann,gh GHA,FW,25-040,0.4,14,14,0,0,0,1,0,0,0,0,0,0,12,0,0,Matches
Andrés Sarmiento,co COL,"FW,MF",25-063,0.4,7,7,0,0,0,0,1,0,0,0,0,0,3,0,1,Matches
Squad Total,,,26.5,25.0,10359,8992,1314,341,38,58,422,538,115,85,14,0,7619,53,230,
Opponent Total,,,26.8,25.0,13437,12042,1362,367,40,115,648,579,166,78,57,2,10672,33,216,
