Player,Nation,Pos,Age,90s,SCA,SCA90,PassLive,PassDead,TO,Sh,Fld,Def,GCA,GCA90,PassLive.1,PassDead.1,TO.1,Sh.1,Fld.1,Def.1,Matches
Fabijan Buntić,hr CRO,GK,26-041,26.0,5,0.19,4,1,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches
Kiko Bondoso,pt POR,FW,27-140,24.3,74,3.05,59,1,8,2,3,1,5,0.21,5,0,0,0,0,0,Matches
Samu,pt POR,MF,26-350,23.1,75,3.25,61,6,1,5,2,0,9,0.39,7,0,1,1,0,0,Matches
Anderson Jesus,br BRA,DF,28-035,21.6,12,0.55,9,1,0,2,0,0,2,0.09,2,0,0,0,0,0,Matches
Christian Neiva Afonso,pt POR,DF,28-117,20.3,51,2.51,32,12,3,1,3,0,2,0.1,1,0,0,0,1,0,Matches
Raphael Guzzo,pt POR,MF,28-090,19.3,33,1.71,25,6,0,1,0,1,4,0.21,2,1,0,0,0,1,Matches
Nuno Gonçalo Moreira,pt POR,FW,23-294,18.0,63,3.48,39,9,3,5,6,1,3,0.17,2,0,0,0,1,0,Matches
Milutin Osmajić,me MNE,FW,23-255,17.2,33,1.92,19,0,2,7,4,1,3,0.17,2,0,0,0,1,0,Matches
Bruno Wilson,pt POR,DF,26-100,17.8,13,0.73,7,1,1,4,0,0,2,0.11,1,0,0,1,0,0,Matches
Ivanildo Fernandes,cv CPV,DF,27-011,12.5,1,0.08,1,0,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches
Claudemir de Souza,br BRA,MF,35-010,12.4,24,1.94,20,3,0,1,0,0,1,0.08,1,0,0,0,0,0,Matches
Igor Julião,br BRA,DF,28-226,12.1,13,1.07,10,1,0,0,2,0,0,0.0,0,0,0,0,0,0,Matches
Tomás Costa Silva,pt POR,DF,23-173,10.7,31,2.91,26,1,1,1,1,1,2,0.19,2,0,0,0,0,0,Matches
Alexis Méndez,us USA,MF,22-212,12.6,41,3.27,31,4,2,3,0,1,4,0.32,3,0,0,1,0,0,Matches
Kévin Zohi,ml MLI,FW,26-108,7.4,20,2.7,11,0,4,4,1,0,2,0.27,1,0,0,1,0,0,Matches
Matheus Pereira,br BRA,DF,22-106,5.4,9,1.68,8,1,0,0,0,0,2,0.37,2,0,0,0,0,0,Matches
Carlos Isaac,es ESP,DF,24-341,3.9,6,1.55,6,0,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches
Alexander Schmidt,at AUT,FW,25-077,2.9,9,3.06,5,0,0,2,1,1,0,0.0,0,0,0,0,0,0,Matches
Diego Rosa,br BRA,"MF,FW",20-176,2.9,3,1.05,0,3,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches
Osama Rashid,iq IRQ,"MF,FW",31-083,2.3,10,4.37,7,2,0,0,0,1,0,0.0,0,0,0,0,0,0,Matches
Pedro Ortiz,es ESP,MF,22-230,2.9,5,1.74,4,0,0,0,0,1,1,0.35,1,0,0,0,0,0,Matches
Matías Lacava,ve VEN,"FW,MF",20-164,2.3,3,1.29,1,0,1,0,1,0,0,0.0,0,0,0,0,0,0,Matches
Mohamed Aidara,ci CIV,DF,26-151,2.1,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches
Monsuru Opeyemi,ng NGA,FW,19-238,0.5,1,2.0,1,0,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches
Friday Etim,ng NGA,"FW,MF",20-320,2.7,12,4.52,8,0,1,1,2,0,1,0.38,1,0,0,0,0,0,Matches
Alejandro Alvarado Jr.,us USA,"FW,MF",19-251,0.8,1,1.3,1,0,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches
Francis Cann,gh GHA,FW,25-058,0.4,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches
Andrés Sarmiento,co COL,"FW,MF",25-081,0.4,2,5.81,1,0,1,0,0,0,0,0.0,0,0,0,0,0,0,Matches
Squad Total,,,26.5,26.0,550,21.15,396,52,28,39,26,9,43,1.65,33,1,1,4,3,1,
Opponent Total,,,26.9,26.0,634,24.38,470,67,22,41,32,2,49,1.88,34,2,5,3,5,0,
