Player,Nation,Pos,Age,90s,Cmp,Att,Cmp%,TotDist,PrgDist,Cmp.1,Att.1,Cmp%.1,Cmp.2,Att.2,Cmp%.2,Cmp.3,Att.3,Cmp%.3,Ast,xAG,xA,A-xAG,KP,1/3,PPA,CrsPA,PrgP,Matches
Fabijan Buntić,hr CRO,GK,26-023,25.0,480,683,70.3,13543,9779,108,109,99.1,214,218,98.2,153,348,44.0,0,0.0,0.3,0.0,0,13,0,0,0,Matches
Kiko Bondoso,pt POR,FW,27-122,23.3,515,711,72.4,7531,2203,308,368,83.7,149,203,73.4,33,61,54.1,2,3.1,3.1,-1.1,38,52,26,4,78,Matches
Samu,pt POR,MF,26-332,22.1,768,1016,75.6,12105,4818,411,474,86.7,268,344,77.9,59,115,51.3,4,3.9,3.9,0.1,28,119,31,4,147,Matches
Christian Neiva Afonso,pt POR,DF,28-099,20.3,696,995,69.9,11651,6480,355,411,86.4,268,366,73.2,64,169,37.9,1,1.6,1.7,-0.6,24,55,21,11,79,Matches
Anderson Jesus,br BRA,DF,28-017,20.6,484,645,75.0,9588,3981,156,189,82.5,270,312,86.5,52,128,40.6,0,0.1,0.3,-0.1,2,23,1,0,19,Matches
Raphael Guzzo,pt POR,MF,28-072,18.4,884,1091,81.0,14192,5498,451,497,90.7,327,388,84.3,73,128,57.0,3,1.3,1.1,1.7,16,82,15,1,103,Matches
Bruno Wilson,pt POR,DF,26-082,17.8,499,683,73.1,10850,5014,158,175,90.3,245,276,88.8,90,214,42.1,1,0.9,0.1,0.1,3,31,1,0,28,Matches
Nuno Gonçalo Moreira,pt POR,FW,23-276,17.3,385,577,66.7,5881,2198,203,253,80.2,115,166,69.3,35,80,43.8,1,2.7,3.1,-1.7,24,28,24,4,70,Matches
Milutin Osmajić,me MNE,FW,23-237,16.5,156,256,60.9,1817,335,100,141,70.9,33,62,53.2,3,7,42.9,0,1.0,0.8,-1.0,11,6,5,0,15,Matches
Claudemir de Souza,br BRA,MF,34-357,12.4,554,671,82.6,9319,3404,261,289,90.3,235,273,86.1,43,79,54.4,1,0.7,0.4,0.3,6,61,3,1,56,Matches
Igor Julião,br BRA,DF,28-208,12.1,337,470,71.7,5586,2239,180,213,84.5,117,155,75.5,31,67,46.3,0,0.4,0.5,-0.4,7,25,8,4,30,Matches
Ivanildo Fernandes,pt POR,DF,26-358,11.8,294,367,80.1,5891,2427,93,110,84.5,160,175,91.4,38,75,50.7,0,0.4,0.0,-0.4,1,12,0,0,21,Matches
Alexis Méndez,us USA,MF,22-194,12.6,385,519,74.2,6276,2628,198,239,82.8,127,163,77.9,41,79,51.9,2,1.8,1.6,0.2,18,66,14,4,65,Matches
Tomás Costa Silva,pt POR,DF,23-155,9.7,319,466,68.5,5198,2381,184,214,86.0,100,156,64.1,28,69,40.6,2,1.2,1.0,0.8,12,30,18,7,40,Matches
Kévin Zohi,ml MLI,FW,26-090,7.4,110,166,66.3,1631,410,53,75,70.7,38,53,71.7,8,14,57.1,2,0.9,0.8,1.1,10,6,7,2,15,Matches
Matheus Pereira,br BRA,DF,22-088,4.4,195,272,71.7,2967,1258,116,130,89.2,61,90,67.8,12,38,31.6,1,0.8,0.4,0.2,5,13,6,3,15,Matches
Carlos Isaac,es ESP,DF,24-323,3.9,118,176,67.0,2094,981,54,62,87.1,50,73,68.5,11,30,36.7,0,0.1,0.1,-0.1,3,8,3,2,6,Matches
Alexander Schmidt,at AUT,FW,25-059,2.9,32,61,52.5,436,134,23,35,65.7,7,14,50.0,2,4,50.0,0,0.7,0.1,-0.7,5,4,2,0,5,Matches
Diego Rosa,br BRA,"MF,FW",20-158,2.9,73,108,67.6,1352,609,34,37,91.9,26,36,72.2,9,28,32.1,0,0.3,0.2,-0.3,3,9,0,0,5,Matches
Osama Rashid,iq IRQ,MF,31-065,2.0,70,92,76.1,1234,490,34,38,89.5,24,29,82.8,11,20,55.0,0,0.4,0.2,-0.4,4,15,0,0,11,Matches
Matías Lacava,ve VEN,"FW,MF",20-146,2.2,37,50,74.0,496,132,19,21,90.5,12,16,75.0,2,3,66.7,0,0.1,0.1,-0.1,1,5,1,1,5,Matches
Pedro Ortiz,es ESP,MF,22-212,1.9,94,104,90.4,1927,533,27,30,90.0,49,51,96.1,15,19,78.9,0,0.0,0.0,0.0,1,7,0,0,5,Matches
Mohamed Aidara,ci CIV,DF,26-133,1.8,57,65,87.7,1054,372,16,16,100.0,34,35,97.1,5,11,45.5,0,0.0,0.0,0.0,0,0,0,0,2,Matches
Monsuru Opeyemi,ng NGA,FW,19-220,0.5,5,9,55.6,83,26,2,4,50.0,3,5,60.0,0,0,,0,0.0,0.0,0.0,0,0,0,0,1,Matches
Friday Etim,ng NGA,"FW,MF",20-302,2.4,47,66,71.2,715,151,22,32,68.8,20,25,80.0,1,1,100.0,0,1.3,0.4,-1.3,9,5,3,0,9,Matches
Alejandro Alvarado Jr.,us USA,"FW,MF",19-233,0.8,10,19,52.6,152,57,4,8,50.0,4,6,66.7,1,1,100.0,0,0.0,0.0,0.0,0,1,0,0,2,Matches
Francis Cann,gh GHA,FW,25-040,0.4,12,14,85.7,200,89,5,5,100.0,4,5,80.0,2,3,66.7,0,0.0,0.1,0.0,0,1,1,0,2,Matches
Andrés Sarmiento,co COL,"FW,MF",25-063,0.4,3,7,42.9,18,0,2,3,66.7,0,1,0.0,0,1,0.0,0,0.0,0.0,0.0,1,0,0,0,0,Matches
Squad Total,,,26.5,25.0,7619,10359,73.5,133787,58627,3577,4178,85.6,2960,3696,80.1,822,1792,45.9,20,23.2,20.5,-3.2,232,677,190,48,834,
Opponent Total,,,26.8,25.0,10672,13437,79.4,198874,71872,4360,4954,88.0,4741,5556,85.3,1321,2271,58.2,19,20.6,25.1,-1.6,262,911,211,68,1153,
