Player,Nation,Pos,Age,90s,CrdY,CrdR,2CrdY,Fls,Fld,Off,Crs,Int,TklW,PKwon,PKcon,OG,Recov,Won,Lost,Won%,Matches
Fabijan Buntić,hr CRO,GK,26-038,26.0,3,0,0,0,0,0,0,0,0,0,0,0,28,7,3,70.0,Matches
Kiko Bondoso,pt POR,FW,27-137,24.3,2,0,0,12,36,5,34,9,17,0,0,0,128,8,35,18.6,Matches
Samu,pt POR,MF,26-347,23.1,6,0,0,53,32,6,54,35,35,0,0,0,126,18,27,40.0,Matches
Anderson Jesus,br BRA,DF,28-032,21.6,7,1,1,19,13,1,0,32,13,0,2,0,73,50,29,63.3,Matches
Christian Neiva Afonso,pt POR,DF,28-114,20.3,8,0,0,34,30,5,81,34,34,0,0,0,119,27,25,51.9,Matches
Raphael Guzzo,pt POR,MF,28-087,19.3,10,1,1,32,23,2,41,30,27,0,1,0,133,9,12,42.9,Matches
Nuno Gonçalo Moreira,pt POR,FW,23-291,18.0,5,0,0,24,33,8,51,20,14,0,0,0,96,9,15,37.5,Matches
Milutin Osmajić,me MNE,FW,23-252,17.2,3,0,0,21,21,13,5,1,2,2,0,0,28,47,88,34.8,Matches
Bruno Wilson,pt POR,DF,26-097,17.8,4,0,0,12,13,3,3,31,10,0,1,0,77,52,38,57.8,Matches
Ivanildo Fernandes,cv CPV,DF,27-008,12.5,1,1,0,12,5,0,0,13,5,0,0,0,42,33,9,78.6,Matches
Claudemir de Souza,br BRA,MF,35-007,12.4,5,0,0,15,4,3,5,15,13,0,1,0,92,13,10,56.5,Matches
Igor Julião,br BRA,DF,28-223,12.1,5,0,0,15,28,5,21,15,12,0,1,0,68,9,8,52.9,Matches
Tomás Costa Silva,pt POR,DF,23-170,10.7,4,1,1,16,21,2,33,17,25,0,0,0,58,17,13,56.7,Matches
Alexis Méndez,us USA,MF,22-209,12.6,7,0,0,18,14,0,40,11,13,0,0,0,86,10,8,55.6,Matches
Kévin Zohi,ml MLI,FW,26-105,7.4,1,0,0,4,8,1,10,4,6,0,0,0,36,6,19,24.0,Matches
Matheus Pereira,br BRA,DF,22-103,5.4,3,0,0,13,5,0,15,6,6,0,0,0,33,7,3,70.0,Matches
Carlos Isaac,es ESP,DF,24-338,3.9,2,0,0,2,6,0,9,5,7,0,0,0,29,5,7,41.7,Matches
Alexander Schmidt,at AUT,FW,25-074,2.9,1,0,0,3,2,1,0,2,2,0,0,0,8,9,20,31.0,Matches
Diego Rosa,br BRA,"MF,FW",20-173,2.9,2,0,0,3,2,0,17,5,5,0,1,0,19,3,2,60.0,Matches
Osama Rashid,iq IRQ,"MF,FW",31-080,2.3,2,0,0,5,1,0,9,2,0,0,0,0,14,7,0,100.0,Matches
Pedro Ortiz,es ESP,MF,22-227,2.9,1,0,0,5,1,0,0,4,5,0,0,0,15,2,2,50.0,Matches
Matías Lacava,ve VEN,"FW,MF",20-161,2.3,0,0,0,8,8,0,6,1,3,0,1,0,14,2,3,40.0,Matches
Mohamed Aidara,ci CIV,DF,26-148,2.1,0,0,0,0,0,0,0,2,1,0,0,0,9,1,1,50.0,Matches
Monsuru Opeyemi,ng NGA,FW,19-235,0.5,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,100.0,Matches
Friday Etim,ng NGA,"FW,MF",20-317,2.7,1,0,0,7,4,1,0,2,1,0,0,0,15,16,17,48.5,Matches
Alejandro Alvarado Jr.,us USA,"FW,MF",19-248,0.8,1,0,0,3,0,0,1,0,0,0,0,0,5,2,3,40.0,Matches
Francis Cann,gh GHA,FW,25-055,0.4,0,0,0,1,1,0,0,1,0,0,0,0,10,0,3,0.0,Matches
Andrés Sarmiento,co COL,"FW,MF",25-078,0.4,0,1,0,3,2,1,1,1,1,0,0,0,1,0,0,,Matches
Squad Total,,,26.5,26.0,85,5,3,340,313,57,436,298,257,2,8,0,1364,371,400,48.1,
Opponent Total,,,26.9,26.0,92,7,4,331,325,34,675,286,211,7,2,4,1448,400,371,51.9,
