Player,Nation,Pos,Age,MP,Starts,Min,90s,GA,GA90,SoTA,Saves,Save%,W,D,L,CS,CS%,PKatt,PKA,PKsv,PKm,Save%.1,Matches
Fabijan Buntić,hr CRO,GK,26-023,25,25,2250,25.0,27,1.08,102,73,79.4,9,5,11,9,36.0,8,6,2,0,25.0,Matches
Squad Total,,,26.5,25,25,2250,25.0,27,1.08,102,73,79.4,9,5,11,9,36.0,8,6,2,0,25.0,
Opponent Total,,,26.8,25,25,2250,25.0,27,1.08,116,91,77.6,11,5,9,9,36.0,2,1,0,1,0.0,
