Player,Nation,Pos,Age,90s,Tkl,TklW,Def 3rd,Mid 3rd,Att 3rd,Tkl.1,Att,Tkl%,Lost,Blocks,Sh,Pass,Int,Tkl+Int,Clr,Err,Matches
Aaron Ramsdale,eng ENG,GK,24-324,29.0,1,1,1,0,0,1,1,100.0,0,0,0,0,0,1,14,5,Matches
Gabriel Dos Santos,br BRA,DF,25-105,28.9,37,23,23,11,3,13,20,65.0,7,37,21,16,22,59,97,2,Matches
Bukayo Saka,eng ENG,FW,21-210,27.0,40,23,15,10,15,12,27,44.4,15,31,0,31,13,53,18,0,Matches
Martin Ødegaard,no NOR,MF,24-107,26.6,29,18,9,13,7,10,34,29.4,24,14,3,11,4,33,7,0,Matches
Granit Xhaka,ch SUI,MF,30-188,26.4,27,21,9,14,4,13,31,41.9,18,24,9,15,12,39,35,1,Matches
Martinelli,br BRA,FW,21-289,26.0,19,11,8,5,6,3,15,20.0,12,20,1,19,9,28,12,0,Matches
William Saliba,fr FRA,DF,22-010,26.8,34,20,23,9,2,15,18,83.3,3,13,10,3,19,53,85,4,Matches
Ben White,eng ENG,DF,25-177,24.9,49,28,19,24,6,33,51,64.7,18,33,7,26,16,65,62,0,Matches
Thomas Partey,gh GHA,MF,29-294,21.3,53,31,13,28,12,23,43,53.5,20,19,5,14,23,76,34,1,Matches
Oleksandr Zinchenko,ua UKR,DF,26-109,19.3,35,16,14,13,8,20,33,60.6,13,17,1,16,18,53,26,2,Matches
Gabriel Jesus,br BRA,FW,26-000,14.6,21,18,11,5,5,8,18,44.4,10,17,2,15,8,29,10,1,Matches
Eddie Nketiah,eng ENG,FW,23-308,11.1,12,9,5,2,5,2,7,28.6,5,7,1,6,1,13,7,0,Matches
Leandro Trossard,be BEL,FW,28-120,6.0,7,5,2,1,4,4,8,50.0,4,9,0,9,4,11,0,0,Matches
Takehiro Tomiyasu,jp JPN,DF,24-149,7.4,27,18,12,10,5,13,18,72.2,5,7,0,7,14,41,15,1,Matches
Kieran Tierney,sct SCO,DF,25-302,5.9,11,6,6,4,1,4,6,66.7,2,6,1,5,9,20,15,0,Matches
Jorginho,it ITA,MF,31-104,4.3,9,5,2,6,1,1,10,10.0,9,3,1,2,4,13,3,0,Matches
Fabio Vieira,pt POR,"MF,FW",22-308,4.6,6,4,3,0,3,3,5,60.0,2,5,0,5,4,10,1,0,Matches
Rob Holding,eng ENG,DF,27-195,2.2,4,3,2,2,0,2,2,100.0,0,2,1,1,0,4,10,0,Matches
Albert Sambi Lokonga,be BEL,MF,23-163,2.2,1,1,0,0,1,0,2,0.0,2,1,0,1,5,6,2,0,Matches
Mohamed Elneny,eg EGY,MF,30-266,1.3,1,1,1,0,0,1,1,100.0,0,0,0,0,0,1,0,0,Matches
Emile Smith Rowe,eng ENG,"FW,MF",22-249,1.4,1,1,1,0,0,1,2,50.0,1,0,0,0,0,1,2,0,Matches
Reiss Nelson,eng ENG,FW,23-114,1.2,2,1,2,0,0,2,2,100.0,0,1,0,1,0,2,1,0,Matches
Cédric Soares,pt POR,DF,31-215,0.3,0,0,0,0,0,0,1,0.0,1,1,0,1,0,0,1,0,Matches
Jakub Kiwior,pl POL,DF,23-047,0.1,1,0,1,0,0,1,1,100.0,0,0,0,0,0,1,0,0,Matches
Marquinhos,br BRA,MF,19-361,0.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,Matches
Ethan Nwaneri,eng ENG,FW,16-013,0.0,0,0,0,0,0,0,0,,0,1,0,1,0,0,0,0,Matches
Squad Total,,,25.2,29.0,427,264,182,157,88,185,356,52.0,171,268,63,205,185,612,457,17,
Opponent Total,,,27.4,29.0,521,299,311,162,48,224,491,45.6,267,424,159,265,273,794,668,14,
