Player,Nation,Pos,Age,MP,Starts,Min,90s,GA,GA90,SoTA,Saves,Save%,W,D,L,CS,CS%,PKatt,PKA,PKsv,PKm,Save%.1,Matches
Aaron Ramsdale,eng ENG,GK,24-309,27,27,2430,27.0,25,0.93,85,61,72.9,21,3,3,12,44.4,3,2,0,1,0.0,Matches
Squad Total,,,25.1,27,27,2430,27.0,25,0.93,85,61,72.9,21,3,3,12,44.4,3,2,0,1,0.0,
Opponent Total,,,27.5,27,27,2430,27.0,62,2.3,142,83,57.7,3,3,21,2,7.4,2,2,0,0,0.0,
