Player,Nation,Pos,Age,90s,GA,PKA,FK,CK,OG,PSxG,PSxG/SoT,PSxG+/-,/90,Cmp,Att,Cmp%,Att.1,Thr,Launch%,AvgLen,Att.2,Launch%.1,AvgLen.1,Opp,Stp,Stp%,#OPA,#OPA/90,AvgDist,Matches
Aaron Ramsdale,eng ENG,GK,24-327,29.0,27,2,0,5,1,26.8,0.27,0.8,0.03,84,312,26.9,704,138,35.4,33.4,108,58.3,48.6,297,15,5.1,35,1.21,16.7,Matches
Squad Total,,,25.2,29.0,27,2,0,5,1,26.8,0.27,0.8,0.03,84,312,26.9,704,138,35.4,33.4,108,58.3,48.6,297,15,5.1,35,1.21,16.7,
Opponent Total,,,27.4,29.0,70,3,0,11,3,53.3,0.34,-13.7,-0.47,170,473,35.9,727,109,42.4,35.9,245,67.3,48.7,408,29,7.1,29,1.0,13.4,
