Player,Nation,Pos,Age,90s,CrdY,CrdR,2CrdY,Fls,Fld,Off,Crs,Int,TklW,PKwon,PKcon,OG,Recov,Won,Lost,Won%,Matches
Gabriel Dos Santos,br BRA,DF,25-090,27.0,4,0,0,15,33,1,3,21,23,0,1,0,133,58,53,52.3,Matches
Aaron Ramsdale,eng ENG,GK,24-309,27.0,0,0,0,0,3,0,0,0,1,0,0,0,23,4,0,100.0,Matches
William Saliba,fr FRA,DF,21-360,26.8,4,0,0,19,13,0,1,19,20,0,2,1,206,53,43,55.2,Matches
Bukayo Saka,eng ENG,FW,21-195,25.7,5,0,0,31,45,6,119,13,23,0,0,0,94,9,29,23.7,Matches
Martin Ødegaard,no NOR,MF,24-092,24.6,4,0,0,24,19,1,75,4,14,0,0,0,130,10,17,37.0,Matches
Granit Xhaka,ch SUI,MF,30-173,24.5,3,0,0,17,31,2,32,10,16,0,0,0,115,28,23,54.9,Matches
Martinelli,br BRA,FW,21-274,24.1,3,0,0,31,30,8,94,8,11,0,0,0,81,11,46,19.3,Matches
Ben White,eng ENG,DF,25-162,23.0,4,0,0,14,20,1,46,13,26,0,0,0,97,23,29,44.2,Matches
Thomas Partey,gh GHA,MF,29-279,19.7,2,0,0,24,13,0,6,22,29,0,0,0,169,24,19,55.8,Matches
Oleksandr Zinchenko,ua UKR,DF,26-094,17.7,2,0,0,2,9,1,33,16,15,0,0,0,118,35,13,72.9,Matches
Gabriel Jesus,br BRA,FW,25-350,13.7,4,0,0,24,38,8,7,8,17,1,0,0,43,25,48,34.2,Matches
Eddie Nketiah,eng ENG,FW,23-293,11.1,2,0,0,27,24,8,4,1,9,1,0,0,30,10,31,24.4,Matches
Takehiro Tomiyasu,jp JPN,DF,24-134,7.4,2,0,0,6,3,0,12,14,18,0,0,0,42,17,20,45.9,Matches
Leandro Trossard,be BEL,FW,28-105,4.3,0,0,0,6,7,2,29,2,5,0,0,0,17,0,2,0.0,Matches
Kieran Tierney,sct SCO,DF,25-287,5.5,0,0,0,4,4,0,14,9,6,0,0,0,27,2,11,15.4,Matches
Jorginho,it ITA,MF,31-089,3.9,0,0,0,3,4,0,2,4,4,0,0,0,26,6,7,46.2,Matches
Fabio Vieira,pt POR,"MF,FW",22-293,4.6,0,0,0,3,3,0,13,4,4,0,0,0,30,1,4,20.0,Matches
Albert Sambi Lokonga,be BEL,MF,23-148,2.2,0,0,0,1,5,0,0,5,1,0,0,0,14,3,2,60.0,Matches
Mohamed Elneny,eg EGY,MF,30-251,1.3,0,0,0,1,1,0,0,0,1,0,0,0,10,0,2,0.0,Matches
Emile Smith Rowe,eng ENG,"FW,MF",22-234,1.2,0,0,0,1,1,1,5,0,1,0,0,0,4,0,2,0.0,Matches
Reiss Nelson,eng ENG,FW,23-099,1.2,0,0,0,3,2,0,7,0,1,0,0,0,8,1,3,25.0,Matches
Cédric Soares,pt POR,DF,31-200,0.3,0,0,0,1,0,0,3,0,0,0,0,0,0,0,1,0.0,Matches
Rob Holding,eng ENG,DF,27-180,0.2,0,0,0,0,0,0,0,0,1,0,0,0,2,1,1,50.0,Matches
Marquinhos,br BRA,MF,19-346,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Matches
Ethan Nwaneri,eng ENG,FW,15-363,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Matches
Squad Total,,,25.1,27.0,39,0,0,257,308,39,505,173,246,2,3,1,1419,321,406,44.2,
Opponent Total,,,27.5,27.0,59,1,0,319,242,67,375,242,277,2,2,3,1298,406,321,55.8,
