Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Touches,Touches,Touches,Touches,Touches,Touches,Touches,Take-Ons,Take-Ons,Take-Ons,Take-Ons,Take-Ons,Carries,Carries,Carries,Carries,Carries,Carries,Carries,Carries,Receiving,Receiving,Unnamed: 27_level_0
Player,Nation,Pos,Age,90s,Touches,Def Pen,Def 3rd,Mid 3rd,Att 3rd,Att Pen,Live,Att,Succ,Succ%,Tkld,Tkld%,Carries,TotDist,PrgDist,PrgC,1/3,CPA,Mis,Dis,Rec,PrgR,Matches
James Tarkowski,eng ENG,DF,30-082,21.0,1333,226,696,603,42,33,1333,6,5,83.3,1,16.7,654,3063,1657,8,2,0,12,3,828,4,Matches
Alex Iwobi,ng NGA,MF,26-282,20.8,1105,33,215,552,357,32,1105,40,18,45.0,20,50.0,662,3488,1574,38,30,4,38,29,764,81,Matches
Vitaliy Mykolenko,ua UKR,"DF,MF",23-256,19.8,1112,79,387,489,246,16,1112,17,7,41.2,10,58.8,477,2087,1088,25,25,3,16,6,578,47,Matches
Jordan Pickford,eng ENG,GK,28-339,20.0,800,597,780,21,0,0,800,0,0,,0,,427,2605,1715,0,0,0,1,1,339,0,Matches
Conor Coady,eng ENG,DF,29-349,18.9,1135,202,671,447,25,9,1135,3,0,0.0,2,66.7,725,3444,2034,4,4,0,6,2,815,1,Matches
Demarai Gray,eng ENG,"FW,MF",26-226,18.7,851,17,77,320,464,69,850,57,16,28.1,28,49.1,506,3851,1878,66,42,35,53,38,558,129,Matches
Amadou Onana,be BEL,MF,21-177,16.5,832,39,191,492,164,30,832,38,15,39.5,16,42.1,429,2403,1068,22,22,4,26,9,554,23,Matches
Idrissa Gana Gueye,sn SEN,MF,33-136,13.6,811,36,244,472,105,3,811,13,5,38.5,5,38.5,439,2241,1108,15,14,0,17,9,478,9,Matches
Anthony Gordon,eng ENG,FW,21-350,12.2,464,13,87,165,218,47,464,45,11,24.4,29,64.4,252,1875,704,28,23,13,32,23,290,67,Matches
Nathan Patterson,sct SCO,"DF,MF",21-116,11.0,661,49,233,240,195,16,661,20,9,45.0,10,50.0,270,1600,655,13,11,2,19,9,344,42,Matches
Dwight McNeil,eng ENG,"FW,DF",23-079,10.9,539,16,96,216,232,21,539,38,15,39.5,21,55.3,282,1961,712,27,15,5,22,15,327,47,Matches
Séamus Coleman,ie IRL,DF,34-121,9.5,513,44,191,206,122,8,513,16,6,37.5,7,43.8,238,1109,503,8,6,1,19,5,273,18,Matches
Dominic Calvert-Lewin,eng ENG,FW,25-330,8.1,225,6,17,99,115,36,225,18,10,55.6,6,33.3,115,610,223,11,5,8,24,11,176,30,Matches
Neal Maupay,fr FRA,FW,26-179,7.9,230,1,18,104,111,25,230,9,3,33.3,6,66.7,132,582,196,7,4,3,25,13,171,34,Matches
Tom Davies,eng ENG,MF,24-224,4.6,232,10,58,138,36,10,232,3,1,33.3,2,66.7,106,443,212,2,1,0,11,1,152,7,Matches
Mason Holgate,eng ENG,DF,26-110,3.6,198,27,87,100,11,4,198,3,3,100.0,0,0.0,78,368,247,4,2,0,2,0,109,2,Matches
Abdoulaye Doucouré,ml MLI,MF,30-039,3.5,174,6,42,82,52,11,174,3,2,66.7,1,33.3,97,416,219,2,2,0,3,2,113,6,Matches
Yerry Mina,co COL,DF,28-139,2.6,207,25,92,107,9,3,207,0,0,,0,,120,603,328,1,1,0,3,0,141,1,Matches
Ben Godfrey,eng ENG,DF,25-025,2.3,109,10,46,53,13,3,109,2,1,50.0,1,50.0,61,295,129,0,1,0,2,0,62,0,Matches
Salomón Rondón,ve VEN,FW,33-146,1.2,36,1,2,15,19,4,36,1,1,100.0,0,0.0,16,33,3,0,1,0,1,1,32,7,Matches
Asmir Begović,ba BIH,GK,35-234,1.0,33,31,33,0,0,0,33,0,0,,0,,19,75,47,0,0,0,0,0,13,0,Matches
James Garner,eng ENG,MF,21-333,1.6,99,6,18,57,26,4,99,2,1,50.0,1,50.0,51,280,73,1,2,1,1,1,54,1,Matches
Dele Alli,eng ENG,MF,26-304,0.4,20,0,1,8,11,2,20,1,0,0.0,1,100.0,11,30,3,0,0,0,3,1,14,1,Matches
Isaac Price,nir NIR,MF,19-136,0.4,17,1,5,10,2,0,17,1,1,100.0,0,0.0,10,40,12,1,0,0,1,0,13,0,Matches
Rúben Vinagre,pt POR,"DF,MF",23-306,0.3,31,1,7,16,9,0,31,3,1,33.3,0,0.0,15,98,52,2,1,0,1,1,17,1,Matches
Thomas Cannon,ie IRL,FW,20-043,0.3,8,0,0,2,6,4,8,1,0,0.0,0,0.0,6,34,7,1,0,0,0,0,7,2,Matches
Michael Keane,eng ENG,DF,30-029,0.3,10,4,6,1,3,0,10,0,0,,0,,1,6,5,0,0,0,1,0,3,0,Matches
Ellis Simms,eng ENG,FW,22-035,0.2,5,0,0,4,2,0,5,0,0,,0,,3,11,10,0,1,0,0,0,4,2,Matches
Squad Total,,,26.9,21.0,11790,1480,4300,5019,2595,390,11789,340,131,38.5,167,49.1,6202,33651,16462,286,215,79,339,180,7229,562,
Opponent Total,,,27.2,21.0,13483,1226,3998,5998,3602,589,13481,307,119,38.8,156,50.8,7679,40379,21811,435,286,129,319,227,9005,926,
