Player,Nation,Pos,Age,90s,CrdY,CrdR,2CrdY,Fls,Fld,Off,Crs,Int,TklW,PKwon,PKcon,OG,Recov,Won,Lost,Won%,Matches
Carel Eiting,nl NED,MF,25-054,26.7,2,0,0,21,17,2,102,24,27,0,0,0,180,19,23,45.2,Matches
Filip Stankovic,rs SRB,GK,21-040,26.0,2,0,0,0,5,0,0,1,4,0,0,1,36,5,1,83.3,Matches
Derry Murkin,eng ENG,DF,23-253,24.8,2,0,0,24,18,0,66,42,35,0,1,0,174,40,38,51.3,Matches
Damon Mirani,nl NED,"DF,MF",26-328,22.5,0,0,0,12,11,1,1,30,23,0,0,2,115,52,64,44.8,Matches
Brian Plat,nl NED,DF,23-001,22.0,6,0,0,30,18,0,22,32,58,0,1,1,150,48,45,51.6,Matches
Xavier Mbuyamba,nl NED,DF,21-096,20.8,2,1,0,30,3,3,0,26,24,0,0,0,109,56,68,45.2,Matches
Benaissa Benamar,ma MAR,"DF,MF",25-363,19.3,4,0,0,14,3,0,3,19,17,0,0,0,124,35,22,61.4,Matches
Robert Mühren,nl NED,"FW,MF",33-323,17.4,1,0,0,15,7,16,5,10,8,0,0,0,38,27,54,33.3,Matches
Gaetano Oristanio,it ITA,"MF,FW",20-190,16.1,4,1,0,32,44,7,24,15,10,0,0,0,95,21,30,41.2,Matches
Daryl van Mieghem,nl NED,"FW,MF",33-122,15.7,3,0,0,7,9,1,60,5,6,0,0,0,93,2,13,13.3,Matches
Bilal Ould-Chikh,ma MAR,"FW,MF",25-252,10.5,2,1,0,8,19,2,55,6,4,0,0,0,43,2,7,22.2,Matches
Calvin Twigt,nl NED,MF,20-066,8.5,0,0,0,10,11,0,1,14,14,0,0,0,80,11,11,50.0,Matches
Oskar Buur,dk DEN,"DF,MF",25-006,7.2,0,0,0,4,4,1,11,3,13,0,0,0,44,4,4,50.0,Matches
Ibrahim El Kadiri,nl NED,"FW,MF",21-073,7.9,0,0,0,9,3,2,40,3,9,0,0,0,52,3,5,37.5,Matches
Florent da Silva,fr FRA,MF,20-004,7.4,0,0,0,7,4,0,6,8,6,0,0,0,53,7,6,53.8,Matches
Henk Veerman,nl NED,FW,29-280,10.9,1,0,0,6,1,15,5,0,2,0,0,0,19,27,43,38.6,Matches
Josh Flint,eng ENG,DF,22-175,7.1,2,0,0,9,4,0,2,5,6,0,0,0,32,21,19,52.5,Matches
Francesco Antonucci,be BEL,"MF,FW",23-290,4.8,1,0,0,5,10,1,6,2,3,0,0,0,25,0,1,0.0,Matches
Dean James,nl NED,DF,22-341,4.8,0,0,0,7,2,0,7,11,3,0,0,0,32,3,5,37.5,Matches
Walid Ould-Chikh,ma MAR,"MF,FW",23-151,6.0,1,0,0,5,17,0,8,5,13,0,0,0,32,6,10,37.5,Matches
Achraf Douiri,nl NED,"DF,FW",23-130,3.1,2,0,0,6,2,0,7,3,10,0,0,0,20,0,1,0.0,Matches
Billy van Duijl,nl NED,DF,17-184,1.6,0,0,0,0,0,0,0,3,1,0,0,0,6,0,3,0.0,Matches
Lequincio Zeefuik,nl NED,"FW,MF",18-131,2.4,1,0,0,4,3,0,2,0,2,0,0,0,7,12,9,57.1,Matches
Barry Lauwers,nl NED,GK,23-128,1.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,Matches
Imran Nazih,nl NED,MF,17-071,0.6,0,0,0,0,1,0,0,0,2,0,0,0,4,0,1,0.0,Matches
Jordi Blom,nl NED,FW,20-305,0.5,0,0,0,1,0,0,2,0,1,0,0,0,4,0,0,,Matches
Joey Antonioli,nl NED,MF,19-112,0.4,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3,25.0,Matches
Deron Payne,nl NED,DF,20-193,0.1,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,,Matches
Flip Klomp,nl NED,MF,21-170,0.1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,,Matches
Givairo Read,,DF,,0.1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,Matches
Squad Total,,,24.6,27.0,36,3,0,267,216,51,435,267,302,0,2,4,1572,402,486,45.3,
Opponent Total,,,25.6,27.0,30,1,0,231,251,54,610,189,269,1,0,0,1679,486,402,54.7,
