Player,Nation,Pos,Age,90s,Gls,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,Dist,FK,PK,PKatt,xG,npxG,npxG/Sh,G-xG,np:G-xG,Matches
Carel Eiting,nl NED,MF,25-054,26.7,3,20,6,30.0,0.75,0.22,0.15,0.5,18.2,1,0,0,1.4,1.4,0.07,1.6,1.6,Matches
Filip Stankovic,rs SRB,GK,21-040,26.0,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
Derry Murkin,eng ENG,DF,23-253,24.8,0,19,3,15.8,0.77,0.12,0.0,0.0,23.7,0,0,0,0.8,0.8,0.04,-0.8,-0.8,Matches
Damon Mirani,nl NED,"DF,MF",26-328,22.5,1,10,3,30.0,0.45,0.13,0.1,0.33,10.9,0,0,0,1.6,1.6,0.16,-0.6,-0.6,Matches
Brian Plat,nl NED,DF,23-001,22.0,0,10,3,30.0,0.46,0.14,0.0,0.0,19.9,0,0,0,0.4,0.4,0.04,-0.4,-0.4,Matches
Xavier Mbuyamba,nl NED,DF,21-096,20.8,2,11,6,54.5,0.53,0.29,0.18,0.33,8.4,0,0,0,1.1,1.1,0.1,0.9,0.9,Matches
Benaissa Benamar,ma MAR,"DF,MF",25-363,19.3,2,6,3,50.0,0.31,0.16,0.33,0.67,16.8,0,0,0,0.7,0.7,0.12,1.3,1.3,Matches
Robert Mühren,nl NED,"FW,MF",33-323,17.4,5,46,16,34.8,2.64,0.92,0.11,0.31,14.9,1,0,0,6.5,6.5,0.14,-1.5,-1.5,Matches
Gaetano Oristanio,it ITA,"MF,FW",20-190,16.1,1,45,15,33.3,2.79,0.93,0.02,0.07,18.1,2,0,0,3.7,3.7,0.08,-2.7,-2.7,Matches
Daryl van Mieghem,nl NED,"FW,MF",33-122,15.7,6,29,12,41.4,1.85,0.77,0.21,0.5,18.9,1,0,0,4.1,4.1,0.14,1.9,1.9,Matches
Bilal Ould-Chikh,ma MAR,"FW,MF",25-252,10.5,2,18,5,27.8,1.72,0.48,0.11,0.4,21.9,0,0,0,1.2,1.2,0.07,0.8,0.8,Matches
Calvin Twigt,nl NED,MF,20-066,8.5,1,3,1,33.3,0.35,0.12,0.33,1.0,22.3,0,0,0,0.5,0.5,0.16,0.5,0.5,Matches
Oskar Buur,dk DEN,"DF,MF",25-006,7.2,1,4,1,25.0,0.55,0.14,0.25,1.0,13.3,0,0,0,0.3,0.3,0.07,0.7,0.7,Matches
Ibrahim El Kadiri,nl NED,"FW,MF",21-073,7.9,0,19,4,21.1,2.41,0.51,0.0,0.0,20.1,0,0,0,0.8,0.8,0.04,-0.8,-0.8,Matches
Florent da Silva,fr FRA,MF,20-004,7.4,1,4,1,25.0,0.54,0.13,0.25,1.0,19.1,0,0,0,0.7,0.7,0.18,0.3,0.3,Matches
Henk Veerman,nl NED,FW,29-280,10.9,3,26,10,38.5,2.38,0.91,0.12,0.3,12.6,0,0,0,4.0,4.0,0.16,-1.0,-1.0,Matches
Josh Flint,eng ENG,DF,22-175,7.1,0,3,1,33.3,0.42,0.14,0.0,0.0,8.7,0,0,0,0.3,0.3,0.1,-0.3,-0.3,Matches
Francesco Antonucci,be BEL,"MF,FW",23-290,4.8,0,12,6,50.0,2.48,1.24,0.0,0.0,24.7,0,0,0,0.4,0.4,0.04,-0.4,-0.4,Matches
Dean James,nl NED,DF,22-341,4.8,0,1,0,0.0,0.21,0.0,0.0,,16.6,0,0,0,0.1,0.1,0.06,-0.1,-0.1,Matches
Walid Ould-Chikh,ma MAR,"MF,FW",23-151,6.0,1,14,5,35.7,2.35,0.84,0.07,0.2,22.7,0,0,0,1.0,1.0,0.07,0.0,0.0,Matches
Achraf Douiri,nl NED,"DF,FW",23-130,3.1,0,2,0,0.0,0.64,0.0,0.0,,17.7,0,0,0,0.1,0.1,0.05,-0.1,-0.1,Matches
Billy van Duijl,nl NED,DF,17-184,1.6,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
Lequincio Zeefuik,nl NED,"FW,MF",18-131,2.4,2,7,5,71.4,2.97,2.12,0.29,0.4,11.8,0,0,0,1.2,1.2,0.17,0.8,0.8,Matches
Barry Lauwers,nl NED,GK,23-128,1.0,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
Imran Nazih,nl NED,MF,17-071,0.6,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
Jordi Blom,nl NED,FW,20-305,0.5,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
Joey Antonioli,nl NED,MF,19-112,0.4,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
Deron Payne,nl NED,DF,20-193,0.1,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
Flip Klomp,nl NED,MF,21-170,0.1,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
Givairo Read,,DF,,0.1,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
Squad Total,,,24.6,27.0,31,309,106,34.3,11.44,3.93,0.1,0.29,17.6,5,0,0,30.7,30.7,0.1,0.3,0.3,
Opponent Total,,,25.6,27.0,52,454,166,36.6,16.81,6.15,0.11,0.3,16.6,15,2,2,50.0,48.4,0.11,2.0,1.6,
