Player,Nation,Pos,Age,90s,Att,Live,Dead,FK,TB,Sw,Crs,TI,CK,In,Out,Str,Cmp,Off,Blocks,Matches
Maya Yoshida,jp JPN,DF,34-207,24.9,1203,1140,58,53,2,12,8,4,0,0,0,0,917,5,7,Matches
Tom Krauß,de GER,MF,21-270,22.7,657,633,21,5,1,0,10,1,0,0,0,0,481,3,22,Matches
Marius Bülter,de GER,"FW,MF",29-355,21.3,559,544,10,0,3,4,84,10,0,0,0,0,329,5,29,Matches
Cédric Brunner,ch SUI,DF,29-030,19.6,879,675,202,14,1,2,45,188,0,0,0,0,586,2,23,Matches
Alex Král,cz CZE,MF,24-304,17.2,522,505,14,6,2,2,14,0,0,0,0,0,344,3,17,Matches
Alexander Schwolow,de GER,GK,30-290,17.0,637,454,180,47,0,0,0,0,0,0,0,0,425,3,0,Matches
Simon Terodde,de GER,FW,35-017,15.2,253,226,27,0,1,2,2,2,0,0,0,0,169,0,7,Matches
Henning Matriciani,de GER,DF,23-005,13.4,565,465,99,17,0,1,7,81,0,0,0,0,420,1,14,Matches
Dominick Drexler,de GER,"MF,FW",32-297,11.3,346,326,18,2,1,0,25,12,3,2,0,0,224,2,17,Matches
Rodrigo Zalazar,uy URU,"MF,FW",23-219,9.4,249,196,51,22,2,1,59,2,26,14,9,2,146,2,14,Matches
Thomas Ouwejan,nl NED,DF,26-170,9.0,464,310,147,30,0,2,87,81,36,20,16,0,279,7,15,Matches
Tobias Mohr,de GER,"DF,MF",27-207,8.7,479,350,128,29,1,10,77,77,21,8,12,0,296,1,17,Matches
Ralf Fährmann,de GER,GK,34-173,8.0,313,227,86,28,0,0,0,0,0,0,0,0,225,0,0,Matches
Moritz Jenz,de GER,DF,23-323,8.0,360,330,29,24,0,2,1,0,0,0,0,0,278,1,3,Matches
Michael Frey,ch SUI,FW,28-243,6.8,162,158,3,0,2,0,6,1,0,0,0,0,90,1,8,Matches
Jere Uronen,fi FIN,DF,28-249,4.7,241,175,63,7,0,0,20,52,4,1,3,0,173,3,6,Matches
Florian Flick,de GER,MF,22-322,5.7,185,180,3,3,0,1,1,0,0,0,0,0,129,2,3,Matches
Kenan Karaman,tr TUR,FW,29-014,5.5,106,104,1,0,0,0,11,1,0,0,0,0,64,1,4,Matches
Jordan Larsson,se SWE,"FW,MF",25-272,5.1,117,112,5,1,0,1,2,2,2,1,1,0,87,0,5,Matches
Soichiro Kozuki,jp JPN,"FW,MF",22-087,4.2,85,83,2,0,0,1,15,1,1,0,1,0,52,0,4,Matches
Sebastian Polter,de GER,"FW,MF",31-352,5.2,116,104,7,0,0,1,2,0,0,0,0,0,63,5,3,Matches
Danny Latza,de GER,MF,33-102,5.1,220,200,20,6,0,2,13,2,6,4,1,0,173,0,7,Matches
Florent Mollet,fr FRA,MF,31-120,4.6,152,138,14,4,0,0,9,2,4,2,2,0,113,0,7,Matches
Sepp van den Berg,nl NED,DF,21-089,3.6,152,148,4,4,0,3,0,0,0,0,0,0,127,0,0,Matches
Mehmet-Can Aydin,de GER,"DF,FW",21-038,5.4,211,165,42,2,1,0,21,39,1,0,0,0,123,4,10,Matches
Malick Thiaw,de GER,DF,21-223,3.0,123,121,2,2,0,1,0,0,0,0,0,0,108,0,0,Matches
Tim Skarke,de GER,"FW,MF",26-193,2.4,74,67,6,1,0,0,12,2,3,0,3,0,43,1,6,Matches
Éder Álvarez Balanta,co COL,MF,30-019,2.1,63,59,2,1,1,1,1,0,1,0,1,0,42,2,1,Matches
Leo Greiml,at AUT,DF,21-259,2.5,125,123,2,2,0,0,2,0,0,0,0,0,100,0,1,Matches
Marcin Kamiński,pl POL,DF,31-063,1.0,20,18,2,1,0,1,0,0,0,0,0,0,15,0,0,Matches
Kerim Calhanoglu,de GER,DF,20-205,0.7,42,25,17,2,0,0,2,14,1,0,1,0,30,0,3,Matches
Andreas Ivan,ro ROU,MF,28-068,0.5,11,10,0,0,0,0,0,0,0,0,0,0,9,1,0,Matches
Timothée Kolodziejczak,fr FRA,DF,31-169,0.3,17,14,3,0,0,0,1,3,0,0,0,0,14,0,0,Matches
Sidi Sané,de GER,FW,19-332,0.3,7,7,0,0,0,0,0,0,0,0,0,0,7,0,0,Matches
Squad Total,,,28.2,25.0,9715,8392,1268,313,18,50,537,577,109,52,50,2,6681,55,253,
Opponent Total,,,27.1,25.0,12257,10881,1334,364,29,110,487,569,157,83,54,1,9279,42,255,
