Player,Nation,Pos,Age,90s,Tkl,TklW,Def 3rd,Mid 3rd,Att 3rd,Tkl.1,Att,Tkl%,Lost,Blocks,Sh,Pass,Int,Tkl+Int,Clr,Err,Matches
Maya Yoshida,jp JPN,DF,34-225,25.9,31,20,18,13,0,16,24,66.7,8,34,27,7,45,76,123,1,Matches
Tom Krauß,de GER,MF,21-288,23.5,99,58,36,53,10,42,86,48.8,44,33,4,29,31,130,22,0,Matches
Marius Bülter,de GER,"FW,MF",30-008,22.3,18,10,8,6,4,10,25,40.0,15,26,1,25,10,28,13,0,Matches
Cédric Brunner,ch SUI,DF,29-048,20.6,31,22,21,8,2,25,37,67.6,12,21,6,15,35,66,64,0,Matches
Alex Král,cz CZE,MF,24-322,18.2,29,19,9,18,2,14,29,48.3,15,27,4,23,14,43,38,0,Matches
Alexander Schwolow,de GER,GK,30-308,17.0,0,0,0,0,0,0,0,,0,0,0,0,1,1,6,2,Matches
Simon Terodde,de GER,FW,35-035,15.6,14,7,4,6,4,2,10,20.0,8,6,2,4,6,20,6,0,Matches
Henning Matriciani,de GER,DF,23-023,14.4,33,16,22,8,3,17,42,40.5,25,18,9,9,15,48,37,0,Matches
Dominick Drexler,de GER,"MF,FW",32-315,11.8,18,13,9,7,2,5,16,31.3,11,14,1,13,4,22,9,0,Matches
Rodrigo Zalazar,uy URU,"MF,FW",23-237,10.4,12,7,5,6,1,7,18,38.9,11,12,1,11,5,17,10,0,Matches
Ralf Fährmann,de GER,GK,34-191,9.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,6,2,Matches
Thomas Ouwejan,nl NED,DF,26-188,9.0,19,8,13,5,1,6,10,60.0,4,17,4,13,13,32,24,0,Matches
Tobias Mohr,de GER,"DF,MF",27-225,8.8,7,4,3,4,0,2,7,28.6,5,13,5,8,8,15,19,0,Matches
Moritz Jenz,de GER,DF,23-341,8.0,12,9,6,5,1,4,6,66.7,2,13,8,5,7,19,36,1,Matches
Michael Frey,ch SUI,FW,28-261,7.5,10,4,1,6,3,2,11,18.2,9,5,0,5,1,11,1,0,Matches
Jere Uronen,fi FIN,DF,28-267,4.7,6,4,3,3,0,2,5,40.0,3,4,2,2,4,10,6,0,Matches
Florian Flick,de GER,MF,22-340,5.7,12,3,7,5,0,4,14,28.6,10,9,3,6,4,16,18,0,Matches
Kenan Karaman,tr TUR,FW,29-032,5.5,6,4,1,3,2,0,3,0.0,3,5,0,5,2,8,6,0,Matches
Jordan Larsson,se SWE,"FW,MF",25-290,5.1,8,5,1,7,0,2,9,22.2,7,9,0,9,4,12,3,0,Matches
Soichiro Kozuki,jp JPN,"FW,MF",22-105,4.2,6,4,3,3,0,4,6,66.7,2,5,0,5,3,9,3,0,Matches
Sebastian Polter,de GER,"FW,MF",32-005,5.2,4,3,0,4,0,1,3,33.3,2,3,0,3,0,4,6,0,Matches
Danny Latza,de GER,MF,33-120,5.1,10,8,5,4,1,4,8,50.0,4,11,0,11,1,11,7,0,Matches
Florent Mollet,fr FRA,MF,31-138,4.6,4,1,0,4,0,2,7,28.6,5,7,1,6,1,5,1,0,Matches
Sepp van den Berg,nl NED,DF,21-107,3.6,2,1,1,1,0,0,0,,0,4,2,2,8,10,19,1,Matches
Mehmet Aydin,de GER,"DF,FW",21-056,5.4,23,16,12,9,2,11,21,52.4,10,9,0,9,9,32,12,0,Matches
Leo Greiml,at AUT,DF,21-277,3.5,5,2,1,3,1,5,11,45.5,6,7,3,4,2,7,15,0,Matches
Malick Thiaw,de GER,DF,21-241,3.0,3,1,2,1,0,1,2,50.0,1,4,3,1,9,12,24,1,Matches
Éder Álvarez Balanta,co COL,"MF,FW",30-037,2.6,5,4,2,3,0,2,6,33.3,4,0,0,0,3,8,4,0,Matches
Tim Skarke,de GER,"FW,MF",26-211,2.6,6,2,1,4,1,3,6,50.0,3,4,0,4,0,6,1,0,Matches
Marcin Kamiński,pl POL,DF,31-081,1.0,0,0,0,0,0,0,0,,0,2,2,0,3,3,5,0,Matches
Kerim Calhanoglu,de GER,DF,20-223,0.7,2,1,2,0,0,2,2,100.0,0,1,0,1,0,2,3,0,Matches
Andreas Ivan,ro ROU,MF,28-086,0.5,0,0,0,0,0,0,1,0.0,1,0,0,0,0,0,1,0,Matches
Timothée Kolodziejczak,fr FRA,DF,31-187,0.3,0,0,0,0,0,0,1,0.0,1,0,0,0,1,1,1,0,Matches
Sidi Sané,de GER,FW,19-350,0.3,1,1,1,0,0,1,1,100.0,0,0,0,0,0,1,0,0,Matches
Squad Total,,,28.2,26.0,436,257,197,199,40,196,427,45.9,231,323,88,235,249,685,549,8,
Opponent Total,,,27.1,26.0,406,255,166,194,46,186,324,57.4,138,299,83,216,200,606,634,1,
