Player,Nation,Pos,Age,90s,GA,PKA,FK,CK,OG,PSxG,PSxG/SoT,PSxG+/-,/90,Cmp,Att,Cmp%,Att.1,Thr,Launch%,AvgLen,Att.2,Launch%.1,AvgLen.1,Opp,Stp,Stp%,#OPA,#OPA/90,AvgDist,Matches
Alexander Schwolow,de GER,GK,30-290,17.0,41,3,0,3,0,33.3,0.3,-7.7,-0.46,138,331,41.7,501,59,45.9,38.0,133,75.9,56.4,257,6,2.3,20,1.18,15.2,Matches
Ralf Fährmann,de GER,GK,34-173,8.0,4,0,0,0,0,5.2,0.17,1.2,0.15,65,140,46.4,255,35,40.8,35.3,58,62.1,46.1,129,9,7.0,5,0.63,10.3,Matches
Squad Total,,,28.2,25.0,45,3,0,3,0,38.5,0.27,-6.5,-0.26,203,471,43.1,756,94,44.2,37.1,191,71.7,53.3,386,15,3.9,25,1.0,13.1,
Opponent Total,,,27.1,25.0,21,3,0,1,2,23.8,0.23,4.8,0.19,171,423,40.4,943,125,34.9,32.6,173,54.3,43.3,403,29,7.2,34,1.36,15.6,
