Player,Nation,Pos,Age,90s,Touches,Def Pen,Def 3rd,Mid 3rd,Att 3rd,Att Pen,Live,Att,Succ,Succ%,Tkld,Tkld%,Carries,TotDist,PrgDist,PrgC,1/3,CPA,Mis,Dis,Rec,PrgR,Matches
Maya Yoshida,jp JPN,DF,34-225,25.9,1544,227,911,600,46,16,1544,6,4,66.7,2,33.3,748,3231,1467,6,8,1,11,2,818,3,Matches
Tom Krauß,de GER,MF,21-288,23.5,957,37,261,517,199,14,957,30,17,56.7,12,40.0,402,2213,1068,29,24,2,19,27,364,33,Matches
Marius Bülter,de GER,"FW,MF",30-008,22.3,862,14,104,326,447,107,859,71,22,31.0,42,59.2,505,3420,1635,59,35,19,62,23,603,151,Matches
Cédric Brunner,ch SUI,DF,29-048,20.6,1127,86,430,496,209,7,1127,12,8,66.7,0,0.0,488,2526,1136,24,25,2,9,11,513,19,Matches
Alex Král,cz CZE,MF,24-322,18.2,750,49,197,410,152,31,750,29,10,34.5,15,51.7,360,1954,905,29,16,2,21,15,392,43,Matches
Alexander Schwolow,de GER,GK,30-308,17.0,687,569,683,3,1,1,687,0,0,,0,,364,1710,889,0,0,0,0,0,322,0,Matches
Simon Terodde,de GER,FW,35-035,15.6,411,7,35,198,179,72,410,11,2,18.2,7,63.6,172,515,127,3,1,3,32,13,286,59,Matches
Henning Matriciani,de GER,DF,23-023,14.4,742,70,362,321,67,5,742,8,4,50.0,4,50.0,325,1551,800,12,8,1,11,5,331,4,Matches
Dominick Drexler,de GER,"MF,FW",32-315,11.8,459,14,82,230,157,32,459,15,6,40.0,8,53.3,234,1051,479,10,11,1,20,16,283,51,Matches
Rodrigo Zalazar,uy URU,"MF,FW",23-237,10.4,451,6,71,198,200,25,451,57,25,43.9,25,43.9,237,1583,516,20,13,3,42,22,239,35,Matches
Ralf Fährmann,de GER,GK,34-191,9.0,374,308,369,5,0,0,374,0,0,,0,,208,1021,649,0,0,0,0,0,173,0,Matches
Thomas Ouwejan,nl NED,DF,26-188,9.0,551,30,161,224,175,7,551,3,1,33.3,2,66.7,217,1228,510,14,13,1,7,3,231,19,Matches
Tobias Mohr,de GER,"DF,MF",27-225,8.8,568,30,198,213,163,10,568,7,4,57.1,2,28.6,250,1478,783,20,7,1,8,7,274,31,Matches
Moritz Jenz,de GER,DF,23-341,8.0,452,74,276,166,17,12,452,2,1,50.0,1,50.0,241,1398,886,6,1,0,6,1,239,1,Matches
Michael Frey,ch SUI,FW,28-261,7.5,278,1,9,127,146,41,278,19,5,26.3,11,57.9,162,623,179,7,8,0,33,11,224,48,Matches
Jere Uronen,fi FIN,DF,28-267,4.7,288,13,75,144,72,0,288,7,1,14.3,6,85.7,128,525,216,7,4,0,9,2,136,8,Matches
Florian Flick,de GER,MF,22-340,5.7,244,28,86,135,26,1,244,2,1,50.0,1,50.0,94,445,186,2,4,0,3,2,99,2,Matches
Kenan Karaman,tr TUR,FW,29-032,5.5,176,5,22,65,89,25,176,9,2,22.2,3,33.3,95,662,246,10,4,5,17,15,129,29,Matches
Jordan Larsson,se SWE,"FW,MF",25-290,5.1,173,2,20,90,67,12,173,13,4,30.8,7,53.8,91,508,164,5,3,1,4,7,106,29,Matches
Soichiro Kozuki,jp JPN,"FW,MF",22-105,4.2,157,5,29,53,76,16,157,16,6,37.5,9,56.3,98,615,276,15,6,4,9,8,106,37,Matches
Sebastian Polter,de GER,"FW,MF",32-005,5.2,169,8,21,78,73,31,169,4,2,50.0,2,50.0,76,283,82,2,2,2,22,9,118,29,Matches
Danny Latza,de GER,MF,33-120,5.1,285,7,84,147,59,7,285,9,2,22.2,6,66.7,126,532,287,5,1,1,5,6,150,8,Matches
Florent Mollet,fr FRA,MF,31-138,4.6,206,2,23,110,75,9,206,5,2,40.0,3,60.0,109,632,309,6,8,0,11,8,130,24,Matches
Sepp van den Berg,nl NED,DF,21-107,3.6,194,29,120,68,6,6,194,0,0,,0,,99,534,342,1,0,0,4,0,108,0,Matches
Mehmet Aydin,de GER,"DF,FW",21-056,5.4,298,20,100,121,85,5,298,13,4,30.8,7,53.8,125,765,285,8,11,2,11,3,117,19,Matches
Leo Greiml,at AUT,DF,21-277,3.5,197,29,110,83,4,1,197,0,0,,0,,111,461,239,3,1,0,1,0,116,1,Matches
Malick Thiaw,de GER,DF,21-241,3.0,171,36,105,62,4,3,171,2,1,50.0,1,50.0,76,243,117,1,0,0,0,0,91,0,Matches
Éder Álvarez Balanta,co COL,"MF,FW",30-037,2.6,114,4,38,60,17,2,114,4,3,75.0,1,25.0,55,234,130,3,1,0,1,2,53,0,Matches
Tim Skarke,de GER,"FW,MF",26-211,2.6,121,1,12,47,63,4,121,7,1,14.3,6,85.7,58,261,72,1,5,0,9,1,65,15,Matches
Marcin Kamiński,pl POL,DF,31-081,1.0,33,10,21,12,0,0,33,0,0,,0,,11,42,18,0,0,0,2,0,9,0,Matches
Kerim Calhanoglu,de GER,DF,20-223,0.7,58,3,22,17,19,1,58,3,0,0.0,3,100.0,17,79,45,3,3,0,3,0,21,3,Matches
Andreas Ivan,ro ROU,MF,28-086,0.5,14,0,3,8,3,0,14,1,0,0.0,1,100.0,8,35,19,0,0,0,0,1,10,1,Matches
Timothée Kolodziejczak,fr FRA,DF,31-187,0.3,20,0,11,6,3,1,20,0,0,,0,,6,14,3,0,0,0,0,0,13,0,Matches
Sidi Sané,de GER,FW,19-350,0.3,10,1,1,4,5,0,10,1,0,0.0,0,0.0,5,15,12,0,0,0,1,0,6,0,Matches
Squad Total,,,28.2,26.0,13141,1725,5052,5344,2904,504,13137,366,138,37.7,187,51.1,6301,32387,15077,311,223,51,393,220,6875,702,
Opponent Total,,,27.1,26.0,15761,1791,5469,6717,3746,612,15757,499,232,46.5,196,39.3,8107,44969,23447,445,300,129,394,240,9459,980,
