Player,Nation,Pos,Age,MP,Starts,Min,90s,GA,GA90,SoTA,Saves,Save%,W,D,L,CS,CS%,PKatt,PKA,PKsv,PKm,Save%.1,Matches
Alexander Schwolow,de GER,GK,30-290,17,17,1530,17.0,41,2.41,102,61,62.7,2,3,12,2,11.8,3,3,0,0,0.0,Matches
Ralf Fährmann,de GER,GK,34-173,8,8,720,8.0,4,0.5,30,26,86.7,2,6,0,5,62.5,1,0,0,1,,Matches
Squad Total,,,28.2,25,25,2250,25.0,45,1.8,132,87,68.2,4,9,12,7,28.0,4,3,0,1,0.0,
Opponent Total,,,27.1,25,25,2250,25.0,21,0.84,85,65,78.8,12,9,4,11,44.0,4,3,1,0,25.0,
