Player,Nation,Pos,Age,MP,Min,Mn/MP,Min%,90s,Starts,Mn/Start,Compl,Subs,Mn/Sub,unSub,PPM,onG,onGA,+/-,+/-90,On-Off,onxG,onxGA,xG+/-,xG+/-90,On-Off.1,Matches
Maya Yoshida,jp JPN,DF,34-222,26,2328.0,90.0,99.5,25.9,26,90.0,25,0,,0,0.81,21.0,47.0,-26.0,-1.01,6.49,29.2,38.7,-9.5,-0.37,3.49,Matches
Tom Krauß,de GER,MF,21-285,26,2114.0,81.0,90.3,23.5,26,81.0,14,0,,0,0.81,16.0,41.0,-25.0,-1.06,-0.27,25.9,34.0,-8.1,-0.35,0.43,Matches
Marius Bülter,de GER,"FW,MF",30-005,26,2011.0,77.0,85.9,22.3,23,83.0,16,3,34.0,0,0.81,18.0,43.0,-25.0,-1.12,-0.57,25.8,31.3,-5.5,-0.25,0.99,Matches
Cédric Brunner,ch SUI,DF,29-045,22,1852.0,84.0,79.1,20.6,22,84.0,15,0,,0,0.68,13.0,41.0,-28.0,-1.36,-1.55,21.9,31.5,-9.6,-0.47,-0.38,Matches
Alex Král,cz CZE,MF,24-319,21,1637.0,78.0,70.0,18.2,18,88.0,15,3,18.0,3,0.81,13.0,29.0,-16.0,-0.88,0.53,18.3,29.2,-10.9,-0.6,-0.7,Matches
Alexander Schwolow,de GER,GK,30-305,17,1530.0,90.0,65.4,17.0,17,90.0,17,0,,9,0.53,14.0,41.0,-27.0,-1.59,-1.59,18.6,28.1,-9.4,-0.55,-0.48,Matches
Simon Terodde,de GER,FW,35-032,26,1400.0,54.0,59.8,15.6,16,77.0,6,10,17.0,0,0.81,13.0,29.0,-16.0,-1.03,0.02,17.8,20.4,-2.6,-0.17,0.54,Matches
Henning Matriciani,de GER,DF,23-020,15,1298.0,87.0,55.5,14.4,15,87.0,13,0,,10,0.93,15.0,28.0,-13.0,-0.9,0.31,14.8,22.2,-7.5,-0.52,-0.29,Matches
Dominick Drexler,de GER,"MF,FW",32-312,19,1059.0,56.0,45.3,11.8,13,69.0,2,6,28.0,0,0.74,9.0,22.0,-13.0,-1.1,-0.12,11.4,16.9,-5.5,-0.46,-0.14,Matches
Rodrigo Zalazar,uy URU,"MF,FW",23-234,16,932.0,58.0,39.8,10.4,10,74.0,1,6,32.0,1,1.06,11.0,12.0,-1.0,-0.1,1.57,14.1,14.4,-0.3,-0.03,0.59,Matches
Ralf Fährmann,de GER,GK,34-188,9,810.0,90.0,34.6,9.0,9,90.0,9,0,,15,1.33,7.0,7.0,0.0,0.0,1.59,10.5,11.2,-0.6,-0.07,0.48,Matches
Thomas Ouwejan,nl NED,DF,26-185,12,807.0,67.0,34.5,9.0,9,77.0,5,3,38.0,3,0.42,8.0,22.0,-14.0,-1.56,-0.8,8.2,15.4,-7.3,-0.81,-0.65,Matches
Tobias Mohr,de GER,"DF,MF",27-222,16,790.0,49.0,33.8,8.8,8,76.0,4,8,23.0,5,0.81,10.0,14.0,-4.0,-0.46,0.88,10.8,13.2,-2.4,-0.27,0.17,Matches
Moritz Jenz,de GER,DF,23-338,8,720.0,90.0,30.8,8.0,8,90.0,8,0,,0,1.5,7.0,4.0,3.0,0.37,2.04,9.4,8.4,1.0,0.12,0.73,Matches
Michael Frey,ch SUI,FW,28-258,11,674.0,61.0,28.8,7.5,8,76.0,1,3,22.0,0,1.09,6.0,12.0,-6.0,-0.8,0.33,9.3,11.0,-1.8,-0.23,0.21,Matches
Jere Uronen,fi FIN,DF,28-264,6,426.0,71.0,18.2,4.7,6,71.0,3,0,,0,0.67,0.0,7.0,-7.0,-1.48,-0.54,5.3,5.8,-0.6,-0.12,0.33,Matches
Florian Flick,de GER,MF,22-337,8,512.0,64.0,21.9,5.7,5,85.0,4,3,30.0,7,0.63,6.0,12.0,-6.0,-1.05,-0.02,6.7,7.8,-1.1,-0.19,0.25,Matches
Kenan Karaman,tr TUR,FW,29-029,14,499.0,36.0,21.3,5.5,5,68.0,1,9,18.0,5,0.86,5.0,10.0,-5.0,-0.9,0.17,6.4,8.0,-1.7,-0.3,0.11,Matches
Jordan Larsson,se SWE,"FW,MF",25-287,11,463.0,42.0,19.8,5.1,5,60.0,0,6,27.0,4,0.55,4.0,12.0,-8.0,-1.56,-0.64,5.1,8.8,-3.7,-0.71,-0.41,Matches
Soichiro Kozuki,jp JPN,"FW,MF",22-102,5,379.0,76.0,16.2,4.2,5,76.0,1,0,,0,0.6,1.0,5.0,-4.0,-0.95,0.11,4.7,5.3,-0.6,-0.15,0.28,Matches
Sebastian Polter,de GER,"FW,MF",32-002,14,465.0,33.0,19.9,5.2,4,69.0,1,10,19.0,1,0.64,8.0,15.0,-7.0,-1.35,-0.39,6.8,10.7,-3.9,-0.76,-0.47,Matches
Danny Latza,de GER,MF,33-117,13,460.0,35.0,19.7,5.1,4,76.0,2,9,18.0,6,0.69,3.0,14.0,-11.0,-2.15,-1.39,6.6,7.4,-0.8,-0.16,0.28,Matches
Florent Mollet,fr FRA,MF,31-135,9,410.0,46.0,17.5,4.6,4,72.0,1,5,24.0,3,0.56,3.0,13.0,-10.0,-2.2,-1.4,5.9,8.5,-2.6,-0.58,-0.24,Matches
Sepp van den Berg,nl NED,DF,21-104,4,322.0,81.0,13.8,3.6,4,81.0,3,0,,0,1.0,5.0,5.0,0.0,0.0,1.2,4.2,3.8,0.3,0.1,0.56,Matches
Mehmet Aydin,de GER,"DF,FW",21-053,14,482.0,34.0,20.6,5.4,3,78.0,1,11,22.0,8,0.86,5.0,10.0,-5.0,-0.93,0.13,7.8,7.4,0.3,0.06,0.57,Matches
Leo Greiml,at AUT,DF,21-274,6,313.0,52.0,13.4,3.5,3,90.0,3,3,14.0,8,1.0,2.0,11.0,-9.0,-2.59,-1.79,3.7,8.7,-5.1,-1.45,-1.23,Matches
Malick Thiaw,de GER,DF,21-238,3,270.0,90.0,11.5,3.0,3,90.0,3,0,,1,0.67,3.0,8.0,-5.0,-1.67,-0.71,4.3,3.7,0.7,0.22,0.69,Matches
Éder Álvarez Balanta,co COL,"MF,FW",30-034,6,238.0,40.0,10.2,2.6,3,50.0,0,3,29.0,2,1.5,2.0,3.0,-1.0,-0.38,0.74,2.7,4.7,-2.0,-0.75,-0.4,Matches
Tim Skarke,de GER,"FW,MF",26-208,4,232.0,58.0,9.9,2.6,3,71.0,1,1,20.0,0,0.75,0.0,1.0,-1.0,-0.39,0.72,3.1,3.1,0.0,0.0,0.43,Matches
Marcin Kamiński,pl POL,DF,31-078,2,92.0,46.0,3.9,1.0,1,90.0,1,1,2.0,8,1.5,1.0,3.0,-2.0,-1.96,-0.96,0.3,4.1,-3.8,-3.77,-3.52,Matches
Kerim Calhanoglu,de GER,DF,20-220,3,63.0,21.0,2.7,0.7,0,,0,3,21.0,1,0.33,0.0,2.0,-2.0,-2.86,-1.87,0.6,2.5,-1.8,-2.63,-2.3,Matches
Andreas Ivan,ro ROU,MF,28-083,1,46.0,46.0,2.0,0.5,0,,0,1,46.0,2,0.0,1.0,2.0,-1.0,-1.96,-0.94,0.7,0.8,-0.1,-0.28,0.11,Matches
Timothée Kolodziejczak,fr FRA,DF,31-184,1,25.0,25.0,1.1,0.3,0,,0,1,25.0,3,0.0,0.0,0.0,0.0,0.0,1.05,0.0,0.6,-0.6,-2.13,-1.76,Matches
Sidi Sané,de GER,FW,19-347,1,25.0,25.0,1.1,0.3,0,,0,1,25.0,4,0.0,0.0,0.0,0.0,0.0,1.05,0.0,0.6,-0.6,-2.21,-1.85,Matches
Justin Heekeren,de GER,GK,22-127,0,,,,,0,,0,0,,2,,,,,,,,,,,,Matches
