Player,Nation,Pos,Age,MP,Starts,Min,90s,GA,GA90,SoTA,Saves,Save%,W,D,L,CS,CS%,PKatt,PKA,PKsv,PKm,Save%.1,Matches
Marvin Schwäbe,de GER,GK,27-328,25,25,2250,25.0,44,1.76,99,57,59.6,6,9,10,5,20.0,5,4,1,0,20.0,Matches
Squad Total,,,26.6,25,25,2250,25.0,44,1.76,99,57,59.6,6,9,10,5,20.0,5,4,1,0,20.0,
Opponent Total,,,27.3,25,25,2250,25.0,33,1.32,98,68,68.4,10,9,6,11,44.0,2,2,0,0,0.0,
