Player,Nation,Pos,Age,MP,Min,Mn/MP,Min%,90s,Starts,Mn/Start,Compl,Subs,Mn/Sub,unSub,PPM,onG,onGA,+/-,+/-90,On-Off,onxG,onxGA,xG+/-,xG+/-90,On-Off.1,Matches
Marvin Schwäbe,de GER,GK,27-346,26,2340.0,90.0,100.0,26.0,26,90.0,26,0,,0,1.08,33.0,44.0,-11.0,-0.42,,34.1,33.4,0.6,0.02,,Matches
Ellyes Skhiri,tn TUN,MF,27-331,25,2226.0,89.0,95.1,24.7,25,89.0,24,0,,0,1.08,31.0,43.0,-12.0,-0.49,-1.27,32.5,32.4,0.1,0.0,-0.44,Matches
Jonas Hector,de GER,DF,32-314,24,2104.0,88.0,89.9,23.4,24,88.0,22,0,,0,1.13,32.0,40.0,-8.0,-0.34,0.8,32.2,30.0,2.2,0.09,0.7,Matches
Benno Schmitz,de GER,DF,28-140,24,1906.0,79.0,81.5,21.2,23,82.0,16,1,29.0,0,1.04,26.0,32.0,-6.0,-0.28,0.75,26.5,26.6,-0.1,0.0,-0.15,Matches
Florian Kainz,at AUT,"FW,MF",30-164,24,1743.0,73.0,74.5,19.4,23,74.0,4,1,31.0,0,1.04,24.0,30.0,-6.0,-0.31,0.44,25.9,23.7,2.2,0.11,0.34,Matches
Timo Hübers,de GER,DF,26-260,21,1839.0,88.0,78.6,20.4,20,90.0,20,1,39.0,0,1.14,28.0,35.0,-7.0,-0.34,0.38,26.4,26.1,0.4,0.02,-0.03,Matches
Linton Maina,de GER,"FW,MF",23-287,25,1608.0,64.0,68.7,17.9,19,76.0,1,6,28.0,1,1.08,22.0,29.0,-7.0,-0.39,0.1,22.3,23.0,-0.7,-0.04,-0.21,Matches
Eric Martel,de GER,MF,20-342,22,1444.0,66.0,61.7,16.0,16,81.0,9,6,25.0,4,1.09,17.0,24.0,-7.0,-0.44,-0.03,19.6,19.6,0.0,0.0,-0.07,Matches
Steffen Tigges,de GER,FW,24-249,23,1351.0,59.0,57.7,15.0,16,72.0,3,7,29.0,1,1.0,19.0,22.0,-3.0,-0.2,0.53,19.2,17.1,2.1,0.14,0.27,Matches
Dejan Ljubicic,at AUT,MF,25-180,19,1170.0,62.0,50.0,13.0,13,74.0,2,6,35.0,0,1.11,15.0,21.0,-6.0,-0.46,-0.08,16.9,16.8,0.1,0.01,-0.03,Matches
