Player,Nation,Pos,Age,90s,Tkl,TklW,Def 3rd,Mid 3rd,Att 3rd,Tkl.1,Att,Tkl%,Lost,Blocks,Sh,Pass,Int,Tkl+Int,Clr,Err,Matches
Marvin Schwäbe,de GER,GK,27-346,26.0,1,0,1,0,0,1,1,100.0,0,0,0,0,2,3,5,2,Matches
Ellyes Skhiri,tn TUN,MF,27-331,24.7,70,39,24,39,7,24,57,42.1,33,39,9,30,46,116,40,0,Matches
Jonas Hector,de GER,DF,32-314,23.4,76,41,43,26,7,45,77,58.4,32,46,4,42,31,107,52,0,Matches
Benno Schmitz,de GER,DF,28-140,21.2,55,36,24,26,5,35,61,57.4,26,28,4,24,22,77,43,0,Matches
Florian Kainz,at AUT,"FW,MF",30-164,19.4,19,9,6,11,2,7,17,41.2,10,23,4,19,24,43,26,1,Matches
Timo Hübers,de GER,DF,26-260,20.4,36,21,29,7,0,20,39,51.3,19,22,10,12,42,78,108,0,Matches
Linton Maina,de GER,"FW,MF",23-287,17.9,14,10,3,10,1,7,27,25.9,20,10,0,10,5,19,6,0,Matches
Eric Martel,de GER,MF,20-342,16.0,46,28,19,21,6,22,48,45.8,26,19,4,15,20,66,36,0,Matches
Steffen Tigges,de GER,FW,24-249,15.0,8,5,1,6,1,4,12,33.3,8,11,2,9,7,15,15,0,Matches
Dejan Ljubicic,at AUT,MF,25-180,13.0,17,10,5,9,3,9,26,34.6,17,14,0,14,7,24,3,0,Matches
Luca Kilian,de GER,DF,23-217,12.2,22,16,14,7,1,12,21,57.1,9,16,8,8,10,32,48,0,Matches
Julian Chabot,de GER,DF,25-053,12.0,30,21,17,10,3,16,26,61.5,10,18,11,7,24,54,67,0,Matches
Ondrej Duda,sk SVK,MF,28-122,7.7,9,8,2,5,2,4,11,36.4,7,7,1,6,2,11,3,0,Matches
Denis Huseinbasic,de GER,"MF,FW",21-277,7.7,22,9,7,11,4,10,22,45.5,12,16,2,14,4,26,5,0,Matches
Nikola Soldo,hr CRO,DF,22-071,6.6,15,9,8,7,0,7,11,63.6,4,7,6,1,7,22,28,0,Matches
Mathias Olesen,lu LUX,MF,22-016,4.9,10,5,4,4,2,5,7,71.4,2,5,1,4,2,12,3,0,Matches
Kingsley Schindler,gh GHA,"DF,MF",29-268,8.5,18,11,12,5,1,14,22,63.6,8,7,1,6,10,28,19,0,Matches
Jan Thielmann,de GER,FW,20-315,6.3,8,7,3,4,1,2,8,25.0,6,9,2,7,5,13,5,0,Matches
Davie Selke,de GER,FW,28-076,4.7,0,0,0,0,0,0,2,0.0,2,2,0,2,0,0,4,0,Matches
Sargis Adamyan,am ARM,"FW,MF",29-318,7.0,13,6,4,3,6,6,14,42.9,8,12,0,12,3,16,5,0,Matches
Florian Dietz,de GER,FW,24-246,4.4,2,1,0,2,0,1,4,25.0,3,4,1,3,0,2,2,0,Matches
Kristian Pedersen,dk DEN,DF,28-245,3.0,5,4,4,1,0,0,2,0.0,2,3,0,3,5,10,17,0,Matches
Kingsley Ehizibue,nl NED,DF,27-316,0.7,0,0,0,0,0,0,0,,0,1,0,1,2,2,1,0,Matches
Tim Lemperle,de GER,"FW,MF",21-060,1.3,6,4,3,1,2,3,5,60.0,2,2,0,2,1,7,4,0,Matches
Mark Uth,de GER,"MF,FW",31-225,0.5,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,Matches
Justin Diehl,de GER,"MF,FW",18-130,0.2,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,Matches
Squad Total,,,26.7,26.0,502,300,233,215,54,254,520,48.8,266,321,70,251,281,783,545,3,
Opponent Total,,,27.3,26.0,411,239,184,187,40,192,348,55.2,156,355,95,260,225,636,625,5,
