Player,Nation,Pos,Age,90s,Att,Live,Dead,FK,TB,Sw,Crs,TI,CK,In,Out,Str,Cmp,Off,Blocks,Matches
Waldemar Anton,de GER,DF,26-242,24.1,1474,1314,156,42,3,13,27,113,0,0,0,0,1154,4,27,Matches
Wataru Endo,jp JPN,MF,30-038,23.5,1003,982,16,12,3,5,5,4,0,0,0,0,783,5,22,Matches
Hiroki Ito,jp JPN,DF,23-311,21.5,1508,1375,126,60,0,33,38,52,12,8,4,0,1231,7,16,Matches
Konstantinos Mavropanos,gr GRE,DF,25-098,20.8,1218,1081,132,49,1,33,5,83,0,0,0,0,1008,5,14,Matches
Florian Müller,de GER,GK,25-126,19.0,733,575,157,23,0,1,0,1,0,0,0,0,597,1,1,Matches
Silas Katompa,cd COD,"FW,DF",24-164,17.3,307,287,18,1,0,1,25,7,0,0,0,0,223,2,11,Matches
Chris Führich,de GER,"FW,MF",25-069,16.7,529,466,61,9,2,10,43,17,29,4,18,0,404,2,13,Matches
Naouirou Ahamada,fr FRA,MF,20-355,15.5,529,514,13,4,2,1,6,5,0,0,0,0,449,2,13,Matches
Borna Sosa,hr CRO,DF,25-057,15.0,967,756,210,49,0,3,171,111,50,18,28,0,700,1,15,Matches
Atakan Karazor,de GER,MF,26-157,14.9,786,756,28,27,1,4,0,1,0,0,0,0,668,2,10,Matches
Sehrou Guirassy,gn GUI,FW,27-007,10.8,268,252,16,1,1,4,6,0,1,0,0,0,184,0,9,Matches
Tiago Tomás,pt POR,"FW,MF",20-276,10.6,248,233,14,1,4,3,20,2,4,0,3,0,156,1,17,Matches
Josha Vagnoman,de GER,"DF,MF",22-098,7.7,254,205,48,1,0,1,13,47,0,0,0,0,189,1,9,Matches
Dan-Axel Zagadou,fr FRA,DF,23-289,7.3,460,444,13,9,0,4,0,4,0,0,0,0,380,3,5,Matches
Genki Haraguchi,jp JPN,MF,31-314,6.6,233,229,2,0,0,2,8,1,0,0,0,0,189,2,6,Matches
Luca Pfeiffer,de GER,FW,26-211,7.4,192,178,13,0,1,4,1,0,0,0,0,0,122,1,3,Matches
Fabian Bredlow,de GER,GK,28-017,6.0,255,210,45,14,0,0,0,0,0,0,0,0,225,0,0,Matches
Gil Bastião Dias,pt POR,FW,26-172,4.4,174,170,4,1,0,2,6,3,0,0,0,0,120,0,14,Matches
Nikolas Nartey,dk DEN,"DF,MF",23-025,4.2,216,174,41,11,0,1,6,30,0,0,0,0,174,1,5,Matches
Enzo Millot,fr FRA,MF,20-245,4.6,186,174,11,5,1,0,12,2,4,2,2,0,146,1,6,Matches
Pascal Stenzel,de GER,DF,26-364,3.6,218,169,49,7,0,6,20,33,9,2,7,0,170,0,3,Matches
Sasa Kalajdzic,at AUT,FW,25-255,2.6,63,60,3,0,1,1,0,0,0,0,0,0,40,0,2,Matches
Juan Perea,co COL,FW,23-024,3.7,69,63,6,0,0,0,6,3,0,0,0,0,43,0,3,Matches
Lilian Egloff,de GER,"MF,FW",20-211,2.7,73,66,4,0,2,0,2,1,0,0,0,0,42,3,2,Matches
Thomas Kastanaras,gr GRE,"FW,DF",20-069,0.8,17,15,2,0,0,0,1,0,0,0,0,0,14,0,2,Matches
Tanguy Coulibaly,fr FRA,"FW,DF",22-029,2.2,98,88,9,2,0,1,6,7,0,0,0,0,67,1,12,Matches
Darko Churlinov,mk MKD,FW,22-251,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
Clinton Mola,eng ENG,DF,22-004,0.2,6,2,4,1,0,0,1,3,0,0,0,0,3,0,0,Matches
Lauren Ulrich,de GER,MF,18-047,0.1,5,4,1,0,0,0,1,0,1,0,1,0,4,0,0,Matches
Alou Kuol,au AUS,FW,22-173,0.1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,Matches
Squad Total,,,25.3,25.0,12090,10843,1202,329,22,133,429,530,110,34,63,0,9486,45,240,
Opponent Total,,,27.3,25.0,12635,11393,1201,274,20,69,439,538,123,64,37,1,9858,41,260,
