Player,Nation,Pos,Age,90s,GA,PKA,FK,CK,OG,PSxG,PSxG/SoT,PSxG+/-,/90,Cmp,Att,Cmp%,Att.1,Thr,Launch%,AvgLen,Att.2,Launch%.1,AvgLen.1,Opp,Stp,Stp%,#OPA,#OPA/90,AvgDist,Matches
Florian Müller,de GER,GK,25-126,19.0,34,1,2,3,0,27.2,0.3,-6.8,-0.36,98,212,46.2,599,98,26.9,29.2,133,38.3,36.6,260,6,2.3,28,1.47,18.9,Matches
Fabian Bredlow,de GER,GK,28-017,6.0,8,2,0,0,0,6.7,0.19,-1.3,-0.21,18,43,41.9,224,43,16.1,26.2,31,22.6,31.2,96,4,4.2,7,1.17,16.6,Matches
Squad Total,,,25.3,25.0,42,3,2,3,0,34.0,0.28,-8.0,-0.32,116,255,45.5,823,141,23.9,28.4,164,35.4,35.6,356,10,2.8,35,1.4,18.2,
Opponent Total,,,27.3,25.0,29,3,1,2,0,33.0,0.29,4.0,0.16,126,349,36.1,810,91,32.3,33.3,194,44.8,40.7,339,14,4.1,20,0.8,14.5,
