Player,Nation,Pos,Age,90s,Gls,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,Dist,FK,PK,PKatt,xG,npxG,npxG/Sh,G-xG,np:G-xG,Matches
Waldemar Anton,de GER,DF,26-242,24.1,1,18,4,22.2,0.75,0.17,0.06,0.25,17.4,0,0,0,1.4,1.4,0.08,-0.4,-0.4,Matches
Wataru Endo,jp JPN,MF,30-038,23.5,3,34,10,29.4,1.45,0.43,0.09,0.3,17.3,0,0,0,2.5,2.5,0.07,0.5,0.5,Matches
Hiroki Ito,jp JPN,DF,23-311,21.5,0,14,5,35.7,0.65,0.23,0.0,0.0,33.1,1,0,0,0.6,0.6,0.04,-0.6,-0.6,Matches
Konstantinos Mavropanos,gr GRE,DF,25-098,20.8,2,38,10,26.3,1.83,0.48,0.05,0.2,15.1,0,0,0,3.6,3.6,0.1,-1.6,-1.6,Matches
Florian Müller,de GER,GK,25-126,19.0,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
Silas Katompa,cd COD,"FW,DF",24-164,17.3,4,33,13,39.4,1.9,0.75,0.09,0.23,16.3,0,1,1,5.2,4.4,0.13,-1.2,-1.4,Matches
Chris Führich,de GER,"FW,MF",25-069,16.7,4,35,10,28.6,2.1,0.6,0.09,0.3,19.3,0,1,1,3.1,2.3,0.06,0.9,0.7,Matches
Naouirou Ahamada,fr FRA,MF,20-355,15.5,2,16,5,31.3,1.03,0.32,0.13,0.4,22.1,0,0,0,0.8,0.8,0.05,1.2,1.2,Matches
Borna Sosa,hr CRO,DF,25-057,15.0,2,12,6,50.0,0.8,0.4,0.17,0.33,20.8,4,0,0,0.7,0.7,0.06,1.3,1.3,Matches
Atakan Karazor,de GER,MF,26-157,14.9,0,4,0,0.0,0.27,0.0,0.0,,17.4,0,0,0,0.2,0.2,0.06,-0.2,-0.2,Matches
Sehrou Guirassy,gn GUI,FW,27-007,10.8,6,28,10,35.7,2.58,0.92,0.18,0.5,16.5,0,1,1,5.1,4.3,0.16,0.9,0.7,Matches
Tiago Tomás,pt POR,"FW,MF",20-276,10.6,2,21,8,38.1,1.98,0.76,0.1,0.25,20.0,0,0,0,1.8,1.8,0.08,0.2,0.2,Matches
Josha Vagnoman,de GER,"DF,MF",22-098,7.7,0,9,0,0.0,1.17,0.0,0.0,,12.1,0,0,0,1.0,1.0,0.11,-1.0,-1.0,Matches
Dan-Axel Zagadou,fr FRA,DF,23-289,7.3,0,9,3,33.3,1.23,0.41,0.0,0.0,12.3,0,0,0,0.7,0.7,0.08,-0.7,-0.7,Matches
Genki Haraguchi,jp JPN,MF,31-314,6.6,0,5,1,20.0,0.76,0.15,0.0,0.0,24.8,1,0,0,0.3,0.3,0.05,-0.3,-0.3,Matches
Luca Pfeiffer,de GER,FW,26-211,7.4,0,12,1,8.3,1.62,0.13,0.0,0.0,13.8,0,0,0,1.6,1.6,0.13,-1.6,-1.6,Matches
Fabian Bredlow,de GER,GK,28-017,6.0,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
Gil Bastião Dias,pt POR,FW,26-172,4.4,1,10,4,40.0,2.26,0.9,0.1,0.25,20.2,0,0,0,0.5,0.5,0.05,0.5,0.5,Matches
Nikolas Nartey,dk DEN,"DF,MF",23-025,4.2,0,4,0,0.0,0.96,0.0,0.0,,23.9,0,0,0,0.3,0.3,0.07,-0.3,-0.3,Matches
Enzo Millot,fr FRA,MF,20-245,4.6,0,10,5,50.0,2.18,1.09,0.0,0.0,17.4,1,0,0,0.7,0.7,0.07,-0.7,-0.7,Matches
Pascal Stenzel,de GER,DF,26-364,3.6,0,2,0,0.0,0.55,0.0,0.0,,17.5,0,0,0,0.0,0.0,0.02,0.0,0.0,Matches
Sasa Kalajdzic,at AUT,FW,25-255,2.6,0,5,1,20.0,1.93,0.39,0.0,0.0,10.8,0,0,0,0.5,0.5,0.1,-0.5,-0.5,Matches
Juan Perea,co COL,FW,23-024,3.7,1,2,1,50.0,0.54,0.27,0.5,1.0,10.6,0,0,0,0.2,0.2,0.09,0.8,0.8,Matches
Lilian Egloff,de GER,"MF,FW",20-211,2.7,0,8,0,0.0,2.99,0.0,0.0,,20.6,0,0,0,0.4,0.4,0.04,-0.4,-0.4,Matches
Thomas Kastanaras,gr GRE,"FW,DF",20-069,0.8,0,2,1,50.0,2.5,1.25,0.0,0.0,13.7,0,0,0,0.3,0.3,0.13,-0.3,-0.3,Matches
Tanguy Coulibaly,fr FRA,"FW,DF",22-029,2.2,1,7,2,28.6,3.15,0.9,0.14,0.5,19.2,0,0,0,0.3,0.3,0.05,0.7,0.7,Matches
Darko Churlinov,mk MKD,FW,22-251,0.3,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
Clinton Mola,eng ENG,DF,22-004,0.2,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
Lauren Ulrich,de GER,MF,18-047,0.1,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
Alou Kuol,au AUS,FW,22-173,0.1,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
Squad Total,,,25.3,25.0,29,338,100,29.6,13.52,4.0,0.08,0.26,18.1,7,3,3,31.3,28.9,0.09,-2.3,-2.9,
Opponent Total,,,27.3,25.0,42,309,109,35.3,12.36,4.36,0.13,0.36,17.9,13,3,3,32.0,29.7,0.1,10.0,9.3,
