Player,Nation,Pos,Age,MP,Min,Mn/MP,Min%,90s,Starts,Mn/Start,Compl,Subs,Mn/Sub,unSub,PPM,onG,onGA,+/-,+/-90,On-Off,onxG,onxGA,xG+/-,xG+/-90,On-Off.1,Matches
Waldemar Anton,de GER,DF,26-260,26,2234.0,86.0,95.5,24.8,26,86.0,20,0,,0,0.77,28.0,42.0,-14.0,-0.56,1.13,30.9,32.7,-1.9,-0.07,-1.24,Matches
Wataru Endo,jp JPN,MF,30-056,25,2202.0,88.0,94.1,24.5,25,88.0,22,0,,0,0.8,27.0,42.0,-15.0,-0.61,0.04,31.6,30.7,1.0,0.04,0.97,Matches
Hiroki Ito,jp JPN,DF,23-329,24,2021.0,84.0,86.4,22.5,23,87.0,21,1,16.0,1,0.83,23.0,35.0,-12.0,-0.53,0.59,28.3,28.2,0.1,0.0,0.15,Matches
Konstantinos Mavropanos,gr GRE,DF,25-116,23,1958.0,85.0,83.7,21.8,22,89.0,20,1,1.0,0,0.74,24.0,38.0,-14.0,-0.64,-0.17,27.0,28.2,-1.2,-0.06,-0.23,Matches
Florian Müller,de GER,GK,25-144,19,1710.0,90.0,73.1,19.0,19,90.0,19,0,,7,0.84,22.0,34.0,-12.0,-0.63,-0.06,25.4,24.6,0.8,0.04,0.22,Matches
Silas Katompa,cd COD,"FW,DF",24-182,22,1561.0,71.0,66.7,17.3,19,79.0,6,3,19.0,0,0.91,21.0,27.0,-6.0,-0.35,0.81,21.3,21.1,0.2,0.01,0.09,Matches
Chris Führich,de GER,"FW,MF",25-087,25,1529.0,61.0,65.3,17.0,17,74.0,1,8,34.0,0,0.68,20.0,29.0,-9.0,-0.53,0.25,20.4,22.2,-1.8,-0.11,-0.26,Matches
Naouirou Ahamada,fr FRA,MF,21-008,17,1398.0,82.0,59.7,15.5,17,82.0,6,0,,0,0.94,17.0,26.0,-9.0,-0.58,0.09,19.5,18.4,1.1,0.07,0.22,Matches
Borna Sosa,hr CRO,DF,25-075,18,1347.0,75.0,57.6,15.0,15,85.0,12,3,25.0,0,0.94,20.0,27.0,-7.0,-0.47,0.35,20.5,17.8,2.7,0.18,0.47,Matches
Atakan Karazor,de GER,MF,26-175,22,1345.0,61.0,57.5,14.9,15,85.0,10,7,11.0,3,0.77,15.0,26.0,-11.0,-0.74,-0.28,16.8,19.6,-2.8,-0.19,-0.4,Matches
Tiago Tomás,pt POR,"FW,MF",20-294,20,1015.0,51.0,43.4,11.3,13,66.0,2,7,22.0,0,0.8,12.0,20.0,-8.0,-0.71,-0.17,14.0,15.3,-1.2,-0.11,-0.16,Matches
Sehrou Guirassy,gn GUI,FW,27-025,14,1003.0,72.0,42.9,11.1,12,81.0,7,2,18.0,1,0.71,13.0,24.0,-11.0,-0.99,-0.65,14.6,15.4,-0.8,-0.07,-0.09,Matches
Josha Vagnoman,de GER,"DF,MF",22-116,15,780.0,52.0,33.3,8.7,8,81.0,4,7,19.0,4,0.8,6.0,12.0,-6.0,-0.69,-0.12,11.3,8.9,2.4,0.27,0.44,Matches
Dan-Axel Zagadou,fr FRA,DF,23-307,10,750.0,75.0,32.1,8.3,8,86.0,6,2,30.0,5,0.6,8.0,17.0,-9.0,-1.08,-0.68,11.6,13.9,-2.3,-0.28,-0.38,Matches
Genki Haraguchi,jp JPN,MF,31-332,8,668.0,84.0,28.5,7.4,8,84.0,3,0,,0,0.5,7.0,13.0,-6.0,-0.81,-0.27,8.5,9.8,-1.3,-0.17,-0.22,Matches
Fabian Bredlow,de GER,GK,28-035,7,630.0,90.0,26.9,7.0,7,90.0,7,0,,18,0.57,7.0,11.0,-4.0,-0.57,0.06,8.1,9.3,-1.2,-0.18,-0.22,Matches
Luca Pfeiffer,de GER,FW,26-229,17,667.0,39.0,28.5,7.4,6,78.0,0,11,18.0,6,0.82,10.0,13.0,-3.0,-0.4,0.29,12.4,9.6,2.7,0.37,0.54,Matches
Gil Bastião Dias,pt POR,FW,26-190,7,398.0,57.0,17.0,4.4,6,59.0,0,1,45.0,1,0.57,3.0,8.0,-5.0,-1.13,-0.62,3.6,4.5,-1.0,-0.22,-0.24,Matches
Enzo Millot,fr FRA,MF,20-263,16,503.0,31.0,21.5,5.6,4,76.0,1,12,17.0,5,0.88,8.0,12.0,-4.0,-0.72,-0.13,8.4,10.7,-2.3,-0.41,-0.5,Matches
Nikolas Nartey,dk DEN,"DF,MF",23-043,8,388.0,49.0,16.6,4.3,4,80.0,1,4,17.0,9,0.63,5.0,7.0,-2.0,-0.46,0.18,6.0,6.5,-0.5,-0.12,-0.12,Matches
Juan Perea,co COL,FW,23-042,15,398.0,27.0,17.0,4.4,3,57.0,0,12,19.0,10,0.53,4.0,7.0,-3.0,-0.68,-0.08,7.3,7.3,0.0,0.0,0.02,Matches
Pascal Stenzel,de GER,DF,27-017,11,328.0,30.0,14.0,3.6,3,77.0,1,8,12.0,9,1.18,6.0,8.0,-2.0,-0.55,0.08,6.9,4.6,2.3,0.62,0.75,Matches
Sasa Kalajdzic,at AUT,FW,25-273,3,233.0,78.0,10.0,2.6,3,78.0,1,0,,0,0.67,3.0,3.0,0.0,0.0,0.68,2.9,1.4,1.5,0.6,0.68,Matches
Lilian Egloff,de GER,"MF,FW",20-229,10,241.0,24.0,10.3,2.7,2,63.0,0,8,15.0,10,0.9,6.0,6.0,0.0,0.0,0.69,5.7,3.9,1.9,0.7,0.8,Matches
Thomas Kastanaras,gr GRE,"FW,DF",20-087,4,72.0,18.0,3.1,0.8,1,45.0,0,3,9.0,12,0.25,0.0,3.0,-3.0,-3.75,-3.23,1.1,0.8,0.3,0.32,0.35,Matches
Tanguy Coulibaly,fr FRA,"FW,DF",22-047,8,227.0,28.0,9.7,2.5,0,,0,8,28.0,6,0.5,4.0,4.0,0.0,0.0,0.68,3.4,3.5,-0.1,-0.04,-0.02,Matches
Darko Churlinov,mk MKD,FW,22-269,1,27.0,27.0,1.2,0.3,0,,0,1,27.0,0,1.0,0.0,0.0,0.0,0.0,0.62,0.1,1.1,-1.1,-3.52,-3.54,Matches
Clinton Mola,eng ENG,DF,22-022,1,15.0,15.0,0.6,0.2,0,,0,1,15.0,2,1.0,0.0,0.0,0.0,0.0,0.62,0.1,0.4,-0.3,-1.64,-1.63,Matches
Lauren Ulrich,de GER,MF,18-065,1,6.0,6.0,0.3,0.1,0,,0,1,6.0,0,0.0,0.0,0.0,0.0,0.0,0.62,0.1,0.0,0.0,0.55,0.57,Matches
Alou Kuol,au AUS,FW,22-191,1,5.0,5.0,0.2,0.1,0,,0,1,5.0,1,0.0,0.0,0.0,0.0,0.0,0.62,0.0,0.1,-0.1,-1.8,-1.79,Matches
Antonis Aidonis,de GER,DF,21-319,0,,,,,0,,0,0,,5,,,,,,,,,,,,Matches
Nicolas Glaus,ch SUI,GK,20-331,0,,,,,0,,0,0,,1,,,,,,,,,,,,Matches
Mattis Hoppe,de GER,DF,19-257,0,,,,,0,,0,0,,1,,,,,,,,,,,,Matches
Mateo Klimowicz,de GER,MF,22-274,0,,,,,0,,0,0,,1,,,,,,,,,,,,Matches
Leon Reichardt,de GER,DF,18-282,0,,,,,0,,0,0,,1,,,,,,,,,,,,Matches
Squad Total,,,25.3,26,2340.0,90.0,100.0,26.0,286,82.0,170,112,19.0,119,0.77,29.0,45.0,-16.0,-0.62,,33.5,34.0,-0.5,-0.02,,
Opponent Total,,,27.4,26,2340.0,90.0,100.0,26.0,286,82.0,170,112,19.0,113,1.92,45.0,29.0,16.0,0.62,,34.0,33.5,0.5,0.02,,
