Player,Nation,Pos,Age,90s,Cmp,Att,Cmp%,TotDist,PrgDist,Cmp.1,Att.1,Cmp%.1,Cmp.2,Att.2,Cmp%.2,Cmp.3,Att.3,Cmp%.3,Ast,xAG,xA,A-xAG,KP,1/3,PPA,CrsPA,PrgP,Matches
Waldemar Anton,de GER,DF,26-257,24.8,1194,1532,77.9,23421,9214,408,476,85.7,658,764,86.1,123,241,51.0,0,0.8,1.1,-0.8,8,74,13,4,102,Matches
Wataru Endo,jp JPN,MF,30-053,24.5,832,1061,78.4,15348,4679,342,422,81.0,367,435,84.4,106,149,71.1,2,2.9,2.5,-0.9,33,105,19,1,121,Matches
Hiroki Ito,jp JPN,DF,23-326,22.5,1287,1578,81.6,27560,9964,399,450,88.7,673,746,90.2,204,341,59.8,1,2.0,2.4,-1.0,19,105,10,2,124,Matches
Konstantinos Mavropanos,gr GRE,DF,25-113,21.8,1091,1310,83.3,24060,8617,314,368,85.3,559,617,90.6,211,288,73.3,1,1.0,0.8,0.0,12,72,11,2,94,Matches
Florian Müller,de GER,GK,25-141,19.0,597,733,81.4,15453,10711,130,131,99.2,299,304,98.4,164,292,56.2,0,0.1,0.1,-0.1,2,7,1,0,2,Matches
Silas Katompa,cd COD,"FW,DF",24-179,17.3,223,307,72.6,3416,847,118,149,79.2,81,101,80.2,12,22,54.5,2,1.2,1.9,0.8,14,15,12,3,30,Matches
Chris Führich,de GER,"FW,MF",25-084,17.0,417,544,76.7,6790,1571,222,253,87.7,148,182,81.3,36,68,52.9,0,2.8,2.4,-2.8,20,35,14,2,62,Matches
Naouirou Ahamada,fr FRA,MF,21-005,15.5,449,529,84.9,6965,1651,223,242,92.1,187,204,91.7,21,40,52.5,2,1.2,0.9,0.8,15,38,7,2,56,Matches
Borna Sosa,hr CRO,DF,25-072,15.0,698,967,72.2,11728,5129,359,410,87.6,250,351,71.2,70,165,42.4,6,4.4,6.3,1.6,45,50,41,26,76,Matches
Atakan Karazor,de GER,MF,26-172,14.9,668,787,84.9,11628,3195,292,334,87.4,306,342,89.5,54,74,73.0,1,0.6,0.6,0.4,13,53,4,0,49,Matches
Tiago Tomás,pt POR,"FW,MF",20-291,11.3,162,260,62.3,2464,707,101,130,77.7,40,65,61.5,16,32,50.0,3,2.8,1.7,0.2,16,8,11,4,17,Matches
Sehrou Guirassy,gn GUI,FW,27-022,11.1,193,277,69.7,2677,428,117,144,81.3,55,76,72.4,8,19,42.1,0,0.8,0.5,-0.8,11,10,4,0,19,Matches
