Player,Nation,Pos,Age,90s,SCA,SCA90,PassLive,PassDead,TO,Sh,Fld,Def,GCA,GCA90,PassLive.1,PassDead.1,TO.1,Sh.1,Fld.1,Def.1,Matches
Jeffrey De Lange,nl NED,GK,25-005,26.0,4,0.15,3,1,0,0,0,0,1,0.04,0,1,0,0,0,0,Matches
Isac Lidberg,se SWE,FW,24-210,23.2,43,1.86,33,0,2,6,2,0,8,0.35,6,0,0,2,0,0,Matches
Jay Idzes,nl NED,"DF,MF",22-308,24.0,21,0.88,19,0,0,2,0,0,2,0.08,1,0,0,1,0,0,Matches
Mats Deijl,nl NED,DF,25-265,23.2,35,1.51,29,4,0,0,2,0,4,0.17,4,0,0,0,0,0,Matches
Bobby Adekanye,nl NED,"MF,FW",24-051,17.5,51,2.91,33,1,5,7,5,0,8,0.46,7,0,0,1,0,0,Matches
Jamal Amofa,nl NED,DF,24-132,20.6,17,0.83,15,1,0,0,0,1,2,0.1,2,0,0,0,0,0,Matches
Philippe Rommens,be BEL,MF,25-229,19.5,77,3.94,37,35,1,3,1,0,3,0.15,2,0,0,1,0,0,Matches
Oliver Edvardsen,no NOR,"MF,FW",24-018,18.3,47,2.57,27,1,4,6,9,0,8,0.44,2,1,1,2,2,0,Matches
Willum Þór Willumsson,is ISL,"MF,FW",24-165,16.3,46,2.83,41,0,1,2,2,0,5,0.31,3,0,0,1,1,0,Matches
Evert Linthorst,nl NED,MF,23-034,13.9,27,1.95,24,0,0,0,0,3,4,0.29,4,0,0,0,0,0,Matches
Bas Kuipers,nl NED,DF,28-232,13.8,30,2.18,20,7,0,1,1,1,1,0.07,1,0,0,0,0,0,Matches
Gerrit Nauber,de GER,DF,30-358,12.5,9,0.72,5,0,0,4,0,0,0,0.0,0,0,0,0,0,0,Matches
Enric Llansana,nl NED,MF,21-359,10.3,25,2.42,22,0,3,0,0,0,1,0.1,1,0,0,0,0,0,Matches
Finn Stokkers,nl NED,FW,26-353,11.3,41,3.64,29,0,1,9,1,1,4,0.35,4,0,0,0,0,0,Matches
José Fontán,es ESP,DF,23-054,9.9,15,1.52,15,0,0,0,0,0,3,0.3,3,0,0,0,0,0,Matches
Rashaan Fernandes,nl NED,"MF,FW",24-220,5.6,26,4.67,19,3,1,1,1,1,5,0.9,4,1,0,0,0,0,Matches
Fredrik Oppegard,no NOR,DF,20-242,4.4,4,0.91,3,0,1,0,0,0,0,0.0,0,0,0,0,0,0,Matches
Tesfaldet Tekie,se SWE,MF,25-306,3.9,5,1.29,5,0,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches
Justin Bakker,nl NED,DF,25-034,2.5,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches
Xander Blomme,be BEL,MF,20-289,0.8,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches
Sylla Sow,nl NED,"FW,MF",26-241,4.3,15,3.46,13,0,0,1,1,0,0,0.0,0,0,0,0,0,0,Matches
Federico Mattiello,it ITA,"DF,MF",27-266,1.1,4,3.71,3,0,0,0,1,0,1,0.93,0,0,0,0,1,0,Matches
Jahnoah Markelo,nl NED,"MF,FW",20-092,0.9,2,2.12,2,0,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches
Martijn Berden,nl NED,"FW,MF",25-251,0.9,2,2.17,2,0,0,0,0,0,1,1.08,1,0,0,0,0,0,Matches
Pim Saathof,nl NED,"MF,DF",19-099,0.2,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches
Aventis Aventisian,gr GRE,MF,20-232,0.1,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches
Squad Total,,,24.9,27.0,546,20.22,399,53,19,42,26,7,61,2.26,45,3,1,8,4,0,
Opponent Total,,,26.2,27.0,679,25.15,528,54,24,43,26,4,73,2.7,61,2,2,6,1,1,
