Player,Nation,Pos,Age,90s,Att,Live,Dead,FK,TB,Sw,Crs,TI,CK,In,Out,Str,Cmp,Off,Blocks,Matches
Jeffrey De Lange,nl NED,GK,24-352,25.0,920,678,239,50,0,0,0,0,0,0,0,0,656,3,0,Matches
Isac Lidberg,se SWE,FW,24-192,22.2,496,473,23,0,1,1,12,1,0,0,0,0,325,0,16,Matches
Jay Idzes,nl NED,"DF,MF",22-290,23.0,1016,970,45,20,0,3,1,3,0,0,0,0,846,1,4,Matches
Mats Deijl,nl NED,DF,25-247,22.2,1087,860,227,11,0,3,60,213,3,0,0,0,761,0,24,Matches
Oliver Edvardsen,no NOR,"MF,FW",24-000,18.1,477,429,46,9,2,2,43,12,14,8,5,0,323,2,14,Matches
Bobby Adekanye,nl NED,"MF,FW",24-033,16.5,417,405,11,6,3,3,25,1,2,1,0,0,295,1,15,Matches
Jamal Amofa,nl NED,DF,24-114,19.6,900,842,57,22,1,5,9,30,0,0,0,0,746,1,13,Matches
Philippe Rommens,be BEL,MF,25-211,18.5,1060,875,181,77,2,12,135,6,79,32,39,2,794,4,9,Matches
Willum Þór Willumsson,is ISL,"MF,FW",24-147,15.3,556,539,13,4,3,1,12,6,0,0,0,0,396,4,15,Matches
Evert Linthorst,nl NED,MF,23-016,13.9,587,577,9,4,4,8,10,4,0,0,0,0,458,1,4,Matches
Bas Kuipers,nl NED,DF,28-214,13.8,588,429,157,25,0,3,50,124,8,2,4,0,416,2,15,Matches
Enric Llansana,nl NED,MF,21-341,10.3,435,423,11,7,3,2,7,3,1,1,0,0,349,1,6,Matches
Gerrit Nauber,de GER,DF,30-340,11.5,533,491,42,30,0,5,2,7,0,0,0,0,448,0,3,Matches
José Fontán,es ESP,DF,23-036,9.7,438,387,51,6,1,3,19,41,0,0,0,0,317,0,16,Matches
Finn Stokkers,nl NED,FW,26-335,10.5,250,242,6,0,0,1,13,0,0,0,0,0,162,2,7,Matches
Rashaan Fernandes,nl NED,"MF,FW",24-202,5.6,210,195,15,3,2,0,20,4,7,4,2,0,149,0,7,Matches
Tesfaldet Tekie,se SWE,MF,25-288,3.9,201,195,5,5,1,2,1,0,0,0,0,0,157,1,5,Matches
Fredrik Oppegard,no NOR,DF,20-224,3.5,173,139,34,3,0,1,7,31,0,0,0,0,131,0,7,Matches
Justin Bakker,nl NED,DF,25-016,2.5,119,109,10,2,0,3,1,0,1,1,0,0,85,0,0,Matches
Xander Blomme,be BEL,MF,20-271,0.8,40,40,0,0,0,0,0,0,0,0,0,0,28,0,2,Matches
Sylla Sow,nl NED,"FW,MF",26-223,4.3,121,118,3,0,0,0,5,0,0,0,0,0,91,0,5,Matches
Federico Mattiello,it ITA,"DF,MF",27-248,1.1,60,49,10,0,0,0,4,10,0,0,0,0,48,1,2,Matches
Jahnoah Markelo,nl NED,"MF,FW",20-074,0.9,37,34,3,1,0,2,10,2,0,0,0,0,21,0,1,Matches
Martijn Berden,nl NED,"FW,MF",25-233,0.9,24,23,1,0,0,0,0,1,0,0,0,0,18,0,1,Matches
Pim Saathof,nl NED,"MF,DF",19-081,0.2,10,6,4,0,0,0,1,4,0,0,0,0,6,0,0,Matches
Aventis Aventisian,gr GRE,MF,20-214,0.1,4,4,0,0,0,0,0,0,0,0,0,0,2,0,0,Matches
Squad Total,,,24.8,26.0,10759,9532,1203,285,23,60,447,503,115,49,50,2,8028,24,191,
Opponent Total,,,26.2,26.0,13173,11867,1272,295,39,100,537,556,146,56,48,1,10295,34,250,
