Player,Nation,Pos,Age,90s,GA,PKA,FK,CK,OG,PSxG,PSxG/SoT,PSxG+/-,/90,Cmp,Att,Cmp%,Att.1,Thr,Launch%,AvgLen,Att.2,Launch%.1,AvgLen.1,Opp,Stp,Stp%,#OPA,#OPA/90,AvgDist,Matches
Jeffrey De Lange,nl NED,GK,25-005,26.0,44,2,0,4,2,42.7,0.31,0.7,0.03,196,447,43.8,762,101,47.2,38.1,191,45.5,37.1,454,14,3.1,33,1.27,16.4,Matches
Squad Total,,,24.9,27.0,44,2,0,4,2,42.7,0.31,0.7,0.02,196,447,43.8,762,101,47.2,38.1,191,45.5,37.1,454,14,3.1,33,1.27,16.4,
Opponent Total,,,26.2,27.0,36,2,1,5,1,32.6,0.33,-2.4,-0.09,156,382,40.8,810,135,35.3,34.2,201,47.8,40.6,373,28,7.5,34,1.31,15.1,
