Player,Nation,Pos,Age,90s,Touches,Def Pen,Def 3rd,Mid 3rd,Att 3rd,Att Pen,Live,Att,Succ,Succ%,Tkld,Tkld%,Carries,TotDist,PrgDist,PrgC,1/3,CPA,Mis,Dis,Rec,PrgR,Matches
Jeffrey De Lange,nl NED,GK,24-352,25.0,983,867,975,9,0,0,983,1,1,100.0,0,0.0,575,2742,1514,0,1,0,0,0,468,0,Matches
Isac Lidberg,se SWE,FW,24-192,22.2,760,30,66,321,377,102,760,38,16,42.1,16,42.1,385,1921,693,27,19,10,71,28,571,145,Matches
Jay Idzes,nl NED,"DF,MF",22-290,23.0,1277,212,690,524,72,33,1277,5,4,80.0,1,20.0,617,2772,1549,5,5,0,13,1,718,7,Matches
Mats Deijl,nl NED,DF,25-247,22.2,1319,93,432,537,357,33,1319,22,14,63.6,5,22.7,580,2852,1195,23,15,2,14,13,661,57,Matches
Oliver Edvardsen,no NOR,"MF,FW",24-000,18.1,731,28,136,298,307,47,731,58,17,29.3,33,56.9,408,2164,1118,41,23,13,43,24,427,92,Matches
Bobby Adekanye,nl NED,"MF,FW",24-033,16.5,643,7,85,288,289,59,643,69,30,43.5,29,42.0,413,2498,1113,39,22,12,47,27,430,109,Matches
Jamal Amofa,nl NED,DF,24-114,19.6,1110,174,569,478,74,8,1110,30,20,66.7,10,33.3,638,3858,2188,17,13,0,19,8,629,8,Matches
Philippe Rommens,be BEL,MF,25-211,18.5,1258,55,296,667,300,18,1258,10,5,50.0,5,50.0,601,2649,1045,11,7,4,21,13,708,22,Matches
Willum Þór Willumsson,is ISL,"MF,FW",24-147,15.3,751,29,109,351,298,57,749,24,7,29.2,15,62.5,452,2484,977,29,21,10,45,25,537,89,Matches
Evert Linthorst,nl NED,MF,23-016,13.9,743,51,196,397,159,19,743,11,2,18.2,6,54.5,331,1512,639,11,12,1,10,4,420,25,Matches
Bas Kuipers,nl NED,DF,28-214,13.8,740,66,244,253,246,24,740,15,4,26.7,11,73.3,298,1288,668,19,14,4,14,10,333,50,Matches
Enric Llansana,nl NED,MF,21-341,10.3,557,26,154,289,119,6,557,15,9,60.0,5,33.3,256,1214,609,16,7,2,8,10,296,15,Matches
Gerrit Nauber,de GER,DF,30-340,11.5,651,112,345,272,36,14,651,1,1,100.0,0,0.0,338,1662,1016,3,3,0,3,1,372,6,Matches
José Fontán,es ESP,DF,23-036,9.7,545,73,268,201,80,7,545,1,1,100.0,0,0.0,268,1263,702,13,7,0,3,2,302,13,Matches
Finn Stokkers,nl NED,FW,26-335,10.5,383,10,31,135,219,52,383,15,3,20.0,12,80.0,208,777,261,10,4,4,35,21,284,78,Matches
Rashaan Fernandes,nl NED,"MF,FW",24-202,5.6,282,4,44,105,137,16,282,13,5,38.5,5,38.5,159,1080,556,17,13,4,14,8,177,34,Matches
Tesfaldet Tekie,se SWE,MF,25-288,3.9,243,5,58,152,36,1,243,6,2,33.3,4,66.7,135,639,318,5,7,1,6,3,150,6,Matches
Fredrik Oppegard,no NOR,DF,20-224,3.5,217,19,92,84,43,2,217,8,7,87.5,0,0.0,111,574,303,11,6,1,5,2,110,13,Matches
Justin Bakker,nl NED,DF,25-016,2.5,138,24,81,54,4,0,138,0,0,,0,,61,267,165,3,1,0,4,0,77,0,Matches
Xander Blomme,be BEL,MF,20-271,0.8,48,3,13,24,12,1,48,1,1,100.0,0,0.0,23,65,11,0,0,0,0,2,24,1,Matches
Sylla Sow,nl NED,"FW,MF",26-223,4.3,201,2,15,75,113,22,201,16,5,31.3,11,68.8,111,660,190,9,7,2,21,13,134,39,Matches
Federico Mattiello,it ITA,"DF,MF",27-248,1.1,93,4,27,29,41,3,93,8,3,37.5,4,50.0,40,307,145,6,5,1,4,1,42,8,Matches
Jahnoah Markelo,nl NED,"MF,FW",20-074,0.9,49,0,7,14,31,5,49,8,3,37.5,3,37.5,36,379,130,6,2,2,2,2,40,10,Matches
Martijn Berden,nl NED,"FW,MF",25-233,0.9,45,2,9,11,26,6,45,4,1,25.0,3,75.0,19,135,67,3,4,0,4,2,23,5,Matches
Pim Saathof,nl NED,"MF,DF",19-081,0.2,22,1,3,4,15,3,22,0,0,,0,,8,43,18,1,1,0,4,0,9,2,Matches
Aventis Aventisian,gr GRE,MF,20-214,0.1,5,0,1,3,1,0,5,0,0,,0,,1,1,1,0,0,0,0,0,3,1,Matches
Squad Total,,,24.8,26.0,13794,1897,4946,5575,3392,538,13792,379,161,42.5,178,47.0,7072,35806,17191,325,219,73,410,220,7945,835,
Opponent Total,,,26.2,26.0,15914,1738,5281,6823,3936,671,15912,369,154,41.7,163,44.2,8945,46654,22598,421,308,102,399,223,10194,983,
