Player,Nation,Pos,Age,MP,Min,Mn/MP,Min%,90s,Starts,Mn/Start,Compl,Subs,Mn/Sub,unSub,PPM,onG,onGA,+/-,+/-90,On-Off,onxG,onxGA,xG+/-,xG+/-90,On-Off.1,Matches
Jeffrey De Lange,nl NED,GK,24-352,25,2250.0,90.0,96.2,25.0,25,90.0,25,0,,0,1.12,36.0,44.0,-8.0,-0.32,-0.32,29.9,36.7,-6.7,-0.27,-0.27,Matches
Isac Lidberg,se SWE,FW,24-192,24,1994.0,83.0,85.2,22.2,24,83.0,15,0,,1,1.16,32.0,38.0,-6.0,-0.27,0.25,23.5,33.5,-10.0,-0.45,-1.3,Matches
Jay Idzes,nl NED,"DF,MF",22-290,23,2066.0,90.0,88.3,23.0,23,90.0,22,0,,1,1.21,34.0,38.0,-4.0,-0.17,1.14,26.6,32.4,-5.8,-0.25,0.06,Matches
Mats Deijl,nl NED,DF,25-247,23,2000.0,87.0,85.5,22.2,23,87.0,21,0,,0,1.21,34.0,38.0,-4.0,-0.18,0.88,27.4,32.0,-4.6,-0.21,0.36,Matches
Oliver Edvardsen,no NOR,"MF,FW",24-000,21,1626.0,77.0,69.5,18.1,20,80.0,7,1,25.0,0,1.0,28.0,30.0,-2.0,-0.11,0.65,23.3,26.5,-3.2,-0.18,0.27,Matches
Bobby Adekanye,nl NED,"MF,FW",24-033,23,1484.0,65.0,63.4,16.5,20,71.0,1,3,24.0,0,1.21,24.0,23.0,1.0,0.06,1.01,16.3,23.2,-6.9,-0.42,-0.44,Matches
Jamal Amofa,nl NED,DF,24-114,23,1763.0,77.0,75.3,19.6,19,85.0,13,4,39.0,0,1.08,27.0,33.0,-6.0,-0.31,0.01,23.8,27.6,-3.7,-0.19,0.28,Matches
Philippe Rommens,be BEL,MF,25-211,19,1668.0,88.0,71.3,18.5,19,88.0,15,0,,0,1.25,29.0,31.0,-2.0,-0.11,0.7,20.7,28.4,-7.7,-0.42,-0.55,Matches
Willum Þór Willumsson,is ISL,"MF,FW",24-147,18,1376.0,76.0,58.8,15.3,16,83.0,12,2,24.0,0,1.56,25.0,22.0,3.0,0.2,1.22,20.9,19.9,1.0,0.06,0.78,Matches
Evert Linthorst,nl NED,MF,23-016,19,1247.0,66.0,53.3,13.9,14,77.0,6,5,34.0,2,0.79,21.0,27.0,-6.0,-0.43,-0.27,13.7,23.7,-10.0,-0.72,-1.0,Matches
Bas Kuipers,nl NED,DF,28-214,14,1240.0,89.0,53.0,13.8,14,89.0,13,0,,0,1.21,20.0,21.0,-1.0,-0.07,0.5,15.7,21.1,-5.4,-0.39,-0.29,Matches
Enric Llansana,nl NED,MF,21-341,15,928.0,62.0,39.7,10.3,12,73.0,5,3,17.0,7,1.07,8.0,21.0,-13.0,-1.26,-1.58,10.6,14.8,-4.2,-0.41,-0.24,Matches
Gerrit Nauber,de GER,DF,30-340,18,1039.0,58.0,44.4,11.5,11,88.0,10,7,10.0,3,1.21,17.0,22.0,-5.0,-0.43,-0.23,15.0,14.7,0.2,0.02,0.5,Matches
José Fontán,es ESP,DF,23-036,15,877.0,58.0,37.5,9.7,10,83.0,6,5,9.0,8,1.0,11.0,22.0,-11.0,-1.13,-1.31,8.7,15.3,-6.7,-0.69,-0.68,Matches
Finn Stokkers,nl NED,FW,26-335,19,949.0,50.0,40.6,10.5,9,86.0,5,10,18.0,2,1.1,15.0,20.0,-5.0,-0.47,-0.28,14.7,16.2,-1.5,-0.14,0.19,Matches
Rashaan Fernandes,nl NED,"MF,FW",24-202,14,502.0,36.0,21.5,5.6,5,61.0,0,9,22.0,8,0.86,8.0,11.0,-3.0,-0.54,-0.29,8.3,8.0,0.2,0.04,0.38,Matches
Tesfaldet Tekie,se SWE,MF,25-288,8,350.0,44.0,15.0,3.9,4,67.0,1,4,20.0,4,1.25,5.0,5.0,0.0,0.0,0.36,6.0,4.1,1.9,0.5,0.89,Matches
Fredrik Oppegard,no NOR,DF,20-224,7,318.0,45.0,13.6,3.5,3,75.0,0,4,23.0,0,1.25,4.0,5.0,-1.0,-0.28,0.03,3.8,4.2,-0.4,-0.11,0.17,Matches
Justin Bakker,nl NED,DF,25-016,3,225.0,75.0,9.6,2.5,3,75.0,2,0,,14,1.0,4.0,6.0,-2.0,-0.8,-0.54,2.4,4.4,-2.0,-0.78,-0.58,Matches
Xander Blomme,be BEL,MF,20-271,3,75.0,25.0,3.2,0.8,1,45.0,0,2,15.0,17,1.0,0.0,1.0,-1.0,-1.2,-0.92,0.5,0.6,-0.1,-0.12,0.14,Matches
Sylla Sow,nl NED,"FW,MF",26-223,18,389.0,22.0,16.6,4.3,0,,0,18,22.0,4,1.22,9.0,12.0,-3.0,-0.69,-0.46,10.9,6.2,4.7,1.08,1.6,Matches
Federico Mattiello,it ITA,"DF,MF",27-248,6,96.0,16.0,4.1,1.1,0,,0,6,16.0,8,1.33,2.0,4.0,-2.0,-1.87,-1.63,3.4,2.1,1.4,1.27,1.59,Matches
Jahnoah Markelo,nl NED,"MF,FW",20-074,4,85.0,21.0,3.6,0.9,0,,0,4,21.0,17,0.25,1.0,3.0,-2.0,-2.12,-1.88,1.2,1.8,-0.6,-0.66,-0.41,Matches
Martijn Berden,nl NED,"FW,MF",25-233,5,84.0,17.0,3.6,0.9,0,,0,5,17.0,8,1.8,1.0,2.0,-1.0,-1.07,-0.79,1.3,2.3,-1.0,-1.03,-0.8,Matches
Pim Saathof,nl NED,"MF,DF",19-081,2,20.0,10.0,0.9,0.2,0,,0,2,10.0,4,0.0,0.0,1.0,-1.0,-4.5,-4.23,0.1,0.5,-0.4,-1.99,-1.75,Matches
Aventis Aventisian,gr GRE,MF,20-214,1,6.0,6.0,0.3,0.1,0,,0,1,6.0,9,0.0,0.0,0.0,0.0,0.0,0.31,0.0,0.0,0.0,0.46,0.72,Matches
Lars Groenendijk,,GK,,0,,,,,0,,0,0,,3,,,,,,,,,,,,Matches
Sven Jansen,nl NED,DF,18-147,0,,,,,0,,0,0,,12,,,,,,,,,,,,Matches
Erwin Mulder,nl NED,GK,34-016,0,,,,,0,,0,0,,19,,,,,,,,,,,,Matches
Luca Plogmann,de GER,GK,23-009,0,,,,,0,,0,0,,16,,,,,,,,,,,,Matches
Darío Serra,es ESP,FW,20-058,0,,,,,0,,0,0,,7,,,,,,,,,,,,Matches
Robbin Weijenberg,,MF,,0,,,,,0,,0,0,,3,,,,,,,,,,,,Matches
Squad Total,,,24.8,25,2340.0,94.0,100.0,26.0,275,83.0,179,95,20.0,177,1.16,36.0,44.0,-8.0,-0.31,,29.9,36.7,-6.7,-0.26,,
Opponent Total,,,26.2,25,2340.0,94.0,100.0,26.0,275,83.0,179,95,20.0,173,1.52,44.0,36.0,8.0,0.31,,36.7,29.9,6.7,0.26,,
