Player,Nation,Pos,Age,MP,Starts,Min,90s,GA,GA90,SoTA,Saves,Save%,W,D,L,CS,CS%,PKatt,PKA,PKsv,PKm,Save%.1,Matches
Jeffrey De Lange,nl NED,GK,24-352,25,25,2250,25.0,44,1.76,131,88,67.9,7,8,10,5,20.0,2,2,0,0,0.0,Matches
Squad Total,,,24.8,25,25,2250,26.0,44,1.76,131,89,67.9,7,8,10,5,20.0,2,2,0,0,0.0,
Opponent Total,,,26.2,25,25,2250,26.0,36,1.44,93,58,63.4,10,8,7,5,20.0,2,2,0,0,0.0,
